county_fips,year,month,classified_assessment_dates
48197,2024,8,20
48197,2025,8,3
48199,2015,7,7
48199,2015,8,13
48199,2016,7,10
48199,2016,8,12
48199,2017,8,3
48199,2018,7,6
48199,2018,8,2
48199,2019,6,1
48199,2019,7,2
48199,2019,8,4
48199,2020,7,8
48199,2020,8,5
48199,2020,9,4
48199,2021,6,3
48199,2021,7,3
48199,2021,8,6
48199,2021,9,5
48199,2022,6,19
48199,2022,7,16
48199,2022,8,7
48199,2023,6,13
48199,2023,7,28
48199,2023,8,30
48199,2023,9,9
48199,2024,6,5
48199,2024,7,6
48199,2024,8,25
48199,2025,7,4
48199,2025,8,4
48201,2015,7,14
48201,2015,8,15
48201,2016,6,3
48201,2016,7,21
48201,2016,8,12
48201,2016,9,3
48201,2017,6,1
48201,2017,7,13
48201,2017,8,14
48201,2018,6,3
48201,2018,7,13
48201,2018,8,9
48201,2019,6,3
48201,2019,7,7
48201,2019,8,17
48201,2019,9,3
48201,2020,6,1
48201,2020,7,14
48201,2020,8,15
48201,2020,9,4
48201,2021,6,4
48201,2021,7,6
48201,2021,8,14
48201,2021,9,2
48201,2022,6,22
48201,2022,7,28
48201,2022,8,11
48201,2023,6,16
48201,2023,7,27
48201,2023,8,31
48201,2023,9,13
48201,2024,5,1
48201,2024,6,5
48201,2024,7,7
48201,2024,8,25
48201,2025,7,5
48201,2025,8,7
48203,2015,7,12
48203,2015,8,8
48203,2016,7,8
48203,2016,8,7
48203,2017,7,3
48203,2018,6,7
48203,2018,7,14
48203,2018,8,3
48203,2019,8,11
48203,2020,7,4
48203,2020,8,1
48203,2021,7,1
48203,2021,8,1
48203,2022,6,7
48203,2022,7,21
48203,2022,8,10
48203,2023,6,3
48203,2023,7,8
48203,2023,8,25
48203,2023,9,2
48203,2024,7,5
48203,2024,8,5
48203,2025,7,1
48203,2025,8,8
48205,2015,6,1
48205,2015,7,11
48205,2015,8,2
48205,2015,9,2
48205,2016,6,3
48205,2016,7,20
48205,2016,8,4
48205,2017,6,5
48205,2017,7,14
48205,2018,6,2
48205,2018,7,9
48205,2018,8,1
48205,2019,7,12
48205,2019,8,20
48205,2020,6,10
48205,2020,7,16
48205,2020,8,12
48205,2021,6,3
48205,2021,8,8
48205,2022,6,8
48205,2022,7,26
48205,2022,8,6
48205,2023,6,1
48205,2023,7,10
48205,2023,8,8
48205,2024,6,12
48205,2024,7,13
48205,2024,8,15
48205,2025,6,3
48205,2025,8,7
48207,2015,7,8
48207,2015,8,13
48207,2015,9,1
48207,2016,6,1
48207,2016,7,28
48207,2016,8,10
48207,2017,7,5
48207,2018,6,3
48207,2018,7,6
48207,2018,8,2
48207,2019,7,3
48207,2019,8,14
48207,2020,7,10
48207,2020,8,9
48207,2022,5,1
48207,2022,6,9
48207,2022,7,24
48207,2022,8,10
48207,2023,6,9
48207,2023,7,15
48207,2023,8,24
48207,2023,9,7
48207,2024,6,5
48207,2024,7,8
48207,2024,8,21
48207,2025,8,2
48209,2015,7,1
48209,2015,8,12
48209,2015,9,2
48209,2016,7,16
48209,2016,8,7
48209,2017,6,2
48209,2017,7,14
48209,2017,8,7
48209,2018,6,4
48209,2018,7,16
48209,2018,8,15
48209,2019,7,1
48209,2019,8,23
48209,2019,9,2
48209,2020,7,9
48209,2020,8,14
48209,2020,9,2
48209,2022,6,11
48209,2022,7,26
48209,2022,8,12
48209,2023,6,13
48209,2023,7,22
48209,2023,8,29
48209,2023,9,11
48209,2024,5,1
48209,2024,6,2
48209,2024,7,2
48209,2024,8,8
48209,2025,8,9
48209,2025,9,1
48211,2015,7,5
48211,2015,8,4
48211,2016,7,12
48211,2016,8,5
48211,2017,7,8
48211,2018,6,2
48211,2018,7,7
48211,2018,8,2
48211,2019,7,5
48211,2019,8,15
48211,2020,6,1
48211,2020,7,13
48211,2020,8,8
48211,2021,8,2
48211,2022,6,8
48211,2022,7,27
48211,2022,8,9
48211,2023,6,2
48211,2023,7,12
48211,2023,8,20
48211,2023,9,1
48211,2024,6,6
48211,2024,7,9
48211,2024,8,21
48211,2025,7,3
48211,2025,8,5
48213,2015,7,14
48213,2015,8,12
48213,2015,9,3
48213,2016,7,15
48213,2016,8,14
48213,2016,9,2
48213,2017,7,9
48213,2017,8,2
48213,2018,6,9
48213,2018,7,20
48213,2018,8,18
48213,2019,8,22
48213,2019,9,3
48213,2020,8,2
48213,2022,6,16
48213,2022,7,25
48213,2022,8,16
48213,2023,6,6
48213,2023,7,15
48213,2023,8,27
48213,2023,9,6
48213,2024,6,1
48213,2024,7,5
48213,2024,8,10
48213,2025,7,2
48213,2025,8,7
48215,2015,7,6
48215,2015,8,10
48215,2016,7,24
48215,2016,8,15
48215,2016,9,2
48215,2017,6,7
48215,2017,7,14
48215,2017,8,18
48215,2017,9,2
48215,2018,6,10
48215,2018,7,12
48215,2018,8,18
48215,2018,9,4
48215,2019,6,10
48215,2019,7,8
48215,2019,8,27
48215,2020,7,12
48215,2020,8,3
48215,2020,9,4
48215,2022,6,2
48215,2022,7,21
48215,2022,8,5
48215,2023,6,18
48215,2023,7,23
48215,2023,8,21
48215,2023,9,17
48215,2024,5,10
48215,2024,6,16
48215,2024,8,17
48215,2025,6,2
48215,2025,7,4
48215,2025,8,17
48215,2025,9,4
48217,2015,7,3
48217,2015,8,11
48217,2015,9,1
48217,2016,7,3
48217,2016,8,11
48217,2017,7,7
48217,2018,6,7
48217,2018,7,20
48217,2018,8,11
48217,2019,8,18
48217,2019,9,1
48217,2020,7,4
48217,2020,8,13
48217,2020,9,1
48217,2022,6,16
48217,2022,7,29
48217,2022,8,16
48217,2023,6,11
48217,2023,7,24
48217,2023,8,28
48217,2023,9,9
48217,2024,6,4
48217,2024,7,5
48217,2024,8,20
48219,2015,7,6
48219,2016,6,7
48219,2016,7,16
48219,2016,8,3
48219,2017,6,10
48219,2017,7,5
48219,2018,5,3
48219,2018,6,14
48219,2018,7,7
48219,2019,7,6
48219,2019,8,11
48219,2020,6,6
48219,2020,7,18
48219,2020,8,11
48219,2021,6,7
48219,2022,6,8
48219,2022,7,27
48219,2022,8,7
48219,2023,6,10
48219,2023,7,13
48219,2023,8,13
48219,2023,9,2
48219,2024,6,8
48219,2024,7,6
48219,2024,8,16
48219,2025,7,2
48219,2025,8,3
48221,2015,7,17
48221,2015,8,11
48221,2015,9,3
48221,2016,6,4
48221,2016,7,24
48221,2016,8,14
48221,2017,7,12
48221,2018,5,1
48221,2018,6,17
48221,2018,7,22
48221,2018,8,16
48221,2019,7,7
48221,2019,8,19
48221,2020,7,11
48221,2020,8,14
48221,2020,9,1
48221,2021,6,1
48221,2021,7,5
48221,2021,8,11
48221,2021,9,3
48221,2022,6,17
48221,2022,7,28
48221,2022,8,18
48221,2023,6,9
48221,2023,7,24
48221,2023,8,26
48221,2023,9,7
48221,2024,6,2
48221,2024,7,6
48221,2024,8,14
48223,2015,7,15
48223,2015,8,11
48223,2015,9,3
48223,2016,7,16
48223,2016,8,14
48223,2017,7,7
48223,2018,6,8
48223,2018,7,20
48223,2018,8,13
48223,2019,8,16
48223,2020,7,3
48223,2020,8,5
48223,2021,8,1
48223,2022,6,11
48223,2022,7,25
48223,2022,8,13
48223,2023,6,3
48223,2023,7,9
48223,2023,8,26
48223,2023,9,4
48223,2024,7,5
48223,2024,8,8
48223,2025,7,1
48223,2025,8,7
48225,2015,7,12
48225,2015,8,11
48225,2015,9,2
48225,2016,7,16
48225,2016,8,13
48225,2017,7,2
48225,2017,8,4
48225,2018,7,13
48225,2018,8,9
48225,2019,8,14
48225,2020,7,6
48225,2020,8,9
48225,2020,9,1
48225,2022,6,10
48225,2022,7,25
48225,2022,8,8
48225,2023,6,8
48225,2023,7,22
48225,2023,8,27
48225,2023,9,4
48225,2024,6,1
48225,2024,7,5
48225,2024,8,7
48225,2025,8,4
48227,2015,7,6
48227,2015,8,6
48227,2016,7,13
48227,2016,8,10
48227,2017,6,3
48227,2017,7,3
48227,2018,5,5
48227,2018,6,13
48227,2018,7,13
48227,2018,8,7
48227,2019,6,2
48227,2019,7,9
48227,2019,8,16
48227,2020,6,2
48227,2020,7,16
48227,2020,8,16
48227,2021,6,1
48227,2021,8,1
48227,2022,5,5
48227,2022,6,15
48227,2022,7,27
48227,2022,8,9
48227,2023,6,11
48227,2023,7,21
48227,2023,8,21
48227,2023,9,6
48227,2024,6,15
48227,2024,7,6
48227,2024,8,22
48227,2025,8,6
48229,2015,6,5
48229,2015,7,18
48229,2015,8,20
48229,2015,9,2
48229,2016,6,5
48229,2016,7,24
48229,2016,8,3
48229,2017,6,6
48229,2017,7,6
48229,2017,8,5
48229,2018,6,20
48229,2018,7,17
48229,2018,8,19
48229,2018,9,2
48229,2019,6,3
48229,2019,7,23
48229,2019,8,25
48229,2019,9,1
48229,2020,6,11
48229,2020,7,24
48229,2020,8,25
48229,2020,9,2
48229,2021,6,16
48229,2021,7,4
48229,2021,8,5
48229,2022,6,14
48229,2022,7,23
48229,2022,8,9
48229,2023,6,10
48229,2023,7,30
48229,2023,8,19
48229,2023,9,5
48229,2024,6,20
48229,2024,7,20
48229,2024,8,25
48229,2025,6,14
48229,2025,7,10
48229,2025,8,14
48231,2015,7,17
48231,2015,8,11
48231,2015,9,2
48231,2016,7,18
48231,2016,8,14
48231,2017,7,12
48231,2017,8,2
48231,2018,6,13
48231,2018,7,20
48231,2018,8,15
48231,2019,7,7
48231,2019,8,19
48231,2020,7,8
48231,2020,8,10
48231,2022,6,10
48231,2022,7,28
48231,2022,8,13
48231,2023,6,4
48231,2023,7,7
48231,2023,8,25
48231,2023,9,3
48231,2024,6,1
48231,2024,7,6
48231,2024,8,15
48231,2025,7,2
48231,2025,8,5
48233,2015,7,3
48233,2015,8,2
48233,2016,6,4
48233,2016,7,17
48233,2016,8,3
48233,2017,6,6
48233,2017,7,17
48233,2018,6,7
48233,2018,7,9
48233,2018,8,4
48233,2019,7,6
48233,2019,8,14
48233,2020,6,8
48233,2020,7,17
48233,2020,8,11
48233,2021,6,6
48233,2021,7,6
48233,2021,8,7
48233,2021,9,1
48233,2022,5,1
48233,2022,6,9
48233,2022,7,24
48233,2022,8,9
48233,2022,9,1
48233,2023,6,1
48233,2023,7,12
48233,2023,8,16
48233,2023,9,3
48233,2024,6,7
48233,2024,7,13
48233,2024,8,19
48233,2025,7,2
48233,2025,8,8
48235,2015,8,1
48235,2016,7,21
48235,2016,8,13
48235,2017,6,4
48235,2018,5,4
48235,2018,6,14
48235,2018,7,21
48235,2019,8,17
48235,2020,5,1
48235,2020,6,1
48235,2020,7,12
48235,2020,8,13
48235,2020,9,2
48235,2021,6,5
48235,2021,7,1
48235,2021,8,3
48235,2022,5,6
48235,2022,6,12
48235,2022,7,22
48235,2022,8,10
48235,2023,6,13
48235,2023,7,20
48235,2023,8,18
48235,2023,9,6
48235,2024,6,5
48235,2024,7,6
48235,2024,8,22
48235,2025,8,1
48237,2015,7,6
48237,2015,8,6
48237,2015,9,2
48237,2016,8,10
48237,2017,7,2
48237,2018,6,2
48237,2018,7,14
48237,2018,8,5
48237,2019,8,12
48237,2020,7,4
48237,2020,8,10
48237,2022,6,6
48237,2022,7,17
48237,2022,8,10
48237,2023,6,4
48237,2023,7,15
48237,2023,8,25
48237,2023,9,5
48237,2024,6,3
48237,2024,7,6
48237,2024,8,15
48239,2015,7,7
48239,2015,8,14
48239,2016,7,19
48239,2016,8,14
48239,2017,7,11
48239,2017,8,10
48239,2018,6,2
48239,2018,7,10
48239,2018,8,13
48239,2019,6,1
48239,2019,7,4
48239,2019,8,24
48239,2020,7,15
48239,2020,8,13
48239,2020,9,3
48239,2022,6,15
48239,2022,7,26
48239,2022,8,13
48239,2023,6,15
48239,2023,7,27
48239,2023,8,31
48239,2023,9,12
48239,2024,6,4
48239,2024,7,6
48239,2024,8,21
48239,2025,8,10
48241,2015,7,18
48241,2015,8,15
48241,2016,6,4
48241,2016,7,24
48241,2016,8,14
48241,2017,7,10
48241,2017,8,9
48241,2018,6,2
48241,2018,7,9
48241,2018,8,5
48241,2019,6,1
48241,2019,7,4
48241,2019,8,14
48241,2020,6,1
48241,2020,7,10
48241,2020,8,9
48241,2020,9,3
48241,2021,7,1
48241,2021,8,3
48241,2021,9,1
48241,2022,6,21
48241,2022,7,25
48241,2022,8,13
48241,2023,6,15
48241,2023,7,27
48241,2023,8,29
48241,2023,9,5
48241,2024,6,5
48241,2024,7,7
48241,2024,8,14
48241,2025,7,4
48243,2015,6,2
48243,2015,7,12
48243,2015,8,9
48243,2015,9,3
48243,2016,6,11
48243,2016,7,21
48243,2016,8,4
48243,2017,6,15
48243,2017,7,3
48243,2018,5,8
48243,2018,6,21
48243,2018,7,13
48243,2018,8,4
48243,2019,6,1
48243,2019,7,12
48243,2019,8,23
48243,2020,6,12
48243,2020,7,20
48243,2020,8,21
48243,2020,9,2
48243,2021,6,16
48243,2021,8,2
48243,2022,5,8
48243,2022,6,11
48243,2022,7,9
48243,2022,8,6
48243,2023,6,14
48243,2023,7,26
48243,2023,8,16
48243,2023,9,6
48243,2024,5,1
48243,2024,6,19
48243,2024,7,7
48243,2024,8,18
48243,2024,9,3
48243,2025,5,2
48243,2025,6,10
48243,2025,8,7
48245,2015,7,14
48245,2015,8,13
48245,2016,6,4
48245,2016,7,18
48245,2016,8,13
48245,2016,9,2
48245,2017,7,8
48245,2017,8,9
48245,2018,6,7
48245,2018,7,13
48245,2018,8,7
48245,2018,9,1
48245,2019,6,3
48245,2019,7,11
48245,2019,8,15
48245,2019,9,5
48245,2020,6,1
48245,2020,7,10
48245,2020,8,6
48245,2020,9,4
48245,2021,6,2
48245,2021,7,6
48245,2021,8,11
48245,2021,9,3
48245,2022,6,19
48245,2022,7,17
48245,2022,8,3
48245,2023,6,11
48245,2023,7,25
48245,2023,8,30
48245,2023,9,8
48245,2024,6,4
48245,2024,7,7
48245,2024,8,25
48245,2025,7,2
48245,2025,8,3
48247,2015,7,1
48247,2015,8,4
48247,2016,7,15
48247,2016,8,7
48247,2017,6,1
48247,2017,7,5
48247,2017,8,5
48247,2018,7,6
48247,2018,8,1
48247,2019,7,1
48247,2019,8,20
48247,2020,7,9
48247,2020,8,5
48247,2020,9,3
48247,2022,6,4
48247,2022,7,20
48247,2022,8,4
48247,2023,6,16
48247,2023,7,19
48247,2023,8,25
48247,2023,9,7
48247,2024,5,3
48247,2024,6,2
48247,2024,8,14
48247,2025,8,2
48249,2015,7,1
48249,2015,8,5
48249,2016,7,15
48249,2016,8,8
48249,2017,6,2
48249,2017,7,5
48249,2017,8,12
48249,2018,6,3
48249,2019,6,1
48249,2019,7,10
48249,2019,8,25
48249,2020,7,10
48249,2020,8,4
48249,2020,9,4
48249,2022,6,5
48249,2022,7,14
48249,2022,8,5
48249,2023,6,18
48249,2023,7,17
48249,2023,8,24
48249,2023,9,5
48249,2024,5,5
48249,2024,6,4
48249,2024,8,12
48249,2025,8,7
48249,2025,9,1
48251,2015,8,9
48251,2016,7,1
48251,2016,8,9
48251,2017,7,2
48251,2018,6,5
48251,2018,7,16
48251,2018,8,2
48251,2019,8,12
48251,2020,7,3
48251,2020,8,8
48251,2020,9,1
48251,2022,6,12
48251,2022,7,26
48251,2022,8,10
48251,2023,6,5
48251,2023,7,16
48251,2023,8,25
48251,2023,9,5
48251,2024,7,3
48251,2024,8,10
48253,2015,8,7
48253,2016,7,5
48253,2016,8,7
48253,2017,7,7
48253,2018,5,1
48253,2018,6,6
48253,2018,7,8
48253,2018,8,3
48253,2019,8,15
48253,2020,7,8
48253,2020,8,12
48253,2021,8,1
48253,2022,5,2
48253,2022,6,9
48253,2022,7,23
48253,2022,8,9
48253,2023,6,6
48253,2023,7,15
48253,2023,8,24
48253,2023,9,6
48253,2024,6,4
48253,2024,7,7
48253,2024,8,24
48255,2015,7,2
48255,2015,8,10
48255,2016,7,15
48255,2016,8,7
48255,2017,7,7
48255,2017,8,7
48255,2018,6,1
48255,2018,7,7
48255,2018,8,6
48255,2019,8,21
48255,2020,7,10
48255,2020,8,11
48255,2020,9,3
48255,2022,6,6
48255,2022,7,25
48255,2022,8,9
48255,2023,6,15
48255,2023,7,24
48255,2023,8,30
48255,2023,9,9
48255,2024,6,2
48255,2024,7,1
48255,2024,8,16
48255,2025,8,9
48257,2015,7,5
48257,2015,8,9
48257,2015,9,1
48257,2016,7,5
48257,2016,8,13
48257,2017,7,2
48257,2018,6,8
48257,2018,7,18
48257,2018,8,5
48257,2019,7,1
48257,2019,8,19
48257,2020,7,3
48257,2020,8,7
48257,2022,6,11
48257,2022,7,26
48257,2022,8,14
48257,2023,7,10
48257,2023,8,25
48257,2023,9,5
48257,2024,6,1
48257,2024,7,5
48257,2024,8,12
48257,2025,7,1
48257,2025,8,1
48259,2015,7,2
48259,2015,8,13
48259,2015,9,4
48259,2016,7,17
48259,2016,8,9
48259,2017,6,2
48259,2017,7,8
48259,2017,8,10
48259,2018,6,23
48259,2018,7,21
48259,2018,8,20
48259,2018,9,1
48259,2019,6,2
48259,2019,7,10
48259,2019,8,31
48259,2019,9,18
48259,2019,10,2
48259,2020,7,15
48259,2020,8,13
48259,2020,9,2
48259,2021,6,3
48259,2021,8,12
48259,2021,9,1
48259,2022,5,4
48259,2022,6,27
48259,2022,7,31
48259,2022,8,24
48259,2022,9,4
48259,2023,6,19
48259,2023,7,31
48259,2023,8,31
48259,2023,9,20
48259,2024,5,6
48259,2024,6,15
48259,2024,7,8
48259,2024,8,18
48259,2024,9,2
48259,2025,5,3
48259,2025,6,1
48259,2025,7,2
48259,2025,8,20
48259,2025,9,4
48261,2015,7,5
48261,2015,8,4
48261,2016,5,1
48261,2016,7,15
48261,2016,8,8
48261,2017,6,4
48261,2017,7,7
48261,2017,8,11
48261,2018,6,3
48261,2018,7,11
48261,2018,8,14
48261,2019,6,3
48261,2019,7,10
48261,2019,8,27
48261,2020,7,13
48261,2020,8,10
48261,2020,9,4
48261,2021,6,4
48261,2021,8,4
48261,2021,9,2
48261,2022,5,1
48261,2022,6,5
48261,2022,7,19
48261,2022,8,3
48261,2023,6,19
48261,2023,7,26
48261,2023,8,21
48261,2023,9,6
48261,2024,5,10
48261,2024,6,13
48261,2024,7,2
48261,2024,8,7
48261,2025,5,4
48261,2025,6,3
48261,2025,7,3
48261,2025,8,9
48263,2015,7,7
48263,2015,8,12
48263,2015,9,1
48263,2016,7,19
48263,2016,8,9
48263,2017,6,5
48263,2017,7,13
48263,2017,8,1
48263,2017,9,2
48263,2018,5,4
48263,2018,6,9
48263,2018,7,15
48263,2018,8,12
48263,2018,9,1
48263,2019,6,2
48263,2019,7,6
48263,2019,8,25
48263,2020,6,2
48263,2020,7,15
48263,2020,8,14
48263,2021,8,4
48263,2021,9,1
48263,2022,5,8
48263,2022,6,17
48263,2022,7,28
48263,2022,8,12
48263,2023,6,7
48263,2023,7,16
48263,2023,8,26
48263,2023,9,7
48263,2024,6,7
48263,2024,7,11
48263,2024,8,27
48263,2025,7,5
48263,2025,8,9
48265,2015,7,5
48265,2015,8,10
48265,2015,9,2
48265,2016,7,17
48265,2016,8,9
48265,2017,6,2
48265,2017,7,6
48265,2017,8,1
48265,2018,6,12
48265,2018,7,13
48265,2018,8,8
48265,2019,8,28
48265,2020,7,17
48265,2020,8,13
48265,2020,9,2
48265,2022,5,1
48265,2022,6,13
48265,2022,7,25
48265,2022,8,11
48265,2023,6,15
48265,2023,7,23
48265,2023,8,29
48265,2023,9,9
48265,2024,5,4
48265,2024,6,8
48265,2024,7,6
48265,2024,8,17
48265,2025,5,2
48265,2025,8,1
48267,2015,7,12
48267,2015,8,12
48267,2016,6,4
48267,2016,7,24
48267,2016,8,13
48267,2017,6,6
48267,2017,7,9
48267,2017,8,9
48267,2018,6,15
48267,2018,7,21
48267,2018,8,11
48267,2019,6,3
48267,2019,7,7
48267,2019,8,28
48267,2019,9,2
48267,2020,6,3
48267,2020,7,23
48267,2020,8,16
48267,2020,9,2
48267,2022,5,5
48267,2022,6,14
48267,2022,7,21
48267,2022,8,7
48267,2023,6,17
48267,2023,7,23
48267,2023,8,25
48267,2023,9,6
48267,2024,5,5
48267,2024,6,7
48267,2024,7,4
48267,2024,8,12
48269,2015,7,7
48269,2015,8,6
48269,2016,7,14
48269,2016,8,8
48269,2017,6,2
48269,2017,7,8
48269,2018,5,1
48269,2018,6,5
48269,2018,7,8
48269,2018,8,6
48269,2018,9,1
48269,2019,7,5
48269,2019,8,19
48269,2020,6,1
48269,2020,7,15
48269,2020,8,12
48269,2021,8,4
48269,2021,9,3
48269,2022,5,5
48269,2022,6,12
48269,2022,7,28
48269,2022,8,13
48269,2023,6,5
48269,2023,7,11
48269,2023,8,26
48269,2023,9,5
48269,2024,6,4
48269,2024,7,9
48269,2024,8,23
48269,2025,7,1
48269,2025,8,7
48271,2016,7,9
48271,2016,8,5
48271,2017,7,5
48271,2017,8,3
48271,2018,6,7
48271,2018,7,7
48271,2019,8,3
48271,2020,7,10
48271,2020,8,7
48271,2020,9,1
48271,2022,6,6
48271,2022,7,21
48271,2022,8,5
48271,2023,6,14
48271,2023,7,19
48271,2023,8,25
48271,2023,9,5
48271,2024,6,3
48271,2024,7,4
48271,2024,8,17
48273,2015,7,1
48273,2015,8,7
48273,2016,7,14
48273,2016,8,8
48273,2017,6,2
48273,2017,7,10
48273,2017,8,17
48273,2018,6,7
48273,2018,7,12
48273,2018,8,5
48273,2018,9,1
48273,2019,7,12
48273,2019,8,26
48273,2019,9,1
48273,2020,7,12
48273,2020,8,6
48273,2020,9,4
48273,2021,8,1
48273,2021,9,4
48273,2022,6,6
48273,2022,7,22
48273,2022,8,11
48273,2023,6,20
48273,2023,7,28
48273,2023,8,30
48273,2023,9,17
48273,2024,5,6
48273,2024,6,17
48273,2024,7,2
48273,2024,8,20
48273,2024,9,2
48273,2025,8,10
48273,2025,9,2
48275,2015,7,4
48275,2015,8,4
48275,2015,9,1
48275,2016,7,8
48275,2016,8,8
48275,2017,7,6
48275,2018,6,5
48275,2018,7,9
48275,2018,8,7
48275,2018,9,2
48275,2019,7,4
48275,2019,8,10
48275,2020,7,9
48275,2020,8,11
48275,2021,8,5
48275,2021,9,3
48275,2022,5,4
48275,2022,6,15
48275,2022,7,24
48275,2022,8,14
48275,2023,6,5
48275,2023,7,13
48275,2023,8,26
48275,2023,9,5
48275,2024,6,2
48275,2024,7,4
48275,2024,8,23
48275,2025,7,3
48275,2025,8,3
48277,2015,7,7
48277,2015,8,8
48277,2015,9,1
48277,2016,7,10
48277,2016,8,11
48277,2017,7,2
48277,2018,7,11
48277,2018,8,1
48277,2019,8,10
48277,2020,7,2
48277,2020,8,3
48277,2021,7,1
48277,2021,8,1
48277,2022,6,3
48277,2022,7,23
48277,2022,8,11
48277,2023,7,2
48277,2023,8,21
48277,2023,9,2
48277,2024,6,3
48277,2024,7,7
48277,2024,8,10
48277,2025,7,2
48277,2025,8,5
48279,2015,7,4
48279,2015,8,2
48279,2016,6,4
48279,2016,7,15
48279,2016,8,4
48279,2017,6,10
48279,2017,7,7
48279,2018,5,2
48279,2018,6,10
48279,2018,7,10
48279,2019,7,8
48279,2019,8,17
48279,2020,6,5
48279,2020,7,17
48279,2020,8,13
48279,2021,6,8
48279,2021,8,3
48279,2022,6,9
48279,2022,7,28
48279,2022,8,8
48279,2023,6,7
48279,2023,7,13
48279,2023,8,18
48279,2024,6,11
48279,2024,7,9
48279,2024,8,22
48279,2025,6,2
48279,2025,7,3
48279,2025,8,4
48281,2015,7,9
48281,2015,8,12
48281,2015,9,1
48281,2016,7,15
48281,2016,8,13
48281,2017,7,8
48281,2018,6,6
48281,2018,7,20
48281,2018,8,11
48281,2019,7,1
48281,2019,8,22
48281,2020,7,9
48281,2020,8,15
48281,2020,9,2
48281,2022,6,16
48281,2022,7,24
48281,2022,8,12
48281,2023,6,14
48281,2023,7,24
48281,2023,8,29
48281,2023,9,10
48281,2024,6,4
48281,2024,7,5
48281,2024,8,19
48281,2025,8,1
48283,2015,7,14
48283,2015,8,17
48283,2015,9,7
48283,2016,6,7
48283,2016,7,25
48283,2016,8,10
48283,2016,9,4
48283,2017,5,1
48283,2017,6,5
48283,2017,7,14
48283,2017,8,11
48283,2017,9,3
48283,2018,6,10
48283,2018,7,11
48283,2018,8,2
48283,2019,5,2
48283,2019,6,11
48283,2019,7,21
48283,2019,8,31
48283,2019,9,11
48283,2019,10,1
48283,2020,6,2
48283,2020,7,22
48283,2020,8,13
48283,2020,9,3
48283,2021,6,3
48283,2021,8,17
48283,2021,9,11
48283,2022,5,7
48283,2022,6,22
48283,2022,7,31
48283,2022,8,17
48283,2023,6,20
48283,2023,7,28
48283,2023,8,28
48283,2023,9,19
48283,2024,5,8
48283,2024,6,20
48283,2024,7,10
48283,2024,8,26
48283,2024,9,1
48283,2025,5,9
48283,2025,6,7
48283,2025,7,6
48283,2025,8,16
48285,2015,7,7
48285,2015,8,17
48285,2016,7,15
48285,2016,8,11
48285,2017,6,6
48285,2017,7,23
48285,2017,8,19
48285,2018,6,18
48285,2018,7,19
48285,2018,8,20
48285,2018,9,1
48285,2019,6,4
48285,2019,7,20
48285,2019,8,31
48285,2019,9,14
48285,2019,10,1
48285,2020,6,2
48285,2020,7,20
48285,2020,8,20
48285,2020,9,3
48285,2021,6,2
48285,2021,8,5
48285,2021,9,5
48285,2022,5,1
48285,2022,6,20
48285,2022,7,30
48285,2022,8,19
48285,2023,6,17
48285,2023,7,28
48285,2023,8,31
48285,2023,9,19
48285,2024,5,3
48285,2024,6,5
48285,2024,7,10
48285,2024,8,23
48285,2024,9,4
48285,2025,7,2
48285,2025,8,9
48285,2025,9,4
48287,2015,7,3
48287,2015,8,12
48287,2016,7,14
48287,2016,8,6
48287,2017,6,1
48287,2017,7,11
48287,2017,8,9
48287,2018,7,7
48287,2018,8,13
48287,2019,6,1
48287,2019,8,31
48287,2019,9,6
48287,2020,7,18
48287,2020,8,19
48287,2020,9,2
48287,2022,6,9
48287,2022,7,25
48287,2022,8,9
48287,2023,6,14
48287,2023,7,24
48287,2023,8,29
48287,2023,9,10
48287,2024,8,16
48287,2025,8,1
48289,2015,7,5
48289,2015,8,8
48289,2016,7,10
48289,2016,8,7
48289,2017,7,2
48289,2017,8,9
48289,2018,7,10
48289,2018,8,8
48289,2019,8,6
48289,2020,7,6
48289,2020,8,9
48289,2020,9,3
48289,2022,7,6
48289,2022,8,6
48289,2023,6,8
48289,2023,7,18
48289,2023,8,27
48289,2023,9,4
48289,2024,7,5
48289,2024,8,11
48289,2025,7,2
48289,2025,8,1
48291,2015,7,9
48291,2015,8,11
48291,2016,6,2
48291,2016,7,20
48291,2016,8,13
48291,2017,7,2
48291,2017,8,6
48291,2018,7,11
48291,2018,8,6
48291,2019,6,1
48291,2019,7,2
48291,2019,8,17
48291,2019,9,3
48291,2020,7,11
48291,2020,8,11
48291,2020,9,4
48291,2021,7,1
48291,2021,8,4
48291,2021,9,3
48291,2022,6,19
48291,2022,7,23
48291,2022,8,7
48291,2023,6,15
48291,2023,7,25
48291,2023,8,29
48291,2023,9,6
48291,2024,6,3
48291,2024,7,6
48291,2024,8,22
48291,2025,7,2
48291,2025,8,6
48293,2015,7,5
48293,2015,8,11
48293,2016,7,12
48293,2016,8,12
48293,2017,7,7
48293,2018,6,2
48293,2018,7,17
48293,2018,8,9
48293,2019,8,18
48293,2020,7,8
48293,2020,8,12
48293,2020,9,1
48293,2022,6,12
48293,2022,7,26
48293,2022,8,18
48293,2023,6,9
48293,2023,7,23
48293,2023,8,28
48293,2023,9,8
48293,2024,6,3
48293,2024,7,5
48293,2024,8,14
48295,2015,7,11
48295,2015,8,4
48295,2015,9,2
48295,2016,7,9
48295,2016,8,5
48295,2017,7,13
48295,2018,7,5
48295,2019,7,5
48295,2019,8,13
48295,2020,6,2
