county_fips,year,month,classified_dates
48045,2022,7,2
48045,2022,8,2
48045,2022,9,3
48045,2023,1,2
48045,2023,6,2
48045,2023,7,5
48045,2023,8,3
48045,2023,11,3
48045,2024,2,4
48045,2024,5,2
48045,2024,6,2
48045,2024,8,8
48045,2024,9,5
48045,2024,10,4
48045,2025,2,5
48045,2025,7,2
48045,2025,8,2
48045,2025,11,3
48045,2025,12,8
48047,2016,2,2
48047,2016,3,2
48047,2017,2,3
48047,2017,3,1
48047,2017,4,2
48047,2019,12,2
48047,2022,7,2
48047,2023,9,6
48049,2015,1,2
48049,2015,2,2
48049,2015,3,4
48049,2015,12,3
48049,2016,2,2
48049,2016,10,2
48049,2016,11,3
48049,2017,1,2
48049,2017,2,6
48049,2017,3,3
48049,2017,10,2
48049,2017,11,2
48049,2018,2,2
48049,2018,3,2
48049,2019,2,4
48049,2019,7,2
48049,2019,10,2
48049,2020,10,2
48049,2021,4,2
48049,2021,10,2
48049,2021,12,12
48049,2022,3,2
48049,2022,5,2
48049,2022,7,2
48049,2023,1,4
48049,2023,2,2
48049,2023,5,2
48049,2023,10,2
48049,2023,11,2
48049,2024,2,2
48049,2024,3,2
48049,2024,8,2
48049,2024,12,2
48049,2025,2,5
48049,2025,11,7
48049,2025,12,6
48051,2015,1,2
48051,2015,2,2
48051,2015,10,2
48051,2015,12,5
48051,2016,1,1
48051,2016,2,2
48051,2016,3,3
48051,2016,9,4
48051,2016,10,11
48051,2016,11,3
48051,2016,12,5
48051,2017,1,4
48051,2017,2,7
48051,2017,3,2
48051,2017,4,2
48051,2017,11,3
48051,2017,12,2
48051,2018,11,2
48051,2019,3,2
48051,2019,4,2
48051,2019,8,4
48051,2019,9,7
48051,2019,10,12
48051,2019,11,2
48051,2020,4,2
48051,2021,4,2
48051,2021,12,10
48051,2022,1,1
48051,2022,8,2
48051,2023,1,2
48051,2023,2,3
48051,2023,3,6
48051,2024,2,3
48051,2024,12,2
48051,2025,2,7
48051,2025,5,2
48051,2025,10,2
48051,2025,12,7
48053,2015,2,2
48053,2015,12,2
48053,2016,1,2
48053,2016,3,2
48053,2016,12,2
48053,2017,1,2
48053,2017,2,4
48053,2019,4,2
48053,2019,10,2
48053,2020,3,3
48053,2020,4,2
48053,2020,6,2
48053,2021,6,2
48053,2021,12,8
48053,2022,1,1
48053,2022,5,2
48053,2022,7,2
48053,2022,12,3
48053,2023,1,4
48053,2023,2,3
48053,2023,3,2
48053,2023,6,2
48053,2023,7,4
48053,2023,9,2
48053,2024,2,3
48053,2024,8,2
48053,2024,9,2
48053,2024,10,4
48053,2024,12,6
48053,2025,2,5
48053,2025,3,4
48053,2025,11,7
48053,2025,12,6
48055,2015,1,2
48055,2015,2,2
48055,2015,10,2
48055,2015,12,4
48055,2016,1,1
48055,2016,2,1
48055,2016,3,3
48055,2016,11,2
48055,2016,12,4
48055,2017,1,4
48055,2017,2,8
48055,2017,3,2
48055,2019,3,2
48055,2019,4,2
48055,2019,9,2
48055,2019,10,2
48055,2020,1,4
48055,2020,3,3
48055,2020,4,2
48055,2020,5,2
48055,2020,6,2
48055,2021,5,2
48055,2021,9,2
48055,2021,12,9
48055,2022,1,1
48055,2022,2,2
48055,2023,1,4
48055,2023,2,3
48055,2023,3,1
48055,2024,3,2
48055,2024,5,2
48055,2024,10,3
48055,2024,11,2
48055,2024,12,6
48055,2025,2,7
48055,2025,3,5
48055,2025,5,3
48055,2025,10,4
48055,2025,11,2
48055,2025,12,6
48057,2015,1,3
48057,2015,7,1
48057,2015,8,2
48057,2015,10,2
48057,2015,12,4
48057,2016,9,2
48057,2016,10,2
48057,2016,12,2
48057,2017,1,6
48057,2017,2,9
48057,2017,4,2
48057,2017,6,2
48057,2018,5,4
48057,2019,6,3
48057,2019,7,2
48057,2020,4,3
48057,2020,6,5
48057,2020,8,4
48057,2020,10,2
48057,2021,1,2
48057,2021,12,15
48057,2022,1,1
48057,2022,5,4
48057,2023,1,7
48057,2023,2,6
48057,2023,3,10
48057,2023,6,3
48057,2023,7,5
48057,2023,8,12
48057,2023,9,10
48057,2023,10,2
48057,2024,3,2
48057,2024,5,4
48057,2024,6,3
48057,2024,7,3
48057,2024,8,6
48057,2024,9,2
48057,2024,10,2
48057,2024,11,5
48057,2024,12,7
48057,2025,2,6
48057,2025,3,3
48057,2025,4,3
48057,2025,10,5
48057,2025,11,2
48057,2025,12,8
48059,2015,1,2
48059,2015,2,2
48059,2015,3,2
48059,2015,8,2
48059,2015,12,2
48059,2016,2,2
48059,2016,7,2
48059,2016,10,2
48059,2016,12,2
48059,2017,1,2
48059,2017,3,3
48059,2020,1,2
48059,2020,5,6
48059,2021,10,3
48059,2021,12,14
48059,2022,7,2
48059,2023,1,4
48059,2023,9,4
48059,2023,11,3
48059,2024,2,3
48059,2024,8,2
48059,2024,10,2
48059,2025,2,5
48059,2025,9,2
48059,2025,11,7
48059,2025,12,7
48061,2015,10,3
48061,2015,12,3
48061,2016,1,1
48061,2016,2,1
48061,2016,3,2
48061,2016,9,7
48061,2016,10,6
48061,2017,2,8
48061,2017,3,1
48061,2017,4,4
48061,2017,6,9
48061,2017,8,2
48061,2017,11,4
48061,2017,12,2
48061,2018,2,2
48061,2018,3,2
48061,2018,5,9
48061,2018,6,5
48061,2018,7,9
48061,2018,8,2
48061,2018,9,2
48061,2018,11,3
48061,2019,7,5
48061,2019,8,10
48061,2019,9,2
48061,2019,10,2
48061,2019,12,2
48061,2020,3,3
48061,2020,4,2
48061,2020,7,2
48061,2020,8,3
48061,2020,9,3
48061,2021,1,2
48061,2021,5,2
48061,2021,9,2
48061,2021,12,2
48061,2022,4,2
48061,2022,5,5
48061,2022,7,9
48061,2023,1,2
48061,2023,2,5
48061,2023,3,2
48061,2023,6,13
48061,2023,7,16
