stratum,stratum_label,construct_id,counties,median_annual_classified_days,p25_annual_classified_days,p75_annual_classified_days,median_annual_event_count,median_cumulative_classified_days,classified_days_per_1000_valid,warm_season_rate_per_1000,shoulder_rate_per_1000,cool_season_rate_per_1000,pct_days_june_september,long_events_per_100_county_years,pct_classified_days_imputed
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D5_A80_W15,232,15.0,6.0,31.0,2.0,225.5,61.226,110.145,89.917,18.489,60.09,16.928,8.02
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P85_D5_A90_W15,232,11.0,0.0,24.0,2.0,171.0,46.572,109.939,55.794,0.77,78.85,16.027,8.03
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D2_A80_W15,232,25.0,16.0,42.0,8.0,328.0,87.06,120.433,118.68,53.784,46.2,8.19,7.2
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D2_A90_W15,232,15.0,6.0,30.0,4.0,222.0,57.357,120.333,84.165,5.804,70.07,7.915,7.19
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D3_A80_W15,232,18.0,9.0,32.0,4.0,237.5,65.263,101.277,92.363,31.757,51.83,8.19,7.37
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D3_A90_W15,232,11.0,3.0,24.0,2.0,168.0,45.746,101.184,63.701,2.294,73.88,7.915,7.35
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D5_A80_W15,232,8.0,0.0,18.0,1.0,133.0,37.823,67.97,53.968,12.012,60.02,8.19,7.23
not_fully_imputed,Counties that are not fully imputed,HYB_TX_P90_D5_A90_W15,232,5.0,0.0,15.0,1.0,105.0,29.318,67.947,37.472,0.532,77.41,7.915,7.23
not_fully_imputed,Counties that are not fully imputed,REL_TX_P80_D2_W15,232,71.0,54.0,95.0,19.0,814.5,209.393,229.303,225.674,190.425,36.58,26.332,8.92
not_fully_imputed,Counties that are not fully imputed,REL_TX_P80_D3_W15,232,54.0,40.0,79.0,11.0,648.5,168.162,203.322,188.17,137.657,40.38,26.332,9.13
not_fully_imputed,Counties that are not fully imputed,REL_TX_P80_D5_W15,232,31.0,20.0,51.0,4.0,390.0,104.392,153.534,128.299,63.142,49.12,26.332,8.89
not_fully_imputed,Counties that are not fully imputed,REL_TX_P85_D2_W15,232,52.0,38.0,73.0,15.0,617.0,158.305,175.944,173.153,141.355,37.12,16.967,8.36
not_fully_imputed,Counties that are not fully imputed,REL_TX_P85_D3_W15,232,38.0,27.0,57.0,8.0,469.0,122.273,151.97,140.434,96.075,41.51,16.967,8.53
not_fully_imputed,Counties that are not fully imputed,REL_TX_P85_D5_W15,232,20.0,12.0,35.0,3.0,272.5,72.733,110.145,90.005,41.646,50.58,16.967,8.47
not_fully_imputed,Counties that are not fully imputed,REL_TX_P90_D2_W15,232,33.0,24.0,49.0,10.0,403.0,106.711,120.433,118.718,93.368,37.69,8.19,7.68
not_fully_imputed,Counties that are not fully imputed,REL_TX_P90_D3_W15,232,23.0,15.0,36.0,5.0,297.0,79.231,101.277,92.413,59.884,42.69,8.19,7.81
not_fully_imputed,Counties that are not fully imputed,REL_TX_P90_D5_W15,232,11.0,5.0,21.0,2.0,162.0,44.158,67.97,54.037,24.753,51.41,8.19,7.86
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A80_D2,176,184.0,167.0,207.0,13.0,2037.0,517.713,966.891,693.998,155.113,62.38,200.671,0.58
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A80_D3,176,177.0,159.0,199.0,10.0,1938.5,497.412,964.508,668.297,124.601,64.76,200.671,0.59
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A80_D5,176,164.0,148.0,186.0,6.0,1808.0,463.242,959.414,603.664,81.281,69.17,200.671,0.59
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A90_D2,176,99.0,83.0,116.0,10.0,1084.5,274.233,714.525,179.835,10.195,87.02,170.971,0.57
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A90_D3,176,94.0,78.0,111.0,8.0,1042.5,260.836,695.629,152.126,5.394,89.07,170.971,0.58
anchor_stations,Anchor-station subset (stable reporting counties),ABS_TX_A90_D5,176,87.0,68.0,105.0,5.0,960.5,238.956,653.286,114.728,2.593,91.31,170.971,0.58
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D2_A80_W15,176,53.0,36.0,79.0,14.0,610.0,163.087,236.177,230.897,90.704,48.37,28.564,0.41
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D2_A90_W15,176,34.0,17.0,55.0,8.0,418.5,105.316,234.779,133.314,8.608,74.46,26.033,0.38
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D3_A80_W15,176,42.0,25.0,65.0,8.0,499.0,132.645,209.639,193.632,59.967,52.79,28.564,0.41
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D3_A90_W15,176,27.0,12.0,47.0,5.0,352.5,89.778,208.356,107.446,3.929,77.51,26.033,0.39
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D5_A80_W15,176,26.0,13.0,45.0,3.0,336.0,89.144,159.857,133.148,26.503,59.89,28.564,0.38
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P80_D5_A90_W15,176,18.0,5.0,35.0,2.0,249.5,66.126,158.879,73.039,1.336,80.25,26.033,0.35
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D2_A80_W15,176,40.0,26.0,63.0,11.0,485.5,128.551,182.58,179.161,74.878,47.44,18.905,0.39
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D2_A90_W15,176,25.0,12.0,44.0,6.0,327.5,84.08,182.127,114.286,7.762,72.35,17.82,0.36
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D3_A80_W15,176,30.0,17.0,50.0,6.0,378.5,101.013,158.316,145.719,47.156,52.35,18.905,0.41
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D3_A90_W15,176,19.0,8.0,37.0,4.0,266.0,69.702,157.939,89.951,3.391,75.68,17.82,0.37
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D5_A80_W15,176,16.0,7.0,32.0,2.0,238.0,64.265,115.618,93.7,19.636,60.09,18.905,0.38
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P85_D5_A90_W15,176,11.0,0.0,25.0,2.0,186.0,48.915,115.381,58.218,1.0,78.78,17.82,0.38
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D2_A80_W15,176,27.0,17.0,44.0,8.0,339.5,90.918,126.016,124.075,55.955,46.29,9.143,0.37
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D2_A90_W15,176,15.0,7.0,31.0,5.0,237.0,60.123,125.885,87.685,6.437,69.93,8.781,0.31
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D3_A80_W15,176,19.0,10.0,34.0,4.0,251.5,68.431,106.219,96.624,33.356,51.84,9.143,0.36
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D3_A90_W15,176,11.0,3.75,25.0,3.0,179.0,47.984,106.096,66.032,2.701,73.85,8.781,0.3
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D5_A80_W15,176,9.0,5.0,19.0,1.0,145.0,40.237,72.386,57.035,12.854,60.09,9.143,0.33
anchor_stations,Anchor-station subset (stable reporting counties),HYB_TX_P90_D5_A90_W15,176,5.0,0.0,15.0,1.0,115.5,31.133,72.356,38.99,0.701,77.63,8.781,0.28
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P80_D2_W15,176,73.0,56.0,97.0,20.0,828.5,215.157,236.177,231.472,195.43,36.66,28.926,0.44
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P80_D3_W15,176,57.0,41.0,81.0,12.0,668.0,173.385,209.639,194.24,141.852,40.38,28.926,0.44
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P80_D5_W15,176,32.5,21.0,52.0,5.0,411.0,108.953,159.857,133.623,66.256,49.0,28.926,0.44
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P85_D2_W15,176,54.0,40.0,75.0,16.0,639.0,163.732,182.58,179.344,145.707,37.24,18.957,0.41
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P85_D3_W15,176,39.0,28.0,59.0,9.0,486.0,127.093,158.316,145.969,99.623,41.61,18.957,0.41
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P85_D5_W15,176,21.0,12.0,36.0,3.0,283.0,76.22,115.618,93.808,43.688,50.66,18.957,0.43
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P90_D2_W15,176,35.0,25.0,50.0,11.0,427.0,111.258,126.016,124.117,96.927,37.83,9.143,0.37
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P90_D3_W15,176,24.0,16.0,38.0,6.0,310.5,82.948,106.219,96.683,62.588,42.77,9.143,0.38
anchor_stations,Anchor-station subset (stable reporting counties),REL_TX_P90_D5_W15,176,12.0,5.0,22.0,2.0,169.5,46.806,72.386,57.126,26.061,51.65,9.143,0.4
