county_fips,relative_construct,hybrid_construct,label,percentile,duration_days,absolute_gate_f,cumulative_classified_days_no_gate,cumulative_classified_days_with_gate,cumulative_events_no_gate,classified_days_lost,pct_retained,county_name,pct_analysis_days_imputed,fully_imputed_county,analysis_days,native_analysis_days
48259,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,718,439,151,279,61.14,Kendall,0.8,False,4018,3984
48261,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,731,441,188,290,60.33,Kenedy,33.0,False,4018,2693
48263,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,513,340,167,173,66.28,Kent,0.0,False,4018,4018
48265,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,448,241,112,207,53.79,Kerr,0.0,False,4018,4018
48267,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,518,306,125,212,59.07,Kimble,0.0,False,4018,4018
48269,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,335,211,119,124,62.99,King,0.0,False,4018,4018
48271,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,260,162,69,98,62.31,Kinney,43.5,False,4018,2271
48273,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,567,381,150,186,67.2,Kleberg,0.0,False,4018,4018
48275,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,379,236,122,143,62.27,Knox,11.2,False,4018,3566
48277,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,293,115,93,178,39.25,Lamar,0.1,False,4018,4015
48279,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,397,202,139,195,50.88,Lamb,0.0,False,4018,4018
48281,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,417,231,104,186,55.4,Lampasas,80.3,False,4018,790
48283,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,708,544,190,164,76.84,La Salle,0.7,False,4018,3991
48285,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,697,436,165,261,62.55,Lavaca,0.8,False,4018,3986
48287,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,456,263,123,193,57.68,Lee,2.2,False,4018,3928
48289,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,348,125,99,223,35.92,Leon,1.8,False,4018,3945
48291,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,565,263,128,302,46.55,Liberty,0.0,False,4018,4016
48293,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,309,146,84,163,47.25,Limestone,69.3,False,4018,1235
48295,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,336,152,115,184,45.24,Lipscomb,0.4,False,4018,4002
48297,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,431,273,113,158,63.34,Live Oak,0.0,False,4018,4018
48299,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,449,257,116,192,57.24,Llano,0.0,False,4018,4018
48301,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,473,273,130,200,57.72,Loving,100.0,True,4018,0
48303,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,401,225,137,176,56.11,Lubbock,0.0,False,4018,4018
48305,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,357,193,123,164,54.06,Lynn,0.0,False,4018,4018
48307,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,301,155,99,146,51.5,McCulloch,3.4,False,4018,3883
48309,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,603,327,150,276,54.23,McLennan,0.0,False,4018,4018
48311,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,393,255,126,138,64.89,McMullen,0.1,False,4018,4012
48313,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,217,91,67,126,41.94,Madison,7.1,False,4018,3732
48315,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,335,137,99,198,40.9,Marion,7.3,False,4018,3724
48317,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,500,273,139,227,54.6,Martin,100.0,True,4018,0
48319,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,586,374,148,212,63.82,Mason,0.0,False,4018,4017
48321,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,694,284,159,410,40.92,Matagorda,0.0,False,4018,4018
48323,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,172,78,55,94,45.35,Maverick,72.4,False,4018,1108
48325,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,664,404,171,260,60.84,Medina,0.5,False,4018,3997
48327,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,393,234,120,159,59.54,Menard,1.2,False,4018,3969
48329,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,433,291,118,142,67.21,Midland,0.0,False,4018,4018
48331,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,505,295,123,210,58.42,Milam,26.7,False,4018,2947
48333,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,388,204,113,184,52.58,Mills,4.0,False,4018,3856
48335,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,303,173,88,130,57.1,Mitchell,100.0,True,4018,0
48337,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,385,170,115,215,44.16,Montague,0.0,False,4018,4017
48339,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,556,291,139,265,52.34,Montgomery,0.0,False,4018,4018
48341,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,442,203,153,239,45.93,Moore,39.0,False,4018,2449
48343,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,261,86,81,175,32.95,Morris,0.4,False,4018,4003
48345,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,346,212,119,134,61.27,Motley,0.0,False,4018,4018
48347,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,250,123,63,127,49.2,Nacogdoches,1.1,False,4018,3973
48349,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,390,182,94,208,46.67,Navarro,0.0,False,4018,4018
48351,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,507,220,137,287,43.39,Newton,0.9,False,4018,3980
48353,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,389,251,122,138,64.52,Nolan,4.5,False,4018,3838
48355,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,415,157,118,258,37.83,Nueces,0.0,False,4018,4018
48357,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,402,179,141,223,44.53,Ochiltree,35.8,False,4018,2578
48359,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,378,184,125,194,48.68,Oldham,0.0,False,4018,4018
48361,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,332,135,94,197,40.66,Orange,2.5,False,4018,3916
48363,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,471,265,148,206,56.26,Palo Pinto,1.6,False,4018,3953
48365,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,280,100,90,180,35.71,Panola,1.8,False,4018,3946
48367,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,439,229,116,210,52.16,Parker,0.2,False,4018,4009
48369,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,450,260,140,190,57.78,Parmer,0.0,False,4018,4018
48371,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,526,331,156,195,62.93,Pecos,0.0,False,4018,4018
48373,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,335,148,83,187,44.18,Polk,86.0,False,4018,564
48375,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,380,201,121,179,52.89,Potter,0.0,False,4018,4018
48377,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,399,256,102,143,64.16,Presidio,2.2,False,4018,3930
48379,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,286,110,89,176,38.46,Rains,0.5,False,4018,3996
48381,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,342,175,118,167,51.17,Randall,8.1,False,4018,3693
48383,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,620,368,175,252,59.35,Reagan,2.3,False,4018,3927
48385,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,395,206,125,189,52.15,Real,2.5,False,4018,3917
48387,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,372,133,112,239,35.75,Red River,0.6,False,4018,3992
48389,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,432,293,123,139,67.82,Reeves,4.4,False,4018,3843
48391,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,117,27,46,90,23.08,Refugio,3.6,False,4018,3872
48393,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,439,212,140,227,48.29,Roberts,100.0,True,4018,0
48395,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,554,277,144,277,50.0,Robertson,5.3,False,4018,3806
48397,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,403,149,119,254,36.97,Rockwall,25.0,False,4018,3012
48399,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,411,239,124,172,58.15,Runnels,0.1,False,4018,4013
48401,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,390,153,101,237,39.23,Rusk,0.0,False,4018,4018
48403,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,522,204,141,318,39.08,Sabine,1.2,False,4018,3971
48405,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,514,203,137,311,39.49,San Augustine,9.2,False,4018,3647
48407,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,419,208,95,211,49.64,San Jacinto,100.0,True,4018,0
48409,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,449,252,132,197,56.12,San Patricio,6.4,False,4018,3761
48411,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,403,227,107,176,56.33,San Saba,0.1,False,4018,4015
48413,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,371,186,117,185,50.13,Schleicher,1.1,False,4018,3975
48415,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,403,274,118,129,67.99,Scurry,0.3,False,4018,4007
48417,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,426,271,127,155,63.62,Shackelford,0.1,False,4018,4014
48419,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,313,131,85,182,41.85,Shelby,54.8,False,4018,1818
48421,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,504,256,157,248,50.79,Sherman,58.9,False,4018,1650
48423,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,400,191,110,209,47.75,Smith,0.0,False,4018,4018
48425,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,233,109,73,124,46.78,Somervell,18.3,False,4018,3284
48427,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,663,531,169,132,80.09,Starr,2.1,False,4018,3935
48429,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,399,241,119,158,60.4,Stephens,1.7,False,4018,3948
48431,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,332,197,90,135,59.34,Sterling,72.4,False,4018,1108
48433,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,384,232,133,152,60.42,Stonewall,0.0,False,4018,4018
48435,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,369,198,103,171,53.66,Sutton,67.7,False,4018,1299
48437,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,396,217,135,179,54.8,Swisher,0.0,False,4018,4018
48439,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,474,216,128,258,45.57,Tarrant,0.0,False,4018,4018
48441,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,438,268,107,170,61.19,Taylor,0.0,False,4018,4018
48443,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,609,412,176,197,67.65,Terrell,2.6,False,4018,3912
48445,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,384,256,128,128,66.67,Terry,0.0,False,4018,4018
48447,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,302,150,94,152,49.67,Throckmorton,41.0,False,4018,2370
48449,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,480,263,132,217,54.79,Titus,2.4,False,4018,3920
48451,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,637,401,172,236,62.95,Tom Green,0.0,False,4018,4018
48453,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,474,298,117,176,62.87,Travis,0.0,False,4018,4018
48455,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,280,119,73,161,42.5,Trinity,100.0,True,4018,0
48457,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,532,248,120,284,46.62,Tyler,0.0,False,4018,4018
48459,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,333,113,92,220,33.93,Upshur,0.0,False,4018,4018
48461,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,434,280,129,154,64.52,Upton,13.9,False,4018,3458
48463,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,359,196,112,163,54.6,Uvalde,2.8,False,4018,3907
48465,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,722,453,180,269,62.74,Val Verde,0.0,False,4018,4018
48467,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,359,158,105,201,44.01,Van Zandt,1.7,False,4018,3948
48469,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,593,320,138,273,53.96,Victoria,0.0,False,4018,4018
48471,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,396,197,98,199,49.75,Walker,0.0,False,4018,4018
48473,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,582,290,133,292,49.83,Waller,100.0,True,4018,0
48475,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,314,205,109,109,65.29,Ward,0.4,False,4018,4003
48477,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,348,135,94,213,38.79,Washington,0.3,False,4018,4004
48479,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,520,358,141,162,68.85,Webb,0.0,False,4018,4017
48481,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,468,258,114,210,55.13,Wharton,0.0,False,4018,4017
48483,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,360,154,121,206,42.78,Wheeler,67.4,False,4018,1311
48485,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,313,157,107,156,50.16,Wichita,0.0,False,4018,4018
48487,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,307,129,95,178,42.02,Wilbarger,100.0,True,4018,0
48489,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,557,379,133,178,68.04,Willacy,30.0,False,4018,2812
48491,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,458,273,110,185,59.61,Williamson,0.0,False,4018,4018
48493,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,224,131,61,93,58.48,Wilson,61.7,False,4018,1537
48495,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,305,194,95,111,63.61,Winkler,6.7,False,4018,3750
48497,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,307,150,99,157,48.86,Wise,0.1,False,4018,4015
48499,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,233,72,69,161,30.9,Wood,0.0,False,4018,4016
48501,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,467,271,151,196,58.03,Yoakum,0.0,False,4018,4018
48503,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,332,174,108,158,52.41,Young,7.3,False,4018,3724
48505,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,137,81,44,56,59.12,Zapata,78.0,False,4018,885
48507,REL_TX_P90_D2_W15,HYB_TX_P90_D2_A90_W15,TX-P90-D2,90,2,90.0,211,123,57,88,58.29,Zavala,100.0,True,4018,0
48001,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,357,278,68,79,77.87,Anderson,0.0,False,4018,4018
48003,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,243,205,57,38,84.36,Andrews,3.2,False,4018,3889
48005,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,338,271,68,67,80.18,Angelina,0.0,False,4018,4018
48007,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,747,630,124,117,84.34,Aransas,0.2,False,4018,4010
48009,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,206,175,46,31,84.95,Archer,89.4,False,4018,426
48011,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,363,270,83,93,74.38,Armstrong,100.0,True,4018,0
48013,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,371,360,75,11,97.04,Atascosa,0.0,False,4018,4016
48015,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,249,215,47,34,86.35,Austin,23.9,False,4018,3058
48017,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,237,183,57,54,77.22,Bailey,0.0,False,4018,4018
48019,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,361,326,74,35,90.3,Bandera,16.4,False,4018,3358
48021,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,370,306,75,64,82.7,Bastrop,0.3,False,4018,4006
48023,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,273,216,66,57,79.12,Baylor,0.0,False,4018,4018
48025,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,337,334,73,3,99.11,Bee,4.0,False,4018,3859
48027,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,381,324,70,57,85.04,Bell,0.1,False,4018,4012
48029,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,420,366,84,54,87.14,Bexar,0.0,False,4018,4018
48031,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,415,371,72,44,89.4,Blanco,19.2,False,4018,3245
48033,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,199,169,46,30,84.92,Borden,23.2,False,4018,3084
48035,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,227,178,47,49,78.41,Bosque,60.6,False,4018,1582
48037,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,294,195,62,99,66.33,Bowie,0.0,False,4018,4017
48039,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,461,351,91,110,76.14,Brazoria,0.0,False,4018,4018
48041,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,331,302,54,29,91.24,Brazos,0.1,False,4018,4015
48043,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,323,281,65,42,87.0,Brewster,0.0,False,4018,4018
48045,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,256,213,59,43,83.2,Briscoe,0.0,False,4018,4016
48047,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,88,88,23,0,100.0,Brooks,70.2,False,4018,1199
48049,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,265,224,53,41,84.53,Brown,9.7,False,4018,3629
48051,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,290,236,63,54,81.38,Burleson,18.9,False,4018,3258
48053,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,428,351,78,77,82.01,Burnet,0.0,False,4018,4018
48055,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,552,505,102,47,91.49,Caldwell,0.1,False,4018,4012
48057,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,401,293,73,108,73.07,Calhoun,0.1,False,4018,4014
48059,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,260,219,53,41,84.23,Callahan,0.0,False,4018,4018
48061,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,599,594,106,5,99.17,Cameron,0.0,False,4018,4018
48063,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,305,206,67,99,67.54,Camp,82.5,False,4018,704
48065,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,248,180,58,68,72.58,Carson,77.3,False,4018,911
48067,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,218,142,52,76,65.14,Cass,0.6,False,4018,3995
48069,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,193,140,48,53,72.54,Castro,0.0,False,4018,4018
48071,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,184,89,45,95,48.37,Chambers,0.3,False,4018,4004
48073,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,184,108,40,76,58.7,Cherokee,0.2,False,4018,4011
48075,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,282,228,66,54,80.85,Childress,0.0,False,4018,4018
48077,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,267,188,60,79,70.41,Clay,100.0,True,4018,0
48079,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,219,180,54,39,82.19,Cochran,0.0,False,4018,4018
48081,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,220,173,48,47,78.64,Coke,0.3,False,4018,4006
48083,REL_TX_P90_D3_W15,HYB_TX_P90_D3_A80_W15,TX-P90-D3,90,3,80.0,394,315,82,79,79.95,Coleman,0.0,False,4018,4018
