county_fips,county_name,climate_division,year,valid_days_full_year,valid_days_in_junsep,candidate_exceedance_days,heatwave_days_full_year,heatwave_days_in_junsep,heatwave_days_flagged_suspicious,number_of_events,pct_full_year_days_classified,pct_junsep_days_classified,pct_valid_days_heatwave_PRIMARY,primary_denominator_basis,pct_candidate_removed_by_persistence,mean_event_duration,max_event_duration,mean_event_peak_hi_proxy,annual_peak_hi_proxy,annual_cumulative_exceedance,first_event_start,last_event_end,first_to_last_event_span_days,n_events_reaching_hi100,n_events_reaching_hi103,definition_id,construct_label,metric,reference_method,season,floor_variable,floor_value,minimum_duration,comparison_operator
48201,Harris (Houston),Upper Coast (4108),2019,365,122,56,38,24,0,9,10.41,19.67,10.41,full_year,32.14,4.22,10,100.49,111.24,95.95,2019-03-08,2019-10-20,227,6,5,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48201,Harris (Houston),Upper Coast (4108),2020,366,122,73,55,21,0,15,15.03,17.21,15.03,full_year,24.66,3.67,7,95.66,112.78,182.42,2020-03-02,2020-11-22,266,5,4,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48201,Harris (Houston),Upper Coast (4108),2021,365,122,98,85,44,0,24,23.29,36.07,23.29,full_year,13.27,3.58,11,98.23,112.08,343.62,2021-03-11,2021-12-31,296,12,11,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48201,Harris (Houston),Upper Coast (4108),2022,365,122,92,75,42,0,21,20.55,34.43,20.55,full_year,18.48,3.52,13,99.96,112.79,233.16,2022-01-01,2022-12-10,344,12,8,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48201,Harris (Houston),Upper Coast (4108),2023,365,122,130,119,75,1,18,32.6,61.48,32.6,full_year,8.46,6.61,17,101.65,116.43,524.18,2023-01-17,2023-11-09,297,10,10,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48201,Harris (Houston),Upper Coast (4108),2024,366,122,122,104,51,0,21,28.42,41.8,28.42,full_year,14.75,4.95,10,99.29,115.58,352.19,2024-02-25,2024-12-17,297,10,9,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48201,Harris (Houston),Upper Coast (4108),2025,365,122,66,55,0,0,15,15.07,0.0,15.07,full_year,16.67,3.67,9,89.76,99.2,219.89,2025-02-03,2025-12-28,329,0,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2015,365,122,21,13,5,0,5,3.56,4.1,3.56,full_year,38.1,2.6,3,89.66,98.16,29.35,2015-03-31,2015-10-15,199,0,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2016,366,122,30,20,8,0,8,5.46,6.56,5.46,full_year,33.33,2.5,4,90.38,104.03,94.83,2016-02-18,2016-11-01,258,2,2,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2017,365,122,38,24,10,0,9,6.58,8.2,6.58,full_year,36.84,2.67,6,90.47,100.32,92.48,2017-02-10,2017-11-05,269,1,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2018,365,122,40,32,10,0,10,8.77,8.2,8.77,full_year,20.0,3.2,8,92.95,98.81,64.98,2018-03-22,2018-08-28,160,0,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2019,365,122,30,25,19,0,9,6.85,15.57,6.85,full_year,16.67,2.78,6,93.18,102.56,60.68,2019-03-28,2019-09-27,184,2,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2020,366,122,46,36,14,0,12,9.84,11.48,9.84,full_year,21.74,3.0,7,90.74,101.73,112.7,2020-03-25,2020-11-05,226,2,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2021,365,122,29,18,11,0,5,4.93,9.02,4.93,full_year,37.93,3.6,7,94.0,102.55,47.97,2021-06-07,2021-10-26,142,1,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2022,365,122,39,28,11,0,9,7.67,9.02,7.67,full_year,28.21,3.11,7,93.09,99.09,64.03,2022-03-27,2022-09-18,176,0,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2023,365,122,56,48,39,0,16,13.15,31.97,13.15,full_year,14.29,3.0,6,94.71,105.37,126.88,2023-04-18,2023-11-08,205,3,1,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2024,366,122,58,49,24,0,15,13.39,19.67,13.39,full_year,15.52,3.27,6,93.81,100.7,127.1,2024-04-13,2024-10-30,201,3,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48303,Lubbock,High Plains (4101),2025,365,122,48,31,11,0,13,8.49,9.02,8.49,full_year,35.42,2.38,4,90.97,100.28,122.31,2025-02-05,2025-11-15,284,1,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2015,365,122,21,6,2,0,3,1.64,1.64,1.64,full_year,71.43,2.0,2,89.92,101.36,6.56,2015-03-24,2015-06-13,82,1,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2016,366,122,45,37,20,0,9,10.11,16.39,10.11,full_year,17.78,4.11,7,95.72,104.82,89.11,2016-03-14,2016-11-17,249,4,2,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2017,365,122,49,39,11,0,14,10.68,9.02,10.68,full_year,20.41,2.79,8,91.64,106.53,97.0,2017-02-07,2017-11-18,285,4,4,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2018,365,122,29,16,10,0,6,4.38,8.2,4.38,full_year,44.83,2.67,5,98.3,105.56,20.55,2018-03-17,2018-10-14,212,3,2,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2019,365,122,45,33,19,0,8,9.04,15.57,9.04,full_year,26.67,4.12,18,95.54,106.75,80.05,2019-03-08,2019-10-20,227,4,2,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2020,366,122,46,36,7,0,11,9.84,5.74,9.84,full_year,21.74,3.27,6,91.47,108.22,96.65,2020-03-11,2020-11-21,256,2,2,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2021,365,122,45,29,15,0,10,7.95,12.3,7.95,full_year,35.56,2.9,5,94.17,105.38,56.13,2021-03-10,2021-11-17,253,5,3,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2022,365,122,83,71,42,0,19,19.45,34.43,19.45,full_year,14.46,3.74,11,98.33,108.36,136.33,2022-02-21,2022-09-20,212,10,7,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2023,365,122,74,62,41,3,17,16.99,33.61,16.99,full_year,16.22,3.65,12,97.46,109.13,196.76,2023-02-20,2023-11-08,262,9,7,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2024,366,122,58,43,14,0,11,11.75,11.48,11.75,full_year,25.86,3.91,9,94.4,109.03,114.54,2024-02-25,2024-11-04,254,3,2,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
48453,Travis (Austin),South Central (4107),2025,365,122,61,52,2,0,15,14.25,1.64,14.25,full_year,14.75,3.47,8,89.19,101.13,156.8,2025-02-03,2025-12-27,328,2,0,HI85_2D_RETAINALL,persistent_apparent_heat_anomaly,derived_tmax_rhmin_hi_proxy_f,walk_forward_1979_to_Yminus1,year_round,floor_hi_ge_80,80,2,>
