run_a,run_b,jaccard,n_axes_differing,axes_differing,single_axis,metric_a,metric_b,percentile_a,percentile_b,duration_a,duration_b,window_a,window_b
TMAX_P95_2D__month_pm7,MHI_P90_3D__month_pm7,0.2756,3,metric+percentile+duration,,TMAX,MHI,95,90,2,3,month_pm7,month_pm7
TMIN_P85_2D__w15,TMAX_P85_3D__w05,0.2765,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,w15,w05
TMIN_P85_2D__month,TMAX_P85_3D__month_pm7,0.2765,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,month,month_pm7
TMIN_P90_2D__month_pm7,TMAX_P85_2D__month,0.2767,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,month_pm7,month
TMIN_P90_2D__month,TMAX_P85_3D__month,0.2773,3,metric+percentile+duration,,TMIN,TMAX,90,85,2,3,month,month
TMAX_P95_2D__w05,MHI_P90_2D__month,0.2799,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,w05,month
MHI_P90_2D__w05,TMAX_P90_3D__month_pm7,0.281,3,metric+duration+window,,MHI,TMAX,90,90,2,3,w05,month_pm7
TMIN_P90_2D__month,TMAX_P85_2D__month_pm7,0.2822,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,month,month_pm7
TMAX_P95_2D__w15,MHI_P90_2D__w05,0.2823,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,w15,w05
TMAX_P85_2D__month_pm7,TMAX_P95_3D__w05,0.2824,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,month_pm7,w05
TMAX_P90_2D__w05,MHI_P90_3D__month_pm7,0.2832,3,metric+duration+window,,TMAX,MHI,90,90,2,3,w05,month_pm7
TMAX_P85_2D__month,TMIN_P85_3D__month_pm7,0.2832,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,month,month_pm7
TMAX_P90_2D__w05,TMAX_P95_3D__month_pm7,0.2834,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,w05,month_pm7
TMIN_P85_2D__month_pm7,TMAX_P85_3D__month,0.2836,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,month_pm7,month
TMAX_P95_2D__w05,MHI_P90_2D__month_pm7,0.2841,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,w05,month_pm7
MHI_P90_2D__w15,TMAX_P90_3D__month_pm7,0.2842,3,metric+duration+window,,MHI,TMAX,90,90,2,3,w15,month_pm7
TMAX_P85_2D__month_pm7,TMIN_P85_3D__month,0.2854,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,month_pm7,month
MHI_P90_2D__w15,TMIN_P95_3D__w15,0.2857,3,metric+percentile+duration,,MHI,TMIN,90,95,2,3,w15,w15
TMIN_P95_3D__month_pm7,MHI_P90_3D__w05,0.2874,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,month_pm7,w05
MHI_P90_2D__month_pm7,TMIN_P95_3D__month_pm7,0.2885,3,metric+percentile+duration,,MHI,TMIN,90,95,2,3,month_pm7,month_pm7
TMAX_P95_2D__w15,MHI_P90_3D__w15,0.2889,3,metric+percentile+duration,,TMAX,MHI,95,90,2,3,w15,w15
TMAX_P90_2D__w15,MHI_P90_3D__month_pm7,0.289,3,metric+duration+window,,TMAX,MHI,90,90,2,3,w15,month_pm7
TMAX_P95_2D__month,MHI_P90_3D__month,0.2897,3,metric+percentile+duration,,TMAX,MHI,95,90,2,3,month,month
MHI_P90_2D__month,TMIN_P95_3D__month,0.2922,3,metric+percentile+duration,,MHI,TMIN,90,95,2,3,month,month
MHI_P90_2D__w05,TMIN_P95_3D__w05,0.2926,3,metric+percentile+duration,,MHI,TMIN,90,95,2,3,w05,w05
MHI_P90_2D__w05,TMAX_P90_3D__month,0.2954,3,metric+duration+window,,MHI,TMAX,90,90,2,3,w05,month
TMAX_P90_2D__month_pm7,MHI_P90_3D__w15,0.2962,3,metric+duration+window,,TMAX,MHI,90,90,2,3,month_pm7,w15
MHI_P90_2D__w15,TMAX_P90_3D__month,0.2966,3,metric+duration+window,,MHI,TMAX,90,90,2,3,w15,month
TMAX_P85_3D__w05,MHI_P90_3D__month_pm7,0.2968,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,w05,month_pm7
TMAX_P90_2D__w05,MHI_P90_3D__month,0.2981,3,metric+duration+window,,TMAX,MHI,90,90,2,3,w05,month
TMAX_P90_2D__month,MHI_P90_3D__w15,0.2987,3,metric+duration+window,,TMAX,MHI,90,90,2,3,month,w15
TMAX_P95_2D__month,MHI_P90_2D__month_pm7,0.3001,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,month,month_pm7
TMAX_P90_2D__month_pm7,MHI_P90_3D__w05,0.3004,3,metric+duration+window,,TMAX,MHI,90,90,2,3,month_pm7,w05
TMAX_P95_2D__w05,MHI_P90_3D__w05,0.3014,3,metric+percentile+duration,,TMAX,MHI,95,90,2,3,w05,w05
TMIN_P95_3D__month_pm7,MHI_P90_3D__w15,0.3015,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,month_pm7,w15
TMAX_P90_2D__w15,TMAX_P95_3D__month_pm7,0.3016,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,w15,month_pm7
TMAX_P90_2D__w15,MHI_P90_3D__month,0.3024,3,metric+duration+window,,TMAX,MHI,90,90,2,3,w15,month
TMAX_P85_3D__w15,MHI_P90_3D__month_pm7,0.3024,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,w15,month_pm7
TMAX_P95_2D__w05,MHI_P90_2D__w15,0.3035,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,w05,w15
TMIN_P90_2D__w05,TMIN_P95_3D__month_pm7,0.3046,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,w05,month_pm7
MHI_P90_2D__month,TMAX_P90_3D__w15,0.3046,3,metric+duration+window,,MHI,TMAX,90,90,2,3,month,w15
MHI_P90_2D__month_pm7,TMAX_P90_3D__w15,0.3046,3,metric+duration+window,,MHI,TMAX,90,90,2,3,month_pm7,w15
TMAX_P90_2D__month,MHI_P90_3D__w05,0.3049,3,metric+duration+window,,TMAX,MHI,90,90,2,3,month,w05
MHI_P90_2D__month_pm7,TMAX_P90_3D__w05,0.3053,3,metric+duration+window,,MHI,TMAX,90,90,2,3,month_pm7,w05
TMIN_P95_3D__month,MHI_P90_3D__w05,0.3063,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,month,w05
MHI_P90_2D__month,TMAX_P90_3D__w05,0.3073,3,metric+duration+window,,MHI,TMAX,90,90,2,3,month,w05
TMAX_P90_2D__month,TMAX_P95_3D__month_pm7,0.3077,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,month,month_pm7
TMAX_P85_2D__w15,MHI_P90_3D__w15,0.3141,3,metric+percentile+duration,,TMAX,MHI,85,90,2,3,w15,w15
TMAX_P85_3D__w05,MHI_P90_3D__month,0.3151,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,w05,month
TMAX_P85_2D__month_pm7,MHI_P90_3D__month_pm7,0.3164,3,metric+percentile+duration,,TMAX,MHI,85,90,2,3,month_pm7,month_pm7
TMIN_P95_2D__month_pm7,MHI_P90_2D__w05,0.3183,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,month_pm7,w05
TMIN_P95_3D__month,MHI_P90_3D__w15,0.3194,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,month,w15
TMAX_P85_3D__month,MHI_P90_3D__w15,0.3198,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,month,w15
TMAX_P85_3D__w15,MHI_P90_3D__month,0.32,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,w15,month
TMAX_P85_3D__month_pm7,MHI_P90_3D__w15,0.321,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,month_pm7,w15
TMIN_P90_2D__month,TMIN_P95_3D__month_pm7,0.3221,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,month,month_pm7
TMIN_P90_2D__w15,TMIN_P95_3D__month_pm7,0.3226,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,w15,month_pm7
TMIN_P95_3D__w15,MHI_P90_3D__month,0.3226,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,w15,month
MHI_P90_2D__month,TMAX_P90_3D__month_pm7,0.3231,3,metric+duration+window,,MHI,TMAX,90,90,2,3,month,month_pm7
TMAX_P85_2D__w05,MHI_P90_3D__w05,0.3232,3,metric+percentile+duration,,TMAX,MHI,85,90,2,3,w05,w05
TMAX_P90_2D__w05,TMAX_P95_3D__month,0.3238,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,w05,month
TMAX_P85_3D__month,MHI_P90_3D__w05,0.3267,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,month,w05
TMAX_P85_3D__month_pm7,MHI_P90_3D__w05,0.3267,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,month_pm7,w05
TMAX_P95_2D__month_pm7,TMAX_P85_3D__w05,0.3272,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,month_pm7,w05
TMAX_P90_2D__w05,MHI_P90_3D__w15,0.3279,3,metric+duration+window,,TMAX,MHI,90,90,2,3,w05,w15
MHI_P90_2D__w05,TMAX_P90_3D__w15,0.3287,3,metric+duration+window,,MHI,TMAX,90,90,2,3,w05,w15
TMAX_P90_2D__month,MHI_P90_3D__month_pm7,0.3296,3,metric+duration+window,,TMAX,MHI,90,90,2,3,month,month_pm7
TMIN_P90_2D__w05,TMIN_P95_3D__month,0.3301,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,w05,month
TMIN_P95_3D__w05,MHI_P90_3D__month,0.3302,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,w05,month
TMIN_P95_2D__month_pm7,MHI_P90_2D__w15,0.3322,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,month_pm7,w15
TMAX_P85_2D__month,MHI_P90_3D__month,0.3331,3,metric+percentile+duration,,TMAX,MHI,85,90,2,3,month,month
TMIN_P90_2D__w05,TMIN_P95_3D__w15,0.3334,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,w05,w15
TMIN_P95_3D__month_pm7,MHI_P90_3D__month,0.3363,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,month_pm7,month
TMAX_P85_2D__w05,MHI_P90_2D__month_pm7,0.3365,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,w05,month_pm7
TMIN_P95_3D__w15,MHI_P90_3D__month_pm7,0.3367,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,w15,month_pm7
MHI_P90_2D__w15,TMAX_P90_3D__w05,0.3371,3,metric+duration+window,,MHI,TMAX,90,90,2,3,w15,w05
TMIN_P95_2D__month,MHI_P90_2D__w05,0.338,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,month,w05
TMAX_P90_2D__w15,MHI_P90_3D__w05,0.3384,3,metric+duration+window,,TMAX,MHI,90,90,2,3,w15,w05
TMAX_P90_2D__w05,TMAX_P95_3D__w15,0.3392,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,w05,w15
TMIN_P90_2D__month,TMIN_P95_3D__w15,0.34,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,month,w15
TMAX_P95_2D__month_pm7,TMAX_P85_3D__w15,0.3405,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,month_pm7,w15
TMIN_P95_3D__w05,MHI_P90_3D__month_pm7,0.3406,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,w05,month_pm7
MHI_P90_2D__month_pm7,TMAX_P90_3D__month,0.3417,3,metric+duration+window,,MHI,TMAX,90,90,2,3,month_pm7,month
TMAX_P90_2D__month_pm7,MHI_P90_3D__month,0.3419,3,metric+duration+window,,TMAX,MHI,90,90,2,3,month_pm7,month
TMAX_P85_2D__w15,MHI_P90_2D__month_pm7,0.3421,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,w15,month_pm7
TMIN_P95_2D__month_pm7,TMIN_P85_3D__w05,0.3431,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,month_pm7,w05
TMAX_P90_2D__month,TMAX_P95_3D__w15,0.3435,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,month,w15
TMAX_P90_2D__w15,TMAX_P95_3D__month,0.3436,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,w15,month
TMIN_P95_3D__w15,MHI_P90_3D__w05,0.3447,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,w15,w05
TMAX_P85_3D__month,MHI_P90_3D__month_pm7,0.3471,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,month,month_pm7
TMAX_P85_3D__w05,MHI_P90_3D__w15,0.3486,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,w05,w15
TMIN_P90_2D__w15,TMIN_P95_3D__month,0.3488,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,w15,month
TMAX_P95_2D__month_pm7,TMAX_P85_3D__month,0.3499,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,month_pm7,month
TMIN_P85_2D__month_pm7,MHI_P90_3D__month_pm7,0.351,3,metric+percentile+duration,,TMIN,MHI,85,90,2,3,month_pm7,month_pm7
TMIN_P95_2D__month,MHI_P90_2D__w15,0.3513,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,month,w15
TMIN_P95_2D__month_pm7,TMIN_P85_3D__w15,0.3541,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,month_pm7,w15
TMAX_P85_2D__w05,MHI_P90_2D__month,0.3543,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,w05,month
TMIN_P90_2D__month_pm7,TMIN_P95_3D__w15,0.3546,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,month_pm7,w15
TMIN_P95_2D__w15,MHI_P90_2D__month,0.3557,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,w15,month
TMIN_P85_3D__w05,MHI_P90_3D__month_pm7,0.3562,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,w05,month_pm7
TMIN_P95_2D__month_pm7,TMIN_P85_3D__month,0.357,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,month_pm7,month
TMIN_P90_2D__w05,MHI_P90_3D__month_pm7,0.3582,3,metric+duration+window,,TMIN,MHI,90,90,2,3,w05,month_pm7
TMAX_P85_2D__w15,MHI_P90_2D__month,0.359,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,w15,month
TMIN_P85_2D__w15,MHI_P90_3D__w15,0.3606,3,metric+percentile+duration,,TMIN,MHI,85,90,2,3,w15,w15
TMIN_P95_2D__w05,MHI_P90_2D__month,0.3628,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,w05,month
TMAX_P85_3D__w15,MHI_P90_3D__w05,0.3628,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,w15,w05
TMIN_P90_2D__month,TMIN_P95_3D__w05,0.3641,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,month,w05
TMAX_P90_2D__month_pm7,TMAX_P95_3D__w15,0.3644,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,month_pm7,w15
TMAX_P85_2D__month_pm7,MHI_P90_2D__w15,0.3651,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,month_pm7,w15
TMAX_P85_2D__month,MHI_P90_2D__w15,0.3654,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,month,w15
TMAX_P95_2D__month,TMAX_P85_3D__w05,0.366,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,month,w05
MHI_P90_2D__w05,TMIN_P90_3D__month_pm7,0.3672,3,metric+duration+window,,MHI,TMIN,90,90,2,3,w05,month_pm7
TMIN_P95_2D__w15,MHI_P90_2D__month_pm7,0.3675,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,w15,month_pm7
TMIN_P85_3D__w15,MHI_P90_3D__month_pm7,0.3676,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,w15,month_pm7
TMIN_P85_2D__w05,MHI_P90_3D__w05,0.3681,3,metric+percentile+duration,,TMIN,MHI,85,90,2,3,w05,w05
TMIN_P95_2D__month,TMIN_P85_3D__w05,0.3687,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,month,w05
TMAX_P85_2D__month_pm7,MHI_P90_2D__w05,0.3694,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,month_pm7,w05
TMIN_P95_2D__w15,TMIN_P85_3D__month,0.3696,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,w15,month
TMIN_P95_2D__month_pm7,MHI_P90_2D__month,0.3698,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,month_pm7,month
TMIN_P90_2D__w15,MHI_P90_3D__month_pm7,0.3707,3,metric+duration+window,,TMIN,MHI,90,90,2,3,w15,month_pm7
TMIN_P95_2D__w05,MHI_P90_2D__month_pm7,0.3708,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,w05,month_pm7
TMAX_P85_2D__month,MHI_P90_2D__w05,0.371,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,month,w05
TMIN_P85_2D__month,MHI_P90_3D__month,0.3715,3,metric+percentile+duration,,TMIN,MHI,85,90,2,3,month,month
TMAX_P85_3D__month_pm7,MHI_P90_3D__month,0.3716,3,metric+percentile+window,,TMAX,MHI,85,90,3,3,month_pm7,month
TMIN_P95_3D__w05,MHI_P90_3D__w15,0.3724,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,w05,w15
TMIN_P95_2D__w15,MHI_P90_2D__w05,0.3726,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,w15,w05
TMAX_P90_2D__month,TMAX_P95_3D__w05,0.3735,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,month,w05
TMIN_P95_2D__w15,TMIN_P85_3D__w05,0.3747,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,w15,w05
TMIN_P90_2D__w05,MHI_P90_3D__month,0.3749,3,metric+duration+window,,TMIN,MHI,90,90,2,3,w05,month
MHI_P90_2D__w15,TMAX_P85_3D__w15,0.3761,3,metric+percentile+duration,,MHI,TMAX,90,85,2,3,w15,w15
TMIN_P90_2D__month_pm7,TMIN_P95_3D__month,0.3765,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,month_pm7,month
TMIN_P85_3D__w05,MHI_P90_3D__month,0.3771,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,w05,month
MHI_P90_2D__w15,TMIN_P90_3D__month_pm7,0.3773,3,metric+duration+window,,MHI,TMIN,90,90,2,3,w15,month_pm7
MHI_P90_2D__w05,TMIN_P90_3D__month,0.3775,3,metric+duration+window,,MHI,TMIN,90,90,2,3,w05,month
TMIN_P90_2D__month_pm7,TMIN_P95_3D__w05,0.3784,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,month_pm7,w05
MHI_P90_2D__month_pm7,TMAX_P85_3D__month_pm7,0.3789,3,metric+percentile+duration,,MHI,TMAX,90,85,2,3,month_pm7,month_pm7
TMIN_P85_3D__month,MHI_P90_3D__w15,0.3799,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,month,w15
TMAX_P95_2D__w15,TMAX_P85_3D__month,0.3802,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,w15,month
TMIN_P95_2D__month,TMIN_P85_3D__w15,0.3802,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,month,w15
TMIN_P95_2D__w15,TMIN_P85_3D__month_pm7,0.3807,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,w15,month_pm7
TMIN_P90_2D__month,MHI_P90_3D__w15,0.3808,3,metric+duration+window,,TMIN,MHI,90,90,2,3,month,w15
TMAX_P95_2D__month,TMAX_P85_3D__w15,0.3808,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,month,w15
TMIN_P95_3D__month,MHI_P90_3D__month_pm7,0.3816,3,metric+percentile+window,,TMIN,MHI,95,90,3,3,month,month_pm7
TMIN_P90_2D__month_pm7,MHI_P90_3D__w15,0.3819,3,metric+duration+window,,TMIN,MHI,90,90,2,3,month_pm7,w15
TMIN_P90_2D__month_pm7,MHI_P90_3D__w05,0.3825,3,metric+duration+window,,TMIN,MHI,90,90,2,3,month_pm7,w05
TMIN_P85_3D__month_pm7,MHI_P90_3D__w15,0.3827,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,month_pm7,w15
TMIN_P90_2D__month,MHI_P90_3D__w05,0.3828,3,metric+duration+window,,TMIN,MHI,90,90,2,3,month,w05
MHI_P90_2D__w05,TMAX_P85_3D__w05,0.384,3,metric+percentile+duration,,MHI,TMAX,90,85,2,3,w05,w05
TMIN_P85_3D__month,MHI_P90_3D__w05,0.3843,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,month,w05
TMIN_P90_2D__w15,MHI_P90_3D__month,0.3853,3,metric+duration+window,,TMIN,MHI,90,90,2,3,w15,month
TMIN_P85_3D__month_pm7,MHI_P90_3D__w05,0.3859,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,month_pm7,w05
TMIN_P90_2D__w15,TMIN_P95_3D__w05,0.3864,3,percentile+duration+window,,TMIN,TMIN,90,95,2,3,w15,w05
MHI_P90_2D__w15,TMIN_P90_3D__month,0.3867,3,metric+duration+window,,MHI,TMIN,90,90,2,3,w15,month
TMAX_P95_2D__w15,TMAX_P85_3D__w05,0.387,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,w15,w05
TMIN_P85_3D__w15,MHI_P90_3D__month,0.3878,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,w15,month
MHI_P90_2D__month_pm7,TMIN_P90_3D__w05,0.3883,3,metric+duration+window,,MHI,TMIN,90,90,2,3,month_pm7,w05
MHI_P90_2D__month,TMIN_P90_3D__w05,0.3893,3,metric+duration+window,,MHI,TMIN,90,90,2,3,month,w05
TMAX_P85_2D__month,MHI_P90_2D__month_pm7,0.3895,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,month,month_pm7
MHI_P90_2D__month,TMAX_P85_3D__month,0.3903,3,metric+percentile+duration,,MHI,TMAX,90,85,2,3,month,month
TMIN_P95_2D__w05,TMIN_P85_3D__month,0.3906,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,w05,month
MHI_P90_2D__month,TMIN_P90_3D__w15,0.3912,3,metric+duration+window,,MHI,TMIN,90,90,2,3,month,w15
TMAX_P85_2D__w05,MHI_P90_2D__w15,0.3914,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,w05,w15
TMAX_P90_2D__month_pm7,TMAX_P95_3D__w05,0.3921,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,month_pm7,w05
MHI_P90_2D__month_pm7,TMIN_P90_3D__w15,0.3929,3,metric+duration+window,,MHI,TMIN,90,90,2,3,month_pm7,w15
TMAX_P90_2D__month_pm7,TMAX_P95_3D__month,0.3942,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,month_pm7,month
TMAX_P95_2D__w15,TMAX_P85_3D__month_pm7,0.3955,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,w15,month_pm7
TMIN_P85_2D__w05,MHI_P90_2D__month_pm7,0.3969,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,w05,month_pm7
TMIN_P95_2D__w05,MHI_P90_3D__w05,0.3991,3,metric+percentile+duration,,TMIN,MHI,95,90,2,3,w05,w05
TMIN_P95_2D__w15,MHI_P90_3D__w15,0.3995,3,metric+percentile+duration,,TMIN,MHI,95,90,2,3,w15,w15
TMIN_P95_2D__w05,TMIN_P85_3D__month_pm7,0.4005,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,w05,month_pm7
TMIN_P95_2D__w05,MHI_P90_2D__w15,0.4011,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,w05,w15
TMIN_P95_2D__month,TMIN_P85_3D__month_pm7,0.4011,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,month,month_pm7
TMIN_P95_2D__month_pm7,MHI_P90_3D__month_pm7,0.4012,3,metric+percentile+duration,,TMIN,MHI,95,90,2,3,month_pm7,month_pm7
TMIN_P85_3D__month,MHI_P90_3D__month_pm7,0.4012,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,month,month_pm7
TMAX_P85_2D__w15,MHI_P90_2D__w05,0.4036,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,w15,w05
TMAX_P90_2D__w15,TMAX_P95_3D__w05,0.4056,3,percentile+duration+window,,TMAX,TMAX,90,95,2,3,w15,w05
TMAX_P95_2D__w05,TMAX_P85_3D__month,0.4065,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,w05,month
TMIN_P95_2D__month,MHI_P90_3D__month,0.4074,3,metric+percentile+duration,,TMIN,MHI,95,90,2,3,month,month
TMIN_P85_2D__w15,MHI_P90_2D__month_pm7,0.4085,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,w15,month_pm7
TMIN_P90_2D__w05,MHI_P90_3D__w15,0.4097,3,metric+duration+window,,TMIN,MHI,90,90,2,3,w05,w15
TMIN_P85_3D__w05,MHI_P90_3D__w15,0.411,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,w05,w15
TMAX_P85_2D__month_pm7,MHI_P90_2D__month,0.4123,3,metric+percentile+window,,TMAX,MHI,85,90,2,2,month_pm7,month
TMIN_P90_2D__month,MHI_P90_3D__month_pm7,0.4131,3,metric+duration+window,,TMIN,MHI,90,90,2,3,month,month_pm7
TMIN_P95_2D__w05,TMIN_P85_3D__w15,0.4134,3,percentile+duration+window,,TMIN,TMIN,95,85,2,3,w05,w15
TMIN_P95_2D__month,MHI_P90_2D__month_pm7,0.4142,3,metric+percentile+window,,TMIN,MHI,95,90,2,2,month,month_pm7
MHI_P90_2D__w05,TMIN_P90_3D__w15,0.4164,3,metric+duration+window,,MHI,TMIN,90,90,2,3,w05,w15
TMAX_P85_2D__w05,TMAX_P90_3D__month_pm7,0.4168,3,percentile+duration+window,,TMAX,TMAX,85,90,2,3,w05,month_pm7
TMIN_P85_2D__w05,MHI_P90_2D__month,0.4188,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,w05,month
TMAX_P95_2D__w05,TMAX_P85_3D__month_pm7,0.4198,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,w05,month_pm7
TMAX_P95_2D__month,TMAX_P85_3D__month_pm7,0.4205,3,percentile+duration+window,,TMAX,TMAX,95,85,2,3,month,month_pm7
TMIN_P90_2D__w15,MHI_P90_3D__w05,0.4227,3,metric+duration+window,,TMIN,MHI,90,90,2,3,w15,w05
MHI_P90_2D__month,TMIN_P90_3D__month_pm7,0.4265,3,metric+duration+window,,MHI,TMIN,90,90,2,3,month,month_pm7
TMIN_P85_2D__w15,MHI_P90_2D__month,0.4293,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,w15,month
MHI_P90_2D__w15,TMIN_P90_3D__w05,0.4293,3,metric+duration+window,,MHI,TMIN,90,90,2,3,w15,w05
TMIN_P85_3D__w15,MHI_P90_3D__w05,0.4296,3,metric+percentile+window,,TMIN,MHI,85,90,3,3,w15,w05
TMIN_P85_2D__month,MHI_P90_2D__w15,0.4301,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,month,w15
TMIN_P85_2D__month_pm7,MHI_P90_2D__w15,0.4319,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,month_pm7,w15
TMIN_P85_2D__month,MHI_P90_2D__w05,0.4329,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,month,w05
TMIN_P85_2D__month_pm7,MHI_P90_2D__w05,0.4333,3,metric+percentile+window,,TMIN,MHI,85,90,2,2,month_pm7,w05
TMAX_P95_2D__month_pm7,TMAX_P90_3D__w05,0.4346,3,percentile+duration+window,,TMAX,TMAX,95,90,2,3,month_pm7,w05
