,TMAX_P90_2D__w05,TMAX_P90_2D__w15,TMAX_P90_2D__month,TMAX_P90_2D__month_pm7,TMIN_P90_2D__w05,TMIN_P90_2D__w15,TMIN_P90_2D__month,TMIN_P90_2D__month_pm7,TMAX_P85_2D__w05,TMAX_P85_2D__w15,TMAX_P85_2D__month,TMAX_P85_2D__month_pm7,TMIN_P85_2D__w05,TMIN_P85_2D__w15,TMIN_P85_2D__month,TMIN_P85_2D__month_pm7,TMAX_P95_2D__w05,TMAX_P95_2D__w15,TMAX_P95_2D__month,TMAX_P95_2D__month_pm7,TMIN_P95_2D__w05,TMIN_P95_2D__w15,TMIN_P95_2D__month,TMIN_P95_2D__month_pm7,MHI_P90_2D__w05,MHI_P90_2D__w15,MHI_P90_2D__month,MHI_P90_2D__month_pm7,TMAX_P90_3D__w05,TMAX_P90_3D__w15,TMAX_P90_3D__month,TMAX_P90_3D__month_pm7,TMIN_P90_3D__w05,TMIN_P90_3D__w15,TMIN_P90_3D__month,TMIN_P90_3D__month_pm7,TMAX_P85_3D__w05,TMAX_P85_3D__w15,TMAX_P85_3D__month,TMAX_P85_3D__month_pm7,TMIN_P85_3D__w05,TMIN_P85_3D__w15,TMIN_P85_3D__month,TMIN_P85_3D__month_pm7,TMAX_P95_3D__w05,TMAX_P95_3D__w15,TMAX_P95_3D__month,TMAX_P95_3D__month_pm7,TMIN_P95_3D__w05,TMIN_P95_3D__w15,TMIN_P95_3D__month,TMIN_P95_3D__month_pm7,MHI_P90_3D__w05,MHI_P90_3D__w15,MHI_P90_3D__month,MHI_P90_3D__month_pm7
TMAX_P95_3D__w15,0.3392232315035383,0.3587703836321856,0.34353898380133574,0.36441322446365676,0.1517457599027678,0.1549875984039685,0.1486468195450692,0.15204503263668484,0.23323454242209718,0.241459839507093,0.24072093608454959,0.25436114723983966,0.12850796186292618,0.13054767317155774,0.12568342174121097,0.12860753323407706,0.5759869948908499,0.6871464932126696,0.5038336208548975,0.5126496380846325,0.17731477383376118,0.18269763276656414,0.1684928171414658,0.16994080809813847,0.20869889283995094,0.2144131084525739,0.1995819431603489,0.20843013607699967,0.4523147447905153,0.48140672404185497,0.4458796301905997,0.47423772815173915,0.17429913464806407,0.17606245363920903,0.16413186270620078,0.1675937838413195,0.2987749581149418,0.3114764605967375,0.304240595742643,0.3227719721673043,0.1472605681330143,0.14973420897937512,0.14155950447043067,0.14463090503443593,0.7819382312456985,1.0,0.6143259893494831,0.6023724951410764,0.18937276927759178,0.1912723233858475,0.17151084059127905,0.17137983661010864,0.25249572895868927,0.25789547459107426,0.23138336478443897,0.23870502299576157
TMAX_P95_3D__month,0.32384898870183576,0.34355749604122615,0.35989847240303835,0.39420176860419787,0.14048668773955555,0.14355566342118037,0.15422274864505942,0.15791618248494635,0.229435776324544,0.23814963587486263,0.24266651510271614,0.2592462657365303,0.11994996500528643,0.12230678529317184,0.12985756269391852,0.13290410608450945,0.4623598505072077,0.4972026539328322,0.6952415415234304,0.6539807607718641,0.16042013493384738,0.1653934523740101,0.17609340382383626,0.177631252788657,0.1861417611639209,0.19060928340327385,0.2140502072927888,0.22420573274982025,0.425485094726708,0.45381687769889484,0.4776323476401785,0.530555325435617,0.15856488470596355,0.1601848286484405,0.17004703769239662,0.17388096638930137,0.29325915979282563,0.30686585326800525,0.3085657386514201,0.3321807085184737,0.13538813619155438,0.1379777479522848,0.14683292954017535,0.15021531926537365,0.573266891956393,0.6143259893494831,1.0,0.8292570255357372,0.1698766175142943,0.1724616719699161,0.17936915618146138,0.17948873365356932,0.2186174596474301,0.22117839916774376,0.25285384501344854,0.26164948929007864
TMAX_P95_3D__month_pm7,0.2834251594990034,0.30161861219674063,0.30768294167782784,0.3370093764746917,0.12850734638577477,0.13155410498276632,0.13985459352280238,0.14432630699229268,0.1970663227045025,0.20403840898362774,0.20745947243114893,0.22163376556786443,0.1077667361383796,0.11000896108403217,0.1156453411477918,0.11904954991484876,0.4268388980765506,0.4695577867976928,0.5841407949377101,0.683555629538692,0.1517348999449238,0.15787342144987299,0.16748191865551187,0.170892952989383,0.1659758472925594,0.1711353368689845,0.18886896162340788,0.20123633854979847,0.3758280446565062,0.40323616600790513,0.40833550857043416,0.45358020600336896,0.14727901463432025,0.1492343628341552,0.15667826294484272,0.16168620169432518,0.2524419578699826,0.26320385860333945,0.2637977692301515,0.28398658344715505,0.1227076457304514,0.12527192690604766,0.13182413280286756,0.1357220196223006,0.5467686732434065,0.6023724951410764,0.8292570255357372,1.0,0.164060452520311,0.16872319673019462,0.17512729517049838,0.17745877598905038,0.19763733874474562,0.20185977795641688,0.225908527435245,0.23876484900529554
TMIN_P95_3D__w05,0.17499763840748733,0.17797984390391755,0.17212221858264837,0.1751743533887146,0.3682313574030929,0.38641140154998027,0.3640878685674268,0.37844340905999185,0.15812083881837338,0.16034369319639133,0.1577013670532283,0.16164313496925217,0.2515999102554514,0.25957871299133617,0.25514425813230596,0.26509220872051464,0.18376965040834115,0.18308589426116328,0.16911638743276117,0.1670816213895873,0.6975046279155869,0.6252843630268199,0.5113976705490848,0.5131116202372787,0.2926048312683854,0.30050832747861306,0.27679780702821505,0.288182513248205,0.19849026690567773,0.20148853993403062,0.18886724393449347,0.19123553624286155,0.491249113438191,0.5159677136339709,0.4652236591939494,0.4802643899752134,0.1815018034174928,0.1844984634889137,0.178113974272731,0.18220772901248466,0.31798725323395177,0.3293175779611243,0.31835411368761607,0.3312944727952275,0.19214105265913584,0.18937276927759178,0.1698766175142943,0.164060452520311,1.0,0.7790840602696273,0.5943005272717654,0.5806292479719359,0.36511021917750647,0.37244213904213463,0.3302151641490855,0.3405709097100051
TMIN_P95_3D__w15,0.16736824131198172,0.1720002794228366,0.16798130066682823,0.1718127989830395,0.33335418197738964,0.35013179828703284,0.3400225772132572,0.3545654489845012,0.14912492588770065,0.15270796540325138,0.1511942264734521,0.1555856941324631,0.22776952745221637,0.234992614801261,0.23326862332192683,0.24305850240271581,0.17967545094883658,0.1808800599878596,0.1685484448475879,0.16833915160571436,0.5779725839027116,0.6933459086769871,0.5231885536112366,0.5317927106006576,0.27272001596487727,0.28565421778947636,0.2648795250458913,0.2783679490523778,0.19177904444135502,0.19680510562355724,0.18617134046448877,0.18964857683439998,0.44472026367391215,0.4678656469116566,0.44096050593153796,0.4569944932314974,0.1726183607670117,0.1769956912609212,0.17237534188933304,0.17721942550359526,0.2878689675659618,0.2981261362047266,0.29232070877299177,0.3054424126874079,0.1920096885622669,0.1912723233858475,0.1724616719699161,0.16872319673019462,0.7790840602696273,1.0,0.6439433063636886,0.6382804544456203,0.344730382962304,0.36078874512684334,0.3226248691127735,0.33669712901214965
TMIN_P95_3D__month,0.15353485178313148,0.1579919832029013,0.17713774765871335,0.18057407360821112,0.3300628461783464,0.34880794810203114,0.35393869061726174,0.37650832840699655,0.13899601334309658,0.14237070170533966,0.1606349425604899,0.16449208395145795,0.2308542563302968,0.2384927785400583,0.2376338127088466,0.24871076297563946,0.16219735013840111,0.16367258492940026,0.17680976029032566,0.17611924928558556,0.483086228121822,0.5257457308817749,0.6996268355330113,0.6683756972510771,0.2495102974114048,0.26055511316526153,0.29221440045753116,0.3092044339717788,0.17338731640007987,0.17826276900868046,0.19530993451679576,0.19822132955098407,0.434941286843923,0.462041215812082,0.4648833739440324,0.4962530937757815,0.1586285683744981,0.16287160900300193,0.1826714394430508,0.18668268943691407,0.2915620867406148,0.30238978939937233,0.2981953634404456,0.3135515913237381,0.1711839845427222,0.17151084059127905,0.17936915618146138,0.17512729517049838,0.5943005272717654,0.6439433063636886,1.0,0.8661959121057619,0.3062925909815862,0.31940857930463395,0.3643461504385576,0.3816395344621297
TMIN_P95_3D__month_pm7,0.14607285039252893,0.15090930332178043,0.1690458482282095,0.17405399842190128,0.3045525780269303,0.32258726225445955,0.32209082810980444,0.34262962061411134,0.1310981466134671,0.13442804824896556,0.15081032325642293,0.15587287702287303,0.2104976389393389,0.21721302440422388,0.21625121398510844,0.22633144589798662,0.1574631255090037,0.16042457506225974,0.173244445545904,0.17497481362079387,0.46110754348331034,0.507687250668619,0.6182436749297214,0.6964481357130236,0.2319910408681525,0.24345680243282317,0.2679271483366214,0.2884535107004703,0.16706077306918896,0.1723609756097561,0.1884096767796946,0.19358797852698534,0.4040870548919079,0.43030097183114024,0.4230525649145028,0.4515995966633055,0.15069776281494351,0.15492918125940616,0.173225416317797,0.17892544393091706,0.26603745561091535,0.2755698503705775,0.2713633578220426,0.28533781240045175,0.16960040394406498,0.17137983661010864,0.17948873365356932,0.17745877598905038,0.5806292479719359,0.6382804544456203,0.8661959121057619,1.0,0.28741297776654345,0.3014658523042754,0.3363278930919763,0.36094061968498115
MHI_P90_3D__w05,0.3394416364191458,0.33838539406073675,0.30493705648741476,0.30041110710421925,0.42255375164545855,0.4227174744454489,0.38283877315828846,0.38254592717337377,0.3232110563690265,0.324561880031725,0.30166072074308753,0.3037903967586662,0.3680658644711843,0.3716878007256344,0.3422130628737512,0.3460486752087502,0.3014099850875548,0.2864881825816514,0.24944808367413412,0.23316311147961105,0.39907689158128845,0.38894770273131485,0.3459220682600205,0.33117540341831375,0.7090974469615247,0.6574693302885399,0.5058352108393817,0.5059019832976763,0.3592310418143161,0.3525856223850237,0.30936342202761874,0.2999681811330866,0.46206964262338,0.4548183954571684,0.4025055985463703,0.39743674005915214,0.36336978513073986,0.36283441413531464,0.3266729367806164,0.3267165266443433,0.42786481841002116,0.4295824128523411,0.38427687844079855,0.38589690514721564,0.27294904228406214,0.25249572895868927,0.2186174596474301,0.19763733874474562,0.36511021917750647,0.344730382962304,0.3062925909815862,0.28741297776654345,1.0,0.8347555890651953,0.5846472988634482,0.5724989522534217
MHI_P90_3D__w15,0.3279310868454838,0.33235988834013314,0.2986883215582515,0.29618974366559675,0.40973078926446804,0.41969310008750277,0.38075002069593533,0.38188476947444616,0.30853472501003615,0.314106938452056,0.2928152597029307,0.29570367142889903,0.35069297543619987,0.360603595328697,0.333545303493405,0.33812984032890336,0.297605872805076,0.28887162220495555,0.2497299632750054,0.2355817378497791,0.397829809338746,0.3994996081268463,0.35529941397912057,0.3422198693489422,0.6244281564096571,0.7055776784013498,0.5083064735972803,0.5140673044072429,0.3507622756071806,0.35072503280113143,0.30527600884284156,0.2982463721770395,0.45561758197545765,0.4621770179614802,0.40889947499855767,0.40481216062096786,0.34863581520258435,0.35415845091604226,0.31983377802712526,0.32099035185349567,0.41098174913492647,0.4231711247180148,0.3798817007375142,0.38271138463903065,0.27352787365338355,0.25789547459107426,0.22117839916774376,0.20185977795641688,0.37244213904213463,0.36078874512684334,0.31940857930463395,0.3014658523042754,0.8347555890651953,1.0,0.6046958964338056,0.6001914246077409
MHI_P90_3D__month,0.29808180046453264,0.30235502483707155,0.3467366051458174,0.34191810670943923,0.37485857202405765,0.38528593508500775,0.4348072843876588,0.43583057090239413,0.2845963884923571,0.2896991112538816,0.3331188271173163,0.33750813558725745,0.33055681484175337,0.34022257551669316,0.37146848317428427,0.37911190014712987,0.26837912014708626,0.2605840022909296,0.28970571395854805,0.26781149051705344,0.3560645784462536,0.3588804628855377,0.40737689459735776,0.38703579486554057,0.49303536591845876,0.5136454103972614,0.7240379212210198,0.6859637744503662,0.31285822856961903,0.31428407798604235,0.3582471388514744,0.3458690465671114,0.40596102774133686,0.41422168563111933,0.47296607139817165,0.46586105898240876,0.315147074479744,0.31999355150733516,0.3705188631807607,0.3716281614274292,0.3771147283544227,0.3877589137296651,0.4319890592201514,0.43791841176664575,0.24548014077425842,0.23138336478443897,0.25285384501344854,0.225908527435245,0.3302151641490855,0.3226248691127735,0.3643461504385576,0.3363278930919763,0.5846472988634482,0.6046958964338056,1.0,0.8509868380702379
MHI_P90_3D__month_pm7,0.2832185719816382,0.2889551595286002,0.32961132010560246,0.33142103058894185,0.3581543335472682,0.3707490490241388,0.4131260870200669,0.42187846317285865,0.26445757815949483,0.2698523898396922,0.3075112018150931,0.31642818112491516,0.3073990248051889,0.31731065250854446,0.3399024421213019,0.3510314079283112,0.26640820764975653,0.2612245704908958,0.2906199538049588,0.2756012641276983,0.35662315533837974,0.36372805302266226,0.41245669592569767,0.40118813620740773,0.4707324139983242,0.4953799191485851,0.6280714984693008,0.7138175750387005,0.3035436961739376,0.3065565867180909,0.34932428218902284,0.3449918421694203,0.3973123456273287,0.408474561548284,0.4618494278972441,0.4655247442248044,0.29682644073916464,0.30240229854478706,0.3470674143370855,0.3547698872295032,0.3562418765859999,0.3675641828428303,0.4011662941004957,0.4129569699958787,0.25013861558365313,0.23870502299576157,0.26164948929007864,0.23876484900529554,0.3405709097100051,0.33669712901214965,0.3816395344621297,0.36094061968498115,0.5724989522534217,0.6001914246077409,0.8509868380702379,1.0
