county_fips,year,classified_dates,events_started
48157,2021,4,1
48157,2022,42,5
48157,2023,90,6
48157,2024,23,4
48159,2015,11,2
48159,2016,20,4
48159,2018,31,6
48159,2019,6,1
48159,2022,49,8
48159,2023,36,5
48159,2024,3,1
48161,2015,4,1
48161,2018,20,3
48161,2019,12,3
48161,2022,51,6
48161,2023,57,9
48161,2024,4,1
48163,2015,12,1
48163,2016,24,2
48163,2018,15,3
48163,2020,4,1
48163,2021,3,1
48163,2022,13,3
48163,2023,52,6
48163,2024,10,3
48165,2015,21,5
48165,2016,11,2
48165,2017,10,1
48165,2018,9,2
48165,2019,20,5
48165,2020,26,5
48165,2021,5,1
48165,2022,14,3
48165,2023,43,8
48165,2024,26,6
48165,2025,8,1
48167,2015,23,3
48167,2016,8,2
48167,2017,11,2
48167,2018,32,5
48167,2019,56,7
48167,2020,35,8
48167,2021,16,3
48167,2022,65,5
48167,2023,76,6
48167,2024,24,5
48167,2025,6,2
48169,2015,16,3
48169,2016,23,4
48169,2017,13,2
48169,2018,24,5
48169,2019,31,7
48169,2020,30,6
48169,2021,3,1
48169,2022,43,5
48169,2023,64,9
48169,2024,35,6
48169,2025,6,2
48171,2015,4,1
48171,2016,4,1
48171,2017,8,2
48171,2018,18,4
48171,2019,11,2
48171,2020,12,3
48171,2021,3,1
48171,2022,34,4
48171,2023,76,6
48171,2024,8,2
48173,2015,12,2
48173,2016,12,3
48173,2017,13,2
48173,2018,16,4
48173,2019,23,5
48173,2020,23,4
48173,2021,4,1
48173,2022,26,5
48173,2023,75,10
48173,2024,28,5
48173,2025,6,2
48175,2018,3,1
48175,2023,31,4
48177,2015,10,2
48177,2016,3,1
48177,2017,3,1
48177,2018,24,3
48177,2019,45,4
48177,2020,22,4
48177,2021,4,1
48177,2022,60,4
48177,2023,95,6
48177,2024,32,5
48177,2025,16,3
48179,2015,3,1
48179,2016,6,2
48179,2017,4,1
48179,2018,13,2
48179,2019,18,4
48179,2020,20,5
48179,2021,8,2
48179,2022,19,5
48179,2023,30,6
48179,2024,42,7
48179,2025,4,1
48181,2015,13,2
48181,2016,6,2
48181,2017,3,1
48181,2018,23,4
48181,2019,12,3
48181,2020,3,1
48181,2022,50,6
48181,2023,43,7
48181,2024,21,4
48183,2015,13,3
48183,2016,8,2
48183,2017,4,1
48183,2018,35,5
48183,2019,18,2
48183,2022,55,7
