county_fips,year,month,classified_dates
48091,2024,8,6
48091,2024,9,6
48091,2025,9,3
48093,2015,8,4
48093,2016,9,3
48093,2017,9,10
48093,2018,6,14
48093,2018,7,17
48093,2019,8,12
48093,2019,9,14
48093,2020,7,6
48093,2020,8,12
48093,2020,9,1
48093,2022,6,24
48093,2022,7,29
48093,2022,8,3
48093,2022,9,13
48093,2023,6,20
48093,2023,7,27
48093,2023,8,26
48093,2023,9,21
48093,2024,6,14
48093,2024,7,9
48093,2024,8,24
48093,2024,9,10
48093,2025,8,3
48093,2025,9,13
48095,2015,8,5
48095,2015,9,3
48095,2017,9,9
48095,2018,6,6
48095,2018,7,12
48095,2019,8,10
48095,2019,9,7
48095,2020,7,9
48095,2020,8,8
48095,2020,9,2
48095,2021,9,4
48095,2022,6,15
48095,2022,7,16
48095,2022,8,5
48095,2023,6,13
48095,2023,7,15
48095,2023,8,24
48095,2023,9,16
48095,2024,6,8
48095,2024,7,4
48095,2024,8,17
48095,2025,9,3
48097,2015,6,3
48097,2018,6,9
48097,2018,7,11
48097,2020,6,3
48097,2022,6,14
48097,2022,7,21
48097,2022,9,9
48097,2023,6,6
48097,2023,7,5
48097,2023,8,16
48097,2023,9,14
48097,2024,9,5
48099,2015,8,7
48099,2015,9,9
48099,2016,6,3
48099,2016,8,3
48099,2016,9,4
48099,2017,6,7
48099,2017,7,7
48099,2017,9,3
48099,2018,6,17
48099,2018,7,20
48099,2019,9,20
48099,2020,7,11
48099,2020,8,10
48099,2020,9,1
48099,2022,6,22
48099,2022,7,16
48099,2022,8,4
48099,2022,9,9
48099,2023,6,10
48099,2023,7,14
48099,2023,8,23
48099,2023,9,18
48099,2024,6,6
48099,2024,7,4
48099,2024,8,6
48099,2024,9,8
48099,2025,9,3
48101,2015,8,5
48101,2015,9,9
48101,2016,8,6
48101,2016,9,3
48101,2017,6,4
48101,2018,6,6
48101,2018,7,7
48101,2018,8,8
48101,2019,8,8
48101,2019,9,6
48101,2020,6,2
48101,2020,7,5
48101,2020,8,5
48101,2020,9,3
48101,2021,8,3
48101,2022,6,13
48101,2022,7,23
48101,2022,8,5
48101,2022,9,7
48101,2023,6,3
48101,2023,7,10
48101,2023,8,21
48101,2023,9,13
48101,2024,8,16
48101,2024,9,8
48101,2025,8,4
48103,2015,7,3
48103,2015,8,11
48103,2016,7,8
48103,2016,9,3
48103,2017,6,5
48103,2017,9,8
48103,2018,6,3
48103,2018,7,9
48103,2018,8,4
48103,2019,6,4
48103,2019,7,3
48103,2019,8,16
48103,2019,9,3
48103,2020,6,1
48103,2020,7,13
48103,2020,8,10
48103,2020,9,1
48103,2021,6,3
48103,2021,9,4
48103,2022,6,6
48103,2022,7,9
48103,2023,6,15
48103,2023,7,17
48103,2023,8,20
48103,2023,9,22
48103,2024,6,9
48103,2024,7,4
48103,2024,8,14
48103,2024,9,3
48103,2025,8,3
48103,2025,9,4
48105,2015,7,3
48105,2015,8,14
48105,2016,7,10
48105,2016,8,8
48105,2016,9,5
48105,2017,6,6
48105,2017,9,9
48105,2018,6,12
48105,2018,7,15
48105,2019,7,3
48105,2019,8,26
48105,2019,9,11
48105,2020,7,9
48105,2020,8,10
48105,2020,9,3
48105,2021,7,4
48105,2021,9,4
48105,2022,6,12
48105,2022,7,13
48105,2023,6,17
48105,2023,7,17
48105,2023,8,21
48105,2023,9,13
48105,2024,6,9
48105,2024,7,3
48105,2024,8,9
48105,2025,9,3
48107,2015,9,9
48107,2016,7,8
48107,2016,8,3
48107,2017,6,8
48107,2017,9,10
48107,2018,6,7
48107,2018,7,5
48107,2018,8,6
48107,2019,7,3
48107,2019,8,14
48107,2019,9,9
48107,2020,6,2
48107,2020,7,13
48107,2020,8,14
48107,2020,9,3
48107,2021,9,4
48107,2022,6,8
48107,2022,7,26
48107,2022,8,7
48107,2023,6,6
48107,2023,7,6
48107,2023,8,19
48107,2023,9,10
48107,2024,6,8
48107,2024,7,4
48107,2024,8,22
48107,2024,9,5
48107,2025,8,5
48109,2015,8,3
48109,2015,9,3
48109,2016,7,4
48109,2017,6,3
48109,2018,9,3
48109,2019,7,3
48109,2019,8,9
48109,2020,7,7
48109,2020,8,10
48109,2020,9,3
48109,2021,6,3
48109,2021,8,4
48109,2021,9,5
48109,2022,6,6
48109,2023,6,10
48109,2023,7,4
48109,2023,8,9
48109,2023,9,3
48109,2024,8,4
48111,2015,7,4
48111,2015,9,11
48111,2016,6,3
48111,2016,7,13
48111,2016,9,5
48111,2017,6,11
48111,2017,7,10
48111,2017,9,6
48111,2018,6,4
48111,2018,7,6
48111,2018,8,3
48111,2019,7,5
48111,2019,8,15
48111,2019,9,11
48111,2020,6,6
48111,2020,7,7
48111,2020,8,13
48111,2020,9,3
48111,2021,6,9
48111,2021,8,8
48111,2021,9,5
48111,2022,6,5
48111,2022,7,14
48111,2022,9,5
48111,2023,7,8
48111,2023,8,16
48111,2023,9,20
48111,2024,6,8
48111,2024,7,6
48111,2024,8,19
48111,2024,9,11
48111,2025,8,5
48113,2015,6,3
48113,2015,8,4
48113,2016,9,5
48113,2017,9,5
48113,2018,6,21
48113,2018,7,11
48113,2019,9,17
48113,2020,6,3
48113,2020,8,3
48113,2021,6,5
48113,2022,6,15
48113,2022,7,22
48113,2022,9,6
48113,2023,7,12
48113,2023,8,23
48113,2023,9,15
48113,2024,6,1
48113,2024,7,3
48113,2024,8,3
48113,2024,9,4
48113,2025,9,3
48115,2015,9,6
48115,2016,7,8
48115,2017,6,3
48115,2017,9,10
48115,2018,6,6
48115,2018,7,5
48115,2018,8,4
48115,2019,7,3
48115,2019,8,14
48115,2019,9,6
48115,2020,7,10
48115,2020,8,10
48115,2021,9,4
48115,2022,6,4
48115,2022,7,12
48115,2022,8,3
48115,2023,6,9
48115,2023,7,12
48115,2023,8,19
48115,2023,9,13
48115,2024,6,4
48115,2024,8,14
48115,2024,9,3
48115,2025,8,4
48117,2015,7,3
48117,2015,9,6
48117,2016,6,3
48117,2016,7,14
48117,2017,6,7
48117,2018,6,6
48117,2018,7,6
48117,2018,8,5
48117,2019,7,3
48117,2019,8,20
48117,2019,9,1
48117,2020,6,3
48117,2020,7,10
48117,2020,8,11
48117,2020,9,3
48117,2021,8,3
48117,2021,9,4
48117,2022,6,6
48117,2022,7,19
48117,2022,9,3
48117,2023,7,9
48117,2023,8,16
48117,2023,9,18
48117,2024,6,3
48117,2024,7,6
48117,2024,8,12
48117,2024,9,6
48117,2025,8,5
48119,2015,6,4
48119,2015,8,7
48119,2016,7,4
48119,2016,8,8
48119,2016,9,8
48119,2017,9,5
48119,2018,6,18
48119,2018,7,12
48119,2018,9,3
48119,2019,9,16
48119,2020,6,5
48119,2021,6,4
48119,2022,6,16
48119,2022,7,24
48119,2022,8,4
48119,2022,9,7
48119,2023,6,3
48119,2023,7,2
48119,2023,8,22
48119,2023,9,11
48119,2024,6,5
48119,2024,7,4
48119,2024,8,4
48119,2024,9,4
48121,2015,8,6
48121,2017,9,4
48121,2018,6,21
48121,2018,7,11
48121,2019,9,13
48121,2020,6,3
48121,2020,8,4
48121,2021,6,5
48121,2022,6,17
48121,2022,7,24
48121,2022,8,4
48121,2022,9,7
48121,2023,6,10
48121,2023,7,15
48121,2023,8,24
48121,2023,9,19
48121,2024,6,4
48121,2024,7,4
48121,2024,8,6
48121,2024,9,4
48121,2025,9,3
48123,2015,7,3
48123,2015,8,11
48123,2016,7,5
48123,2016,8,11
48123,2016,9,5
48123,2017,7,12
48123,2018,6,13
48123,2018,7,6
48123,2018,8,15
48123,2019,7,2
48123,2019,8,20
48123,2019,9,20
48123,2020,7,10
48123,2020,8,16
48123,2021,9,5
48123,2022,6,24
48123,2022,7,22
48123,2022,8,5
48123,2022,9,4
48123,2023,6,18
48123,2023,7,25
48123,2023,8,30
48123,2023,9,27
