pair,county_fips,a_only,shared,b_only,total_classified_by_either,disagreement_rate_pct,county_name,climate_division,temperature_imputation_pct,fully_imputed_county,data_complete
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48261,475,380,0,855,55.56,Kenedy,South Texas,33.0,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48263,510,268,0,778,65.55,Kent,Low Rolling Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48265,441,176,0,617,71.47,Kerr,Edwards Plateau,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48267,523,154,0,677,77.25,Kimble,Edwards Plateau,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48269,452,174,0,626,72.2,King,Low Rolling Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48271,266,88,0,354,75.14,Kinney,Edwards Plateau,43.5,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48273,513,289,0,802,63.97,Kleberg,South Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48275,393,162,0,555,70.81,Knox,Low Rolling Plains,11.2,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48277,400,130,0,530,75.47,Lamar,North Central,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48279,465,167,0,632,73.58,Lamb,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48281,526,159,0,685,76.79,Lampasas,Edwards Plateau,80.3,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48283,714,516,0,1230,58.05,La Salle,South Texas,0.7,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48285,667,455,0,1122,59.45,Lavaca,South Central,0.8,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48287,447,213,0,660,67.73,Lee,South Central,2.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48289,342,132,0,474,72.15,Leon,East Texas,1.8,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48291,506,229,0,735,68.84,Liberty,Upper Coast,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48293,519,223,0,742,69.95,Limestone,North Central,69.3,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48295,456,144,0,600,76.0,Lipscomb,High Plains,0.4,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48297,529,206,0,735,71.97,Live Oak,South Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48299,453,169,0,622,72.83,Llano,Edwards Plateau,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48301,473,281,0,754,62.73,Loving,Trans-Pecos,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48303,487,199,0,686,70.99,Lubbock,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48305,467,194,0,661,70.65,Lynn,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48307,393,141,0,534,73.6,McCulloch,Edwards Plateau,3.4,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48309,481,223,0,704,68.32,McLennan,North Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48311,382,156,0,538,71.0,McMullen,South Texas,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48313,298,98,0,396,75.25,Madison,East Texas,7.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48315,452,168,0,620,72.9,Marion,East Texas,7.3,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48317,507,271,0,778,65.17,Martin,High Plains,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48319,591,247,0,838,70.53,Mason,Edwards Plateau,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48321,451,295,0,746,60.46,Matagorda,Upper Coast,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48323,159,47,0,206,77.18,Maverick,South Texas,72.4,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48325,493,209,0,702,70.23,Medina,South Central,0.5,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48327,337,117,0,454,74.23,Menard,Edwards Plateau,1.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48329,537,269,0,806,66.63,Midland,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48331,451,183,0,634,71.14,Milam,North Central,26.7,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48333,356,144,0,500,71.2,Mills,North Central,4.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48335,445,131,0,576,77.26,Mitchell,Low Rolling Plains,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48337,337,119,0,456,73.9,Montague,North Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48339,499,260,0,759,65.74,Montgomery,East Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48341,561,273,0,834,67.27,Moore,High Plains,39.0,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48343,318,106,0,424,75.0,Morris,East Texas,0.4,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48345,374,131,0,505,74.06,Motley,Low Rolling Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48347,322,105,0,427,75.41,Nacogdoches,East Texas,1.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48349,554,176,0,730,75.89,Navarro,North Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48351,644,336,0,980,65.71,Newton,East Texas,0.9,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48353,507,166,0,673,75.33,Nolan,Low Rolling Plains,4.5,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48355,498,281,0,779,63.93,Nueces,South Central,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48357,626,314,0,940,66.6,Ochiltree,High Plains,35.8,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48359,394,140,0,534,73.78,Oldham,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48361,475,243,0,718,66.16,Orange,Upper Coast,2.5,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48363,532,261,0,793,67.09,Palo Pinto,North Central,1.6,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48365,504,200,0,704,71.59,Panola,East Texas,1.8,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48367,397,158,0,555,71.53,Parker,North Central,0.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48369,511,261,0,772,66.19,Parmer,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48371,459,282,0,741,61.94,Pecos,Trans-Pecos,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48373,465,123,0,588,79.08,Polk,East Texas,86.0,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48375,448,118,0,566,79.15,Potter,High Plains,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48377,571,513,0,1084,52.68,Presidio,Trans-Pecos,2.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48379,397,144,0,541,73.38,Rains,East Texas,0.5,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48381,349,122,0,471,74.1,Randall,High Plains,8.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48383,480,290,0,770,62.34,Reagan,Edwards Plateau,2.3,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48385,279,121,0,400,69.75,Real,Edwards Plateau,2.5,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48387,553,298,0,851,64.98,Red River,East Texas,0.6,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48389,455,242,0,697,65.28,Reeves,Trans-Pecos,4.4,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48391,425,146,0,571,74.43,Refugio,South Central,3.6,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48393,613,242,0,855,71.7,Roberts,High Plains,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48395,503,286,0,789,63.75,Robertson,East Texas,5.3,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48397,461,254,0,715,64.48,Rockwall,North Central,25.0,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48399,334,140,0,474,70.46,Runnels,Low Rolling Plains,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48401,440,150,0,590,74.58,Rusk,East Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48403,508,271,0,779,65.21,Sabine,East Texas,1.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48405,423,200,0,623,67.9,San Augustine,East Texas,9.2,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48407,543,219,0,762,71.26,San Jacinto,East Texas,100.0,True,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48409,482,246,0,728,66.21,San Patricio,South Central,6.4,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48411,431,128,0,559,77.1,San Saba,Edwards Plateau,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48413,369,171,0,540,68.33,Schleicher,Edwards Plateau,1.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48415,526,222,0,748,70.32,Scurry,Low Rolling Plains,0.3,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48417,346,154,0,500,69.2,Shackelford,North Central,0.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48419,515,140,0,655,78.63,Shelby,East Texas,54.8,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48421,644,461,0,1105,58.28,Sherman,High Plains,58.9,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48423,478,200,0,678,70.5,Smith,East Texas,0.0,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48425,370,127,0,497,74.45,Somervell,North Central,18.3,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48427,602,344,0,946,63.64,Starr,South Texas,2.1,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48429,394,134,0,528,74.62,Stephens,North Central,1.7,False,True
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48431,446,132,0,578,77.16,Sterling,Edwards Plateau,72.4,False,False
MHI_P85_2D_w15_vs_MHI_P95_2D_w15,48433,407,185,0,592,68.75,Stonewall,Low Rolling Plains,0.0,False,True
