state,run_a,run_b,definition_a,definition_b,window_a,window_b,n_axes_differing,axes_differing,single_axis,heatwave_days_a_QA_pooled,heatwave_days_b_QA_pooled,county_dates_shared,county_dates_a_only,county_dates_b_only,jaccard_day_level,dice_day_level,pct_of_a_also_in_b,pct_of_b_also_in_a,count_ratio_b_over_a,county_rank_spearman
TX,TMAX_P95_2D__month_pm7,TMIN_P95_3D__w05,TMAX_P95_2D,TMIN_P95_3D,month_pm7,w05,3,duration+metric+window,,48059,47099,13623,34436,33476,0.1671,0.2863,28.35,28.92,0.98,0.453
TX,TMAX_P90_3D__w05,TMIN_P95_3D__month_pm7,TMAX_P90_3D,TMIN_P95_3D,w05,month_pm7,3,metric+percentile+window,,85949,39412,17945,68004,21467,0.1671,0.2863,20.88,45.53,0.4586,0.5495
TX,TMAX_P95_2D__month_pm7,TMIN_P85_3D__month_pm7,TMAX_P95_2D,TMIN_P85_3D,month_pm7,month_pm7,3,duration+metric+percentile,,48059,138124,26676,21383,111448,0.1672,0.2866,55.51,19.31,2.8741,0.3009
TX,TMIN_P95_2D__month,TMAX_P95_3D__month_pm7,TMIN_P95_2D,TMAX_P95_3D,month,month_pm7,3,duration+metric+window,,61903,32851,13593,48310,19258,0.1675,0.2869,21.96,41.38,0.5307,0.5057
TX,TMIN_P90_3D__month_pm7,TMAX_P95_3D__w15,TMIN_P90_3D,TMAX_P95_3D,month_pm7,w15,3,metric+percentile+window,,87272,38876,18107,69165,20769,0.1676,0.2871,20.75,46.58,0.4455,0.4857
TX,TMAX_P95_2D__month_pm7,TMIN_P95_3D__w15,TMAX_P95_2D,TMIN_P95_3D,month_pm7,w15,3,duration+metric+window,,48059,42638,13068,34991,29570,0.1683,0.2882,27.19,30.65,0.8872,0.4613
TX,TMAX_P95_2D__month,TMIN_P95_3D__w15,TMAX_P95_2D,TMIN_P95_3D,month,w15,3,duration+metric+window,,55270,42638,14122,41148,28516,0.1685,0.2885,25.55,33.12,0.7714,0.493
TX,TMIN_P95_2D__month,TMAX_P95_3D__w15,TMIN_P95_2D,TMAX_P95_3D,month,w15,3,duration+metric+window,,61903,38876,14532,47371,24344,0.1685,0.2884,23.48,37.38,0.628,0.5534
TX,TMAX_P95_2D__month,TMIN_P95_3D__w05,TMAX_P95_2D,TMIN_P95_3D,month,w05,3,duration+metric+window,,55270,47099,14808,40462,32291,0.1691,0.2893,26.79,31.44,0.8522,0.4855
TX,TMIN_P95_2D__month_pm7,TMAX_P95_3D__w15,TMIN_P95_2D,TMAX_P95_3D,month_pm7,w15,3,duration+metric+window,,56590,38876,13867,42723,25009,0.1699,0.2905,24.5,35.67,0.687,0.5647
TX,TMIN_P90_3D__month,TMAX_P95_3D__w05,TMIN_P90_3D,TMAX_P95_3D,month,w05,3,metric+percentile+window,,93161,43977,20001,73160,23976,0.1707,0.2917,21.47,45.48,0.4721,0.4772
TX,TMIN_P85_2D__month_pm7,TMAX_P95_2D__month,TMIN_P85_2D,TMAX_P95_2D,month_pm7,month,3,metric+percentile+window,,174134,55270,33528,140606,21742,0.1712,0.2923,19.25,60.66,0.3174,0.3752
TX,TMAX_P85_2D__w05,TMIN_P95_2D__month_pm7,TMAX_P85_2D,TMIN_P95_2D,w05,month_pm7,3,metric+percentile+window,,166682,56590,32678,134004,23912,0.1715,0.2927,19.6,57.75,0.3395,0.532
TX,TMIN_P85_2D__month,TMAX_P95_2D__w05,TMIN_P85_2D,TMAX_P95_2D,month,w05,3,metric+percentile+window,,182251,62917,35885,146366,27032,0.1715,0.2927,19.69,57.04,0.3452,0.39
TX,MHI_P85_2D__w15,TMAX_P95_3D__w15,MHI_P85_2D,TMAX_P95_3D,w15,w15,3,duration+metric+percentile,,170894,38876,30759,140135,8117,0.1718,0.2933,18.0,79.12,0.2275,0.663
TX,TMAX_P90_2D__w15,TMIN_P95_3D__w15,TMAX_P90_2D,TMIN_P95_3D,w15,w15,3,duration+metric+percentile,,108359,42638,22160,86199,20478,0.172,0.2935,20.45,51.97,0.3935,0.5107
TX,TMIN_P90_2D__w05,TMAX_P95_2D__month,TMIN_P90_2D,TMAX_P95_2D,w05,month,3,metric+percentile+window,,127906,55270,26921,100985,28349,0.1723,0.2939,21.05,48.71,0.4321,0.4267
TX,MHI_P85_2D__month,TMAX_P95_3D__month,MHI_P85_2D,TMAX_P95_3D,month,month,3,duration+metric+percentile,,171115,38426,30813,140302,7613,0.1724,0.2941,18.01,80.19,0.2246,0.6426
TX,TMIN_P95_2D__month_pm7,TMAX_P95_3D__w05,TMIN_P95_2D,TMAX_P95_3D,month_pm7,w05,3,duration+metric+window,,56590,43977,14786,41804,29191,0.1724,0.2941,26.13,33.62,0.7771,0.5769
TX,TMAX_P90_3D__w15,TMIN_P95_3D__month_pm7,TMAX_P90_3D,TMIN_P95_3D,w15,month_pm7,3,metric+percentile+window,,80755,39412,17667,63088,21745,0.1724,0.294,21.88,44.83,0.488,0.5553
TX,TMAX_P85_3D__month,TMIN_P95_3D__w15,TMAX_P85_3D,TMIN_P95_3D,month,w15,3,metric+percentile+window,,124531,42638,24579,99952,18059,0.1724,0.2941,19.74,57.65,0.3424,0.5545
TX,TMIN_P95_2D__month,TMAX_P95_3D__w05,TMIN_P95_2D,TMAX_P95_3D,month,w05,3,duration+metric+window,,61903,43977,15585,46318,28392,0.1726,0.2944,25.18,35.44,0.7104,0.564
TX,TMAX_P85_3D__w05,TMIN_P95_3D__w15,TMAX_P85_3D,TMIN_P95_3D,w05,w15,3,metric+percentile+window,,130118,42638,25431,104687,17207,0.1726,0.2944,19.54,59.64,0.3277,0.5503
TX,TMAX_P95_2D__month,TMIN_P95_3D__month_pm7,TMAX_P95_2D,TMIN_P95_3D,month,month_pm7,3,duration+metric+window,,55270,39412,13981,41289,25431,0.1732,0.2953,25.3,35.47,0.7131,0.503
TX,TMAX_P85_3D__month,TMIN_P95_3D__month_pm7,TMAX_P85_3D,TMIN_P95_3D,month,month_pm7,3,metric+percentile+window,,124531,39412,24206,100325,15206,0.1732,0.2953,19.44,61.42,0.3165,0.5561
TX,TMIN_P85_2D__month_pm7,TMAX_P95_2D__w05,TMIN_P85_2D,TMAX_P95_2D,month_pm7,w05,3,metric+percentile+window,,174134,62917,35033,139101,27884,0.1734,0.2956,20.12,55.68,0.3613,0.4056
TX,TMAX_P90_3D__w05,TMIN_P95_3D__month,TMAX_P90_3D,TMIN_P95_3D,w05,month,3,metric+percentile+window,,85949,43309,19100,66849,24209,0.1734,0.2955,22.22,44.1,0.5039,0.5281
TX,TMIN_P90_3D__month_pm7,TMAX_P95_3D__w05,TMIN_P90_3D,TMAX_P95_3D,month_pm7,w05,3,metric+percentile+window,,87272,43977,19440,67832,24537,0.1739,0.2962,22.28,44.2,0.5039,0.503
TX,TMIN_P90_3D__month_pm7,TMAX_P95_3D__month,TMIN_P90_3D,TMAX_P95_3D,month_pm7,month,3,metric+percentile+window,,87272,38426,18619,68653,19807,0.1739,0.2962,21.33,48.45,0.4403,0.4664
TX,TMAX_P90_2D__month_pm7,TMIN_P95_3D__month_pm7,TMAX_P90_2D,TMIN_P95_3D,month_pm7,month_pm7,3,duration+metric+percentile,,97478,39412,20294,77184,19118,0.1741,0.2965,20.82,51.49,0.4043,0.4978
TX,TMIN_P90_3D__w05,TMAX_P95_3D__w15,TMIN_P90_3D,TMAX_P95_3D,w05,w15,3,metric+percentile+window,,95876,38876,20001,75875,18875,0.1743,0.2969,20.86,51.45,0.4055,0.4812
TX,TMAX_P90_2D__w05,TMIN_P95_3D__w05,TMAX_P90_2D,TMIN_P95_3D,w05,w05,3,duration+metric+percentile,,114603,47099,24083,90520,23016,0.175,0.2979,21.01,51.13,0.411,0.4987
TX,TMAX_P85_2D__w15,TMIN_P95_2D__month_pm7,TMAX_P85_2D,TMIN_P95_2D,w15,month_pm7,3,metric+percentile+window,,161004,56590,32417,128587,24173,0.1751,0.298,20.13,57.28,0.3515,0.5195
TX,TMIN_P90_2D__w15,TMAX_P95_2D__month,TMIN_P90_2D,TMAX_P95_2D,w15,month,3,metric+percentile+window,,121777,55270,26401,95376,28869,0.1753,0.2982,21.68,47.77,0.4539,0.4338
TX,TMIN_P90_2D__month,TMAX_P95_2D__month_pm7,TMIN_P90_2D,TMAX_P95_2D,month,month_pm7,3,metric+percentile+window,,122363,48059,25484,96879,22575,0.1758,0.2991,20.83,53.03,0.3928,0.3883
TX,TMAX_P95_2D__month_pm7,TMIN_P95_3D__month,TMAX_P95_2D,TMIN_P95_3D,month_pm7,month,3,duration+metric+window,,48059,43309,13682,34377,29627,0.1761,0.2995,28.47,31.59,0.9012,0.4673
TX,TMAX_P90_2D__month,TMIN_P95_3D__month,TMAX_P90_2D,TMIN_P95_3D,month,month,3,duration+metric+percentile,,106769,43309,22584,84185,20725,0.1771,0.301,21.15,52.15,0.4056,0.5187
TX,TMAX_P85_3D__month_pm7,TMIN_P95_3D__w15,TMAX_P85_3D,TMIN_P95_3D,month_pm7,w15,3,metric+percentile+window,,115678,42638,23833,91845,18805,0.1772,0.3011,20.6,55.9,0.3686,0.5459
TX,TMIN_P95_2D__w05,TMAX_P95_3D__w15,TMIN_P95_2D,TMAX_P95_3D,w05,w15,3,duration+metric+window,,67525,38876,16025,51500,22851,0.1773,0.3012,23.73,41.22,0.5757,0.5374
TX,TMIN_P95_2D__month_pm7,TMAX_P95_3D__month,TMIN_P95_2D,TMAX_P95_3D,month_pm7,month,3,duration+metric+window,,56590,38426,14332,42258,24094,0.1776,0.3017,25.33,37.3,0.679,0.5396
TX,TMAX_P85_3D__month,TMIN_P95_3D__w05,TMAX_P85_3D,TMIN_P95_3D,month,w05,3,metric+percentile+window,,124531,47099,25948,98583,21151,0.1781,0.3024,20.84,55.09,0.3782,0.5474
TX,TMAX_P90_3D__w15,TMIN_P95_3D__month,TMAX_P90_3D,TMIN_P95_3D,w15,month,3,metric+percentile+window,,80755,43309,18770,61985,24539,0.1783,0.3026,23.24,43.34,0.5363,0.5375
TX,TMAX_P95_2D__month,TMIN_P85_3D__month,TMAX_P95_2D,TMIN_P85_3D,month,month,3,duration+metric+percentile,,55270,145237,30349,24921,114888,0.1784,0.3027,54.91,20.9,2.6278,0.3327
TX,TMIN_P85_2D__w15,TMAX_P95_2D__w05,TMIN_P85_2D,TMAX_P95_2D,w15,w05,3,metric+percentile+window,,181444,62917,37070,144374,25847,0.1788,0.3034,20.43,58.92,0.3468,0.4053
TX,TMAX_P95_2D__w15,TMIN_P85_3D__w15,TMAX_P95_2D,TMIN_P85_3D,w15,w15,3,duration+metric+percentile,,56576,143020,30280,26296,112740,0.1788,0.3034,53.52,21.17,2.5279,0.3804
TX,TMAX_P95_2D__w05,TMIN_P95_3D__w15,TMAX_P95_2D,TMIN_P95_3D,w05,w15,3,duration+metric+window,,62917,42638,16077,46840,26561,0.1797,0.3046,25.55,37.71,0.6777,0.5143
TX,TMIN_P90_2D__month,TMAX_P95_2D__w15,TMIN_P90_2D,TMAX_P95_2D,month,w15,3,metric+percentile+window,,122363,56576,27347,95016,29229,0.1804,0.3057,22.35,48.34,0.4624,0.4457
TX,TMAX_P85_2D__w05,TMIN_P95_2D__month,TMAX_P85_2D,TMIN_P95_2D,w05,month,3,metric+percentile+window,,166682,61903,34985,131697,26918,0.1807,0.3061,20.99,56.52,0.3714,0.5277
TX,TMIN_P90_2D__month_pm7,TMAX_P95_2D__w15,TMIN_P90_2D,TMAX_P95_2D,month_pm7,w15,3,metric+percentile+window,,115028,56576,26442,88586,30134,0.1822,0.3082,22.99,46.74,0.4918,0.4536
TX,TMAX_P85_3D__month_pm7,TMIN_P95_3D__w05,TMAX_P85_3D,TMIN_P95_3D,month_pm7,w05,3,metric+percentile+window,,115678,47099,25088,90590,22011,0.1822,0.3082,21.69,53.27,0.4072,0.5388
TX,TMAX_P90_2D__w05,TMIN_P95_2D__month_pm7,TMAX_P90_2D,TMIN_P95_2D,w05,month_pm7,3,metric+percentile+window,,114603,56590,26448,88155,30142,0.1827,0.309,23.08,46.74,0.4938,0.5263
TX,TMAX_P95_2D__w15,TMIN_P95_3D__w05,TMAX_P95_2D,TMIN_P95_3D,w15,w05,3,duration+metric+window,,56576,47099,16044,40532,31055,0.1831,0.3095,28.36,34.06,0.8325,0.5029
TX,TMIN_P90_3D__w15,TMAX_P95_3D__w05,TMIN_P90_3D,TMAX_P95_3D,w15,w05,3,metric+percentile+window,,91133,43977,20986,70147,22991,0.1839,0.3107,23.03,47.72,0.4826,0.5033
TX,TMAX_P85_2D__w15,TMIN_P95_2D__month,TMAX_P85_2D,TMIN_P95_2D,w15,month,3,metric+percentile+window,,161004,61903,34695,126309,27208,0.1843,0.3113,21.55,56.05,0.3845,0.5183
TX,TMAX_P95_2D__month_pm7,TMIN_P90_3D__month_pm7,TMAX_P95_2D,TMIN_P90_3D,month_pm7,month_pm7,3,duration+metric+percentile,,48059,87272,21056,27003,66216,0.1843,0.3112,43.81,24.13,1.8159,0.3835
TX,TMAX_P85_3D__w15,TMIN_P95_3D__w05,TMAX_P85_3D,TMIN_P95_3D,w15,w05,3,metric+percentile+window,,124812,47099,26777,98035,20322,0.1845,0.3115,21.45,56.85,0.3774,0.5317
TX,TMIN_P90_2D__w05,TMAX_P95_2D__w15,TMIN_P90_2D,TMAX_P95_2D,w05,w15,3,metric+percentile+window,,127906,56576,28911,98995,27665,0.1858,0.3134,22.6,51.1,0.4423,0.4527
TX,TMAX_P90_3D__month,TMIN_P95_3D__w15,TMAX_P90_3D,TMIN_P95_3D,month,w15,3,metric+percentile+window,,80451,42638,19319,61132,23319,0.1862,0.3139,24.01,45.31,0.53,0.5513
TX,TMAX_P95_2D__w05,TMIN_P85_3D__w05,TMAX_P95_2D,TMIN_P85_3D,w05,w05,3,duration+metric+percentile,,62917,148116,33166,29751,114950,0.1865,0.3143,52.71,22.39,2.3541,0.3849
TX,TMAX_P85_3D__month_pm7,TMIN_P95_3D__month,TMAX_P85_3D,TMIN_P95_3D,month_pm7,month,3,metric+percentile+window,,115678,43309,25011,90667,18298,0.1867,0.3146,21.62,57.75,0.3744,0.5378
TX,MHI_P85_2D__w05,TMAX_P95_3D__w05,MHI_P85_2D,TMAX_P95_3D,w05,w05,3,duration+metric+percentile,,177271,43977,34884,142387,9093,0.1872,0.3153,19.68,79.32,0.2481,0.676
TX,TMAX_P90_2D__w15,TMIN_P95_2D__month_pm7,TMAX_P90_2D,TMIN_P95_2D,w15,month_pm7,3,metric+percentile+window,,108359,56590,26010,82349,30580,0.1872,0.3154,24.0,45.96,0.5222,0.5262
TX,TMIN_P90_2D__month,TMAX_P95_2D__w05,TMIN_P90_2D,TMAX_P95_2D,month,w05,3,metric+percentile+window,,122363,62917,29316,93047,33601,0.188,0.3165,23.96,46.59,0.5142,0.45
TX,TMIN_P95_2D__w15,TMAX_P95_3D__w05,TMIN_P95_2D,TMAX_P95_3D,w15,w05,3,duration+metric+window,,61496,43977,16717,44779,27260,0.1883,0.317,27.18,38.01,0.7151,0.5671
TX,TMAX_P90_3D__month,TMIN_P95_3D__month_pm7,TMAX_P90_3D,TMIN_P95_3D,month,month_pm7,3,metric+percentile+window,,80451,39412,19003,61448,20409,0.1884,0.3171,23.62,48.22,0.4899,0.5618
TX,TMAX_P90_3D__month,TMIN_P95_3D__w05,TMAX_P90_3D,TMIN_P95_3D,month,w05,3,metric+percentile+window,,80451,47099,20263,60188,26836,0.1889,0.3177,25.19,43.02,0.5854,0.5436
TX,TMIN_P90_2D__month_pm7,TMAX_P95_2D__w05,TMIN_P90_2D,TMAX_P95_2D,month_pm7,w05,3,metric+percentile+window,,115028,62917,28296,86732,34621,0.1891,0.318,24.6,44.97,0.547,0.4591
TX,TMAX_P90_3D__month_pm7,TMIN_P95_3D__w15,TMAX_P90_3D,TMIN_P95_3D,month_pm7,w15,3,metric+percentile+window,,72426,42638,18343,54083,24295,0.1896,0.3188,25.33,43.02,0.5887,0.5428
TX,TMAX_P90_2D__w05,TMIN_P95_2D__month,TMAX_P90_2D,TMIN_P95_2D,w05,month,3,metric+percentile+window,,114603,61903,28233,86370,33670,0.1904,0.3199,24.64,45.61,0.5402,0.5209
TX,TMAX_P90_3D__month_pm7,TMIN_P95_3D__w05,TMAX_P90_3D,TMIN_P95_3D,month_pm7,w05,3,metric+percentile+window,,72426,47099,19188,53238,27911,0.1912,0.3211,26.49,40.74,0.6503,0.5347
TX,TMIN_P90_2D__month_pm7,TMAX_P95_2D__month,TMIN_P90_2D,TMAX_P95_2D,month_pm7,month,3,metric+percentile+window,,115028,55270,27364,87664,27906,0.1914,0.3214,23.79,49.51,0.4805,0.4304
TX,TMAX_P95_2D__month,TMIN_P90_3D__month,TMAX_P95_2D,TMIN_P90_3D,month,month,3,duration+metric+percentile,,55270,93161,23884,31386,69277,0.1918,0.3218,43.21,25.64,1.6856,0.4043
TX,TMAX_P90_3D__w05,TMIN_P95_3D__w15,TMAX_P90_3D,TMIN_P95_3D,w05,w15,3,metric+percentile+window,,85949,42638,20692,65257,21946,0.1918,0.3218,24.07,48.53,0.4961,0.5407
TX,TMAX_P85_2D__w05,TMIN_P95_2D__w15,TMAX_P85_2D,TMIN_P95_2D,w05,w15,3,metric+percentile+window,,166682,61496,36832,129850,24664,0.1925,0.3228,22.1,59.89,0.3689,0.5393
TX,TMAX_P85_2D__month,TMIN_P95_2D__w15,TMAX_P85_2D,TMIN_P95_2D,month,w15,3,metric+percentile+window,,158349,61496,35646,122703,25850,0.1935,0.3243,22.51,57.96,0.3884,0.5508
TX,TMAX_P95_2D__w15,TMIN_P90_3D__w15,TMAX_P95_2D,TMIN_P90_3D,w15,w15,3,duration+metric+percentile,,56576,91133,23957,32619,67176,0.1936,0.3244,42.34,26.29,1.6108,0.4526
TX,TMAX_P90_2D__w15,TMIN_P95_2D__month,TMAX_P90_2D,TMIN_P95_2D,w15,month,3,metric+percentile+window,,108359,61903,27720,80639,34183,0.1945,0.3256,25.58,44.78,0.5713,0.5239
TX,MHI_P85_2D__w05,TMAX_P95_2D__month_pm7,MHI_P85_2D,TMAX_P95_2D,w05,month_pm7,3,metric+percentile+window,,177271,48059,36730,140541,11329,0.1948,0.326,20.72,76.43,0.2711,0.6113
TX,TMAX_P85_2D__month,TMIN_P95_2D__month_pm7,TMAX_P85_2D,TMIN_P95_2D,month,month_pm7,3,metric+percentile+window,,158349,56590,35205,123144,21385,0.1959,0.3276,22.23,62.21,0.3574,0.5386
TX,TMAX_P85_2D__w05,TMAX_P95_3D__month_pm7,TMAX_P85_2D,TMAX_P95_3D,w05,month_pm7,3,duration+percentile+window,,166682,32851,32848,133834,3,0.1971,0.3292,19.71,99.99,0.1971,0.881
TX,TMIN_P90_2D__w15,TMAX_P95_2D__w05,TMIN_P90_2D,TMAX_P95_2D,w15,w05,3,metric+percentile+window,,121777,62917,30436,91341,32481,0.1973,0.3296,24.99,48.37,0.5167,0.4633
TX,TMAX_P85_2D__month_pm7,TMIN_P95_2D__w15,TMAX_P85_2D,TMIN_P95_2D,month_pm7,w15,3,metric+percentile+window,,148222,61496,34552,113670,26944,0.1973,0.3295,23.31,56.19,0.4149,0.5371
TX,TMAX_P95_3D__month_pm7,MHI_P90_3D__w05,TMAX_P95_3D,MHI_P90_3D,month_pm7,w05,3,metric+percentile+window,,32851,82824,19089,13762,63735,0.1976,0.33,58.11,23.05,2.5212,0.6499
TX,TMAX_P90_3D__month_pm7,TMIN_P95_3D__month,TMAX_P90_3D,TMIN_P95_3D,month_pm7,month,3,metric+percentile+window,,72426,43309,19146,53280,24163,0.1982,0.3309,26.44,44.21,0.598,0.5335
TX,TMAX_P85_2D__month,TMIN_P95_2D__w05,TMAX_P85_2D,TMIN_P95_2D,month,w05,3,metric+percentile+window,,158349,67525,37422,120927,30103,0.1986,0.3314,23.63,55.42,0.4264,0.5334
TX,MHI_P85_2D__w15,TMAX_P95_2D__month_pm7,MHI_P85_2D,TMAX_P95_2D,w15,month_pm7,3,metric+percentile+window,,170894,48059,36422,134472,11637,0.1995,0.3327,21.31,75.79,0.2812,0.6202
TX,TMAX_P95_2D__w05,TMIN_P90_3D__w05,TMAX_P95_2D,TMIN_P90_3D,w05,w05,3,duration+metric+percentile,,62917,95876,26417,36500,69459,0.1996,0.3327,41.99,27.55,1.5238,0.4541
TX,MHI_P95_2D__month_pm7,TMAX_P85_2D__w05,MHI_P95_2D,TMAX_P85_2D,month_pm7,w05,3,metric+percentile+window,,45107,166682,35365,9742,131317,0.2005,0.334,78.4,21.22,3.6953,0.7411
TX,MHI_P90_2D__month_pm7,TMAX_P95_3D__month_pm7,MHI_P90_2D,TMAX_P95_3D,month_pm7,month_pm7,3,duration+metric+percentile,,99482,32851,22169,77313,10682,0.2012,0.335,22.28,67.48,0.3302,0.6357
TX,TMAX_P90_3D__w15,TMIN_P95_3D__w05,TMAX_P90_3D,TMIN_P95_3D,w15,w05,3,metric+percentile+window,,80755,47099,21441,59314,25658,0.2015,0.3354,26.55,45.52,0.5832,0.5408
TX,TMAX_P85_2D__month_pm7,TMIN_P95_2D__w05,TMAX_P85_2D,TMIN_P95_2D,month_pm7,w05,3,metric+percentile+window,,148222,67525,36194,112028,31331,0.2016,0.3355,24.42,53.6,0.4556,0.5187
TX,TMAX_P95_3D__month_pm7,MHI_P90_3D__w15,TMAX_P95_3D,MHI_P90_3D,month_pm7,w15,3,metric+percentile+window,,32851,77785,18582,14269,59203,0.2019,0.3359,56.56,23.89,2.3678,0.6513
TX,TMAX_P90_2D__month,TMIN_P95_2D__w15,TMAX_P90_2D,TMIN_P95_2D,month,w15,3,metric+percentile+window,,106769,61496,28358,78411,33138,0.2027,0.3371,26.56,46.11,0.576,0.5422
TX,TMAX_P85_2D__w15,TMIN_P95_2D__w05,TMAX_P85_2D,TMIN_P95_2D,w15,w05,3,metric+percentile+window,,161004,67525,38560,122444,28965,0.203,0.3375,23.95,57.1,0.4194,0.5102
TX,MHI_P95_2D__w05,TMAX_P95_3D__month_pm7,MHI_P95_2D,TMAX_P95_3D,w05,month_pm7,3,duration+metric+window,,58890,32851,15499,43391,17352,0.2033,0.3379,26.32,47.18,0.5578,0.6445
TX,TMAX_P90_2D__month,TMIN_P95_2D__w05,TMAX_P90_2D,TMIN_P95_2D,month,w05,3,metric+percentile+window,,106769,67525,29535,77234,37990,0.204,0.3389,27.66,43.74,0.6324,0.5251
TX,TMAX_P85_2D__w15,TMAX_P95_3D__month_pm7,TMAX_P85_2D,TMAX_P95_3D,w15,month_pm7,3,duration+percentile+window,,161004,32851,32851,128153,0,0.204,0.3389,20.4,100.0,0.204,0.8848
TX,TMAX_P90_2D__month_pm7,TMIN_P95_2D__w15,TMAX_P90_2D,TMIN_P95_2D,month_pm7,w15,3,metric+percentile+window,,97478,61496,26976,70502,34520,0.2044,0.3394,27.67,43.87,0.6309,0.5172
TX,TMAX_P90_2D__month_pm7,TMIN_P95_2D__w05,TMAX_P90_2D,TMIN_P95_2D,month_pm7,w05,3,metric+percentile+window,,97478,67525,28026,69452,39499,0.2046,0.3397,28.75,41.5,0.6927,0.499
TX,TMAX_P90_2D__w05,TMIN_P95_2D__w15,TMAX_P90_2D,TMIN_P95_2D,w05,w15,3,metric+percentile+window,,114603,61496,30014,84589,31482,0.2055,0.3409,26.19,48.81,0.5366,0.5282
TX,MHI_P95_2D__month_pm7,TMAX_P85_2D__w15,MHI_P95_2D,TMAX_P85_2D,month_pm7,w15,3,metric+percentile+window,,45107,161004,35221,9886,125783,0.2061,0.3418,78.08,21.88,3.5694,0.7368
TX,MHI_P95_2D__w15,TMAX_P95_3D__month_pm7,MHI_P95_2D,TMAX_P95_3D,w15,month_pm7,3,duration+metric+window,,52786,32851,14639,38147,18212,0.2062,0.3419,27.73,44.56,0.6223,0.6531
TX,TMAX_P85_2D__month,TMAX_P95_3D__month_pm7,TMAX_P85_2D,TMAX_P95_3D,month,month_pm7,3,duration+percentile+window,,158349,32851,32851,125498,0,0.2075,0.3436,20.75,100.0,0.2075,0.8806
TX,TMAX_P90_2D__month,TMIN_P95_2D__month_pm7,TMAX_P90_2D,TMIN_P95_2D,month,month_pm7,3,metric+percentile+window,,106769,56590,28195,78574,28395,0.2086,0.3452,26.41,49.82,0.53,0.5384
TX,TMAX_P90_3D__month_pm7,TMIN_P85_3D__w05,TMAX_P90_3D,TMIN_P85_3D,month_pm7,w05,3,metric+percentile+window,,72426,148116,38069,34357,110047,0.2086,0.3452,52.56,25.7,2.0451,0.4235
TX,TMIN_P90_2D__w05,TMAX_P90_3D__month_pm7,TMIN_P90_2D,TMAX_P90_3D,w05,month_pm7,3,duration+metric+window,,127906,72426,34632,93274,37794,0.209,0.3457,27.08,47.82,0.5662,0.4717
TX,TMAX_P85_2D__month_pm7,TMIN_P95_2D__month,TMAX_P85_2D,TMIN_P95_2D,month_pm7,month,3,metric+percentile+window,,148222,61903,36461,111761,25442,0.21,0.347,24.6,58.9,0.4176,0.5257
TX,TMIN_P85_2D__w05,TMIN_P95_3D__month_pm7,TMIN_P85_2D,TMIN_P95_3D,w05,month_pm7,3,duration+percentile+window,,187198,39412,39406,147792,6,0.2105,0.3478,21.05,99.98,0.2105,0.9143
TX,TMAX_P90_3D__month_pm7,TMIN_P85_3D__w15,TMAX_P90_3D,TMIN_P85_3D,month_pm7,w15,3,metric+percentile+window,,72426,143020,37553,34873,105467,0.2111,0.3486,51.85,26.26,1.9747,0.43
TX,TMAX_P90_2D__w05,TMIN_P90_3D__month_pm7,TMAX_P90_2D,TMIN_P90_3D,w05,month_pm7,3,duration+metric+window,,114603,87272,35291,79312,51981,0.2119,0.3496,30.79,40.44,0.7615,0.4407
TX,TMIN_P90_2D__w15,TMAX_P90_3D__month_pm7,TMIN_P90_2D,TMAX_P90_3D,w15,month_pm7,3,duration+metric+window,,121777,72426,33961,87816,38465,0.2119,0.3497,27.89,46.89,0.5947,0.4797
TX,TMIN_P95_2D__w15,TMAX_P85_3D__w15,TMIN_P95_2D,TMAX_P85_3D,w15,w15,3,duration+metric+percentile,,61496,124812,32572,28924,92240,0.2119,0.3497,52.97,26.1,2.0296,0.5486
TX,TMAX_P90_2D__w15,TMIN_P95_2D__w05,TMAX_P90_2D,TMIN_P95_2D,w15,w05,3,metric+percentile+window,,108359,67525,30819,77540,36706,0.2124,0.3504,28.44,45.64,0.6232,0.5123
TX,TMIN_P85_2D__month_pm7,TMAX_P90_3D__month_pm7,TMIN_P85_2D,TMAX_P90_3D,month_pm7,month_pm7,3,duration+metric+percentile,,174134,72426,43454,130680,28972,0.2139,0.3525,24.95,60.0,0.4159,0.4463
TX,MHI_P90_2D__month,TMAX_P95_3D__month,MHI_P90_2D,TMAX_P95_3D,month,month,3,duration+metric+percentile,,110334,38426,26228,84106,12198,0.2141,0.3526,23.77,68.26,0.3483,0.6414
TX,MHI_P90_2D__w15,TMAX_P95_3D__w15,MHI_P90_2D,TMAX_P95_3D,w15,w15,3,duration+metric+percentile,,110243,38876,26328,83915,12548,0.2144,0.3531,23.88,67.72,0.3526,0.6594
TX,TMIN_P95_2D__month_pm7,TMAX_P90_3D__month_pm7,TMIN_P95_2D,TMAX_P90_3D,month_pm7,month_pm7,3,duration+metric+percentile,,56590,72426,22788,33802,49638,0.2145,0.3533,40.27,31.46,1.2798,0.5517
TX,MHI_P85_2D__month_pm7,TMIN_P95_3D__month_pm7,MHI_P85_2D,TMIN_P95_3D,month_pm7,month_pm7,3,duration+metric+percentile,,159534,39412,35153,124381,4259,0.2146,0.3534,22.03,89.19,0.247,0.7782
TX,TMAX_P90_2D__w15,TMIN_P90_3D__month_pm7,TMAX_P90_2D,TMIN_P90_3D,w15,month_pm7,3,duration+metric+window,,108359,87272,34560,73799,52712,0.2146,0.3533,31.89,39.6,0.8054,0.4388
