state,run_a,run_b,definition_a,definition_b,window_a,window_b,n_axes_differing,axes_differing,single_axis,heatwave_days_a_QA_pooled,heatwave_days_b_QA_pooled,county_dates_shared,county_dates_a_only,county_dates_b_only,jaccard_day_level,dice_day_level,pct_of_a_also_in_b,pct_of_b_also_in_a,count_ratio_b_over_a,county_rank_spearman
TX,TMIN_P95_2D__w05,TMAX_P85_3D__w05,TMIN_P95_2D,TMAX_P85_3D,w05,w05,3,duration+metric+percentile,,67525,130118,34952,32573,95166,0.2148,0.3537,51.76,26.86,1.927,0.5375
TX,TMIN_P95_2D__month_pm7,TMAX_P85_3D__month_pm7,TMIN_P95_2D,TMAX_P85_3D,month_pm7,month_pm7,3,duration+metric+percentile,,56590,115678,30511,26079,85167,0.2152,0.3542,53.92,26.38,2.0441,0.5545
TX,MHI_P85_2D__w15,TMIN_P95_3D__w15,MHI_P85_2D,TMIN_P95_3D,w15,w15,3,duration+metric+percentile,,170894,42638,37865,133029,4773,0.2155,0.3547,22.16,88.81,0.2495,0.7857
TX,TMAX_P90_2D__w05,TMIN_P90_3D__month,TMAX_P90_2D,TMIN_P90_3D,w05,month,3,duration+metric+window,,114603,93161,36878,77725,56283,0.2158,0.355,32.18,39.59,0.8129,0.4266
TX,MHI_P85_2D__month,TMAX_P95_2D__month_pm7,MHI_P85_2D,TMAX_P95_2D,month,month_pm7,3,metric+percentile+window,,171115,48059,38957,132158,9102,0.2162,0.3555,22.77,81.06,0.2809,0.634
TX,TMIN_P85_2D__month,TMIN_P95_3D__month_pm7,TMIN_P85_2D,TMIN_P95_3D,month,month_pm7,3,duration+percentile+window,,182251,39412,39412,142839,0,0.2163,0.3556,21.63,100.0,0.2163,0.9131
TX,MHI_P85_2D__w05,TMAX_P95_2D__month,MHI_P85_2D,TMAX_P95_2D,w05,month,3,metric+percentile+window,,177271,55270,41406,135865,13864,0.2166,0.3561,23.36,74.92,0.3118,0.641
TX,MHI_P95_2D__month_pm7,TMIN_P85_2D__w05,MHI_P95_2D,TMIN_P85_2D,month_pm7,w05,3,metric+percentile+window,,45107,187198,41395,3712,145803,0.2168,0.3564,91.77,22.11,4.1501,0.7439
TX,TMIN_P95_2D__w05,TMAX_P90_3D__w05,TMIN_P95_2D,TMAX_P90_3D,w05,w05,3,duration+metric+percentile,,67525,85949,27361,40164,58588,0.217,0.3566,40.52,31.83,1.2728,0.5298
TX,TMIN_P90_2D__w05,TMAX_P90_3D__month,TMIN_P90_2D,TMAX_P90_3D,w05,month,3,duration+metric+window,,127906,80451,37173,90733,43278,0.2172,0.3568,29.06,46.21,0.629,0.4879
TX,TMIN_P85_2D__w15,TMIN_P95_3D__month_pm7,TMIN_P85_2D,TMIN_P95_3D,w15,month_pm7,3,duration+percentile+window,,181444,39412,39412,142032,0,0.2172,0.3569,21.72,100.0,0.2172,0.9182
TX,TMIN_P95_2D__w15,TMAX_P90_3D__w15,TMIN_P95_2D,TMAX_P90_3D,w15,w15,3,duration+metric+percentile,,61496,80755,25430,36066,55325,0.2177,0.3575,41.35,31.49,1.3132,0.554
TX,TMAX_P90_2D__month_pm7,TMIN_P95_2D__month,TMAX_P90_2D,TMIN_P95_2D,month_pm7,month,3,metric+percentile+window,,97478,61903,28511,68967,33392,0.2179,0.3578,29.25,46.06,0.635,0.5097
TX,TMAX_P90_3D__month,TMIN_P85_3D__w05,TMAX_P90_3D,TMIN_P85_3D,month,w05,3,metric+percentile+window,,80451,148116,40903,39548,107213,0.218,0.3579,50.84,27.62,1.8411,0.4373
TX,TMAX_P90_2D__w15,TMIN_P90_3D__month,TMAX_P90_2D,TMIN_P90_3D,w15,month,3,duration+metric+window,,108359,93161,36077,72282,57084,0.2181,0.358,33.29,38.73,0.8597,0.4277
TX,TMIN_P95_2D__month,TMAX_P90_3D__month,TMIN_P95_2D,TMAX_P90_3D,month,month,3,duration+metric+percentile,,61903,80451,25497,36406,54954,0.2182,0.3582,41.19,31.69,1.2996,0.5535
TX,TMIN_P85_2D__w15,TMAX_P90_3D__w15,TMIN_P85_2D,TMAX_P90_3D,w15,w15,3,duration+metric+percentile,,181444,80755,47004,134440,33751,0.2184,0.3585,25.91,58.21,0.4451,0.4425
TX,TMAX_P95_3D__month,MHI_P90_3D__w05,TMAX_P95_3D,MHI_P90_3D,month,w05,3,metric+percentile+window,,38426,82824,21752,16674,61072,0.2186,0.3588,56.61,26.26,2.1554,0.6702
TX,TMIN_P90_2D__w15,TMAX_P90_3D__month,TMIN_P90_2D,TMAX_P90_3D,w15,month,3,duration+metric+window,,121777,80451,36416,85361,44035,0.2196,0.3601,29.9,45.26,0.6606,0.4956
TX,MHI_P95_2D__w05,TMAX_P95_3D__month,MHI_P95_2D,TMAX_P95_3D,w05,month,3,duration+metric+window,,58890,38426,17549,41341,20877,0.22,0.3607,29.8,45.67,0.6525,0.6566
TX,TMIN_P95_2D__month,TMAX_P85_3D__month,TMIN_P95_2D,TMAX_P85_3D,month,month,3,duration+metric+percentile,,61903,124531,33622,28281,90909,0.22,0.3607,54.31,27.0,2.0117,0.5519
TX,TMAX_P90_3D__month,TMIN_P85_3D__w15,TMAX_P90_3D,TMIN_P85_3D,month,w15,3,metric+percentile+window,,80451,143020,40354,40097,102666,0.2204,0.3612,50.16,28.22,1.7777,0.4435
TX,TMAX_P90_3D__w15,TMIN_P85_3D__month,TMAX_P90_3D,TMIN_P85_3D,w15,month,3,metric+percentile+window,,80755,145237,40851,39904,104386,0.2206,0.3615,50.59,28.13,1.7985,0.4133
TX,MHI_P85_2D__month,TMIN_P95_3D__month,MHI_P85_2D,TMIN_P95_3D,month,month,3,duration+metric+percentile,,171115,43309,38765,132350,4544,0.2207,0.3616,22.65,89.51,0.2531,0.788
TX,MHI_P85_2D__w15,TMAX_P95_2D__month,MHI_P85_2D,TMAX_P95_2D,w15,month,3,metric+percentile+window,,170894,55270,40927,129967,14343,0.2209,0.3619,23.95,74.05,0.3234,0.6488
TX,MHI_P95_2D__w15,TMAX_P95_3D__month,MHI_P95_2D,TMAX_P95_3D,w15,month,3,duration+metric+window,,52786,38426,16509,36277,21917,0.221,0.362,31.28,42.96,0.728,0.6656
TX,TMIN_P90_2D__month,TMAX_P90_3D__w15,TMIN_P90_2D,TMAX_P90_3D,month,w15,3,duration+metric+window,,122363,80755,36772,85591,43983,0.2211,0.3621,30.05,45.54,0.66,0.4793
TX,TMAX_P95_3D__month,MHI_P90_3D__w15,TMAX_P95_3D,MHI_P90_3D,month,w15,3,metric+percentile+window,,38426,77785,21048,17378,56737,0.2212,0.3622,54.78,27.06,2.0243,0.6716
TX,TMAX_P90_2D__month_pm7,TMIN_P90_3D__w15,TMAX_P90_2D,TMIN_P90_3D,month_pm7,w15,3,duration+metric+window,,97478,91133,34185,63293,56948,0.2214,0.3625,35.07,37.51,0.9349,0.4402
TX,TMAX_P90_3D__w15,TMIN_P85_3D__month_pm7,TMAX_P90_3D,TMIN_P85_3D,w15,month_pm7,3,metric+percentile+window,,80755,138124,39689,41066,98435,0.2215,0.3627,49.15,28.73,1.7104,0.4365
TX,TMIN_P90_2D__month_pm7,TMAX_P90_3D__w15,TMIN_P90_2D,TMAX_P90_3D,month_pm7,w15,3,duration+metric+window,,115028,80755,35527,79501,45228,0.2217,0.3629,30.89,43.99,0.702,0.5022
TX,TMAX_P90_2D__month_pm7,TMIN_P90_3D__w05,TMAX_P90_2D,TMIN_P90_3D,month_pm7,w05,3,duration+metric+window,,97478,95876,35174,62304,60702,0.2224,0.3638,36.08,36.69,0.9836,0.4389
TX,TMIN_P90_2D__month,TMAX_P90_3D__w05,TMIN_P90_2D,TMAX_P90_3D,month,w05,3,duration+metric+window,,122363,85949,37970,84393,47979,0.2229,0.3645,31.03,44.18,0.7024,0.4723
TX,TMIN_P90_2D__month_pm7,TMAX_P90_3D__w05,TMIN_P90_2D,TMAX_P90_3D,month_pm7,w05,3,duration+metric+window,,115028,85949,36626,78402,49323,0.2229,0.3645,31.84,42.61,0.7472,0.4979
TX,TMAX_P90_2D__month,TMIN_P90_3D__w15,TMAX_P90_2D,TMIN_P90_3D,month,w15,3,duration+metric+window,,106769,91133,36153,70616,54980,0.2235,0.3654,33.86,39.67,0.8536,0.4655
TX,TMIN_P85_2D__w05,TMAX_P90_3D__w05,TMIN_P85_2D,TMAX_P90_3D,w05,w05,3,duration+metric+percentile,,187198,85949,49900,137298,36049,0.2235,0.3654,26.66,58.06,0.4591,0.4317
TX,TMAX_P90_3D__w05,TMIN_P85_3D__month,TMAX_P90_3D,TMIN_P85_3D,w05,month,3,metric+percentile+window,,85949,145237,42231,43718,103006,0.2235,0.3653,49.13,29.08,1.6898,0.4066
TX,TMIN_P85_2D__month,TMAX_P90_3D__month,TMIN_P85_2D,TMAX_P90_3D,month,month,3,duration+metric+percentile,,182251,80451,48010,134241,32441,0.2236,0.3655,26.34,59.68,0.4414,0.4321
TX,TMAX_P90_3D__w05,TMIN_P85_3D__month_pm7,TMAX_P90_3D,TMIN_P85_3D,w05,month_pm7,3,metric+percentile+window,,85949,138124,40978,44971,97146,0.2238,0.3658,47.68,29.67,1.607,0.4314
TX,MHI_P95_2D__month_pm7,TMIN_P85_2D__w15,MHI_P95_2D,TMIN_P85_2D,month_pm7,w15,3,metric+percentile+window,,45107,181444,41603,3504,139841,0.2249,0.3673,92.23,22.93,4.0225,0.7389
TX,TMAX_P90_2D__month,TMIN_P90_3D__w05,TMAX_P90_2D,TMIN_P90_3D,month,w05,3,duration+metric+window,,106769,95876,37214,69555,58662,0.225,0.3673,34.85,38.81,0.898,0.4644
TX,TMAX_P95_3D__month_pm7,MHI_P90_3D__month,TMAX_P95_3D,MHI_P90_3D,month_pm7,month,3,metric+percentile+window,,32851,79886,20775,12076,59111,0.2259,0.3686,63.24,26.01,2.4318,0.6502
TX,MHI_P95_2D__month,TMAX_P85_2D__w05,MHI_P95_2D,TMAX_P85_2D,month,w05,3,metric+percentile+window,,53273,166682,40601,12672,126081,0.2264,0.3692,76.21,24.36,3.1288,0.7416
TX,TMAX_P90_3D__month_pm7,TMIN_P85_3D__month,TMAX_P90_3D,TMIN_P85_3D,month_pm7,month,3,metric+percentile+window,,72426,145237,40195,32231,105042,0.2265,0.3693,55.5,27.68,2.0053,0.4038
TX,MHI_P85_2D__w05,TMIN_P95_3D__w05,MHI_P85_2D,TMIN_P95_3D,w05,w05,3,duration+metric+percentile,,177271,47099,41446,135825,5653,0.2266,0.3694,23.38,88.0,0.2657,0.7898
TX,TMAX_P90_2D__month_pm7,TMIN_P85_2D__w05,TMAX_P90_2D,TMIN_P85_2D,month_pm7,w05,3,metric+percentile+window,,97478,187198,52814,44664,134384,0.2278,0.371,54.18,28.21,1.9204,0.3888
TX,TMIN_P85_2D__w05,TMIN_P95_3D__w15,TMIN_P85_2D,TMIN_P95_3D,w05,w15,3,duration+percentile+window,,187198,42638,42638,144560,0,0.2278,0.371,22.78,100.0,0.2278,0.919
TX,TMIN_P90_3D__month_pm7,TMAX_P85_3D__w05,TMIN_P90_3D,TMAX_P85_3D,month_pm7,w05,3,metric+percentile+window,,87272,130118,40341,46931,89777,0.2279,0.3711,46.22,31.0,1.4909,0.5037
TX,TMAX_P90_2D__w05,TMIN_P90_3D__w15,TMAX_P90_2D,TMIN_P90_3D,w05,w15,3,duration+metric+window,,114603,91133,38265,76338,52868,0.2285,0.372,33.39,41.99,0.7952,0.4482
TX,TMIN_P90_2D__month,TMAX_P90_3D__month_pm7,TMIN_P90_2D,TMAX_P90_3D,month,month_pm7,3,duration+metric+window,,122363,72426,36228,86135,36198,0.2285,0.372,29.61,50.02,0.5919,0.47
TX,MHI_P90_2D__w05,TMAX_P95_3D__w05,MHI_P90_2D,TMAX_P95_3D,w05,w05,3,duration+metric+percentile,,116802,43977,29981,86821,13996,0.2292,0.3729,25.67,68.17,0.3765,0.6826
TX,TMAX_P85_2D__w05,TMAX_P95_3D__month,TMAX_P85_2D,TMAX_P95_3D,w05,month,3,duration+percentile+window,,166682,38426,38277,128405,149,0.2294,0.3732,22.96,99.61,0.2305,0.9017
TX,MHI_P95_2D__month,TMAX_P95_3D__w15,MHI_P95_2D,TMAX_P95_3D,month,w15,3,duration+metric+window,,53273,38876,17248,36025,21628,0.2303,0.3744,32.38,44.37,0.7298,0.701
TX,TMAX_P90_2D__month_pm7,TMIN_P85_2D__w15,TMAX_P90_2D,TMIN_P85_2D,month_pm7,w15,3,metric+percentile+window,,97478,181444,52234,45244,129210,0.2304,0.3745,53.59,28.79,1.8614,0.3894
TX,TMIN_P90_2D__w05,TMAX_P90_3D__w15,TMIN_P90_2D,TMAX_P90_3D,w05,w15,3,duration+metric+window,,127906,80755,39076,88830,41679,0.2304,0.3745,30.55,48.39,0.6314,0.4829
TX,MHI_P95_2D__month_pm7,TMAX_P85_2D__month,MHI_P95_2D,TMAX_P85_2D,month_pm7,month,3,metric+percentile+window,,45107,158349,38129,6978,120220,0.2306,0.3748,84.53,24.08,3.5105,0.761
TX,TMAX_P95_2D__month_pm7,MHI_P90_2D__w05,TMAX_P95_2D,MHI_P90_2D,month_pm7,w05,3,metric+percentile+window,,48059,116802,30908,17151,85894,0.2307,0.375,64.31,26.46,2.4304,0.6415
TX,MHI_P85_2D__month,TMAX_P95_2D__w15,MHI_P85_2D,TMAX_P95_2D,month,w15,3,metric+percentile+window,,171115,56576,42706,128409,13870,0.2309,0.3751,24.96,75.48,0.3306,0.6883
TX,TMIN_P85_2D__w05,TMIN_P95_3D__month,TMIN_P85_2D,TMIN_P95_3D,w05,month,3,duration+percentile+window,,187198,43309,43233,143965,76,0.2309,0.3751,23.09,99.82,0.2314,0.9287
TX,MHI_P95_2D__month_pm7,TMAX_P95_3D__w15,MHI_P95_2D,TMAX_P95_3D,month_pm7,w15,3,duration+metric+window,,45107,38876,15767,29340,23109,0.2311,0.3755,34.95,40.56,0.8619,0.7104
TX,TMAX_P90_3D__w15,TMIN_P85_3D__w05,TMAX_P90_3D,TMIN_P85_3D,w15,w05,3,metric+percentile+window,,80755,148116,42989,37766,105127,0.2313,0.3757,53.23,29.02,1.8341,0.4317
TX,TMAX_P95_3D__w15,MHI_P90_3D__month,TMAX_P95_3D,MHI_P90_3D,w15,month,3,metric+percentile+window,,38876,79886,22316,16560,57570,0.2314,0.3758,57.4,27.93,2.0549,0.701
TX,TMIN_P90_3D__month_pm7,TMAX_P85_3D__w15,TMIN_P90_3D,TMAX_P85_3D,month_pm7,w15,3,metric+percentile+window,,87272,124812,39876,47396,84936,0.2316,0.376,45.69,31.95,1.4301,0.494
TX,MHI_P95_2D__month_pm7,TMIN_P85_2D__month,MHI_P95_2D,TMIN_P85_2D,month_pm7,month,3,metric+percentile+window,,45107,182251,42768,2339,139483,0.2317,0.3762,94.81,23.47,4.0404,0.7365
TX,MHI_P95_2D__month,TMAX_P85_2D__w15,MHI_P95_2D,TMAX_P85_2D,month,w15,3,metric+percentile+window,,53273,161004,40353,12920,120651,0.232,0.3766,75.75,25.06,3.0222,0.7383
TX,TMIN_P90_3D__month,TMAX_P85_3D__w05,TMIN_P90_3D,TMAX_P85_3D,month,w05,3,metric+percentile+window,,93161,130118,42135,51026,87983,0.2326,0.3774,45.23,32.38,1.3967,0.4756
TX,TMAX_P85_2D__w15,TMIN_P90_3D__w15,TMAX_P85_2D,TMIN_P90_3D,w15,w15,3,duration+metric+percentile,,161004,91133,47632,113372,43501,0.2329,0.3778,29.58,52.27,0.566,0.4522
TX,TMAX_P85_2D__w05,TMAX_P95_3D__w15,TMAX_P85_2D,TMAX_P95_3D,w05,w15,3,duration+percentile+window,,166682,38876,38876,127806,0,0.2332,0.3782,23.32,100.0,0.2332,0.9114
TX,TMAX_P90_2D__w15,TMIN_P90_3D__w05,TMAX_P90_2D,TMIN_P90_3D,w15,w05,3,duration+metric+window,,108359,95876,38637,69722,57239,0.2333,0.3784,35.66,40.3,0.8848,0.4489
TX,TMIN_P85_2D__month,TMIN_P95_3D__w15,TMIN_P85_2D,TMIN_P95_3D,month,w15,3,duration+percentile+window,,182251,42638,42537,139714,101,0.2333,0.3783,23.34,99.76,0.234,0.9186
TX,MHI_P95_2D__month,TMAX_P95_3D__month_pm7,MHI_P95_2D,TMAX_P95_3D,month,month_pm7,3,duration+metric+window,,53273,32851,16329,36944,16522,0.234,0.3792,30.65,49.71,0.6167,0.6489
TX,MHI_P95_2D__month_pm7,TMAX_P95_3D__w05,MHI_P95_2D,TMAX_P95_3D,month_pm7,w05,3,duration+metric+window,,45107,43977,16910,28197,27067,0.2343,0.3796,37.49,38.45,0.9749,0.7263
TX,TMIN_P90_2D__w15,TMAX_P90_3D__w05,TMIN_P90_2D,TMAX_P90_3D,w15,w05,3,duration+metric+window,,121777,85949,39506,82271,46443,0.2348,0.3804,32.44,45.96,0.7058,0.4816
TX,MHI_P95_2D__month_pm7,TMAX_P90_2D__w05,MHI_P95_2D,TMAX_P90_2D,month_pm7,w05,3,metric+percentile+window,,45107,114603,30393,14714,84210,0.235,0.3806,67.38,26.52,2.5407,0.7356
TX,TMIN_P90_3D__month,TMAX_P85_3D__w15,TMIN_P90_3D,TMAX_P85_3D,month,w15,3,metric+percentile+window,,93161,124812,41572,51589,83240,0.2357,0.3814,44.62,33.31,1.3397,0.4693
TX,TMAX_P85_2D__w05,TMIN_P90_3D__w05,TMAX_P85_2D,TMIN_P90_3D,w05,w05,3,duration+metric+percentile,,166682,95876,50187,116495,45689,0.2363,0.3823,30.11,52.35,0.5752,0.4618
TX,TMAX_P95_2D__month_pm7,MHI_P90_2D__w15,TMAX_P95_2D,MHI_P90_2D,month_pm7,w15,3,metric+percentile+window,,48059,110243,30291,17768,79952,0.2366,0.3827,63.03,27.48,2.2939,0.6379
TX,TMAX_P90_3D__w05,TMIN_P85_3D__w15,TMAX_P90_3D,TMIN_P85_3D,w05,w15,3,metric+percentile+window,,85949,143020,43825,42124,99195,0.2367,0.3828,50.99,30.64,1.664,0.4292
TX,TMAX_P90_2D__month,TMIN_P90_3D__month_pm7,TMAX_P90_2D,TMIN_P90_3D,month,month_pm7,3,duration+metric+window,,106769,87272,37173,69596,50099,0.237,0.3831,34.82,42.59,0.8174,0.4543
TX,MHI_P85_2D__w05,TMAX_P95_2D__w15,MHI_P85_2D,TMAX_P95_2D,w05,w15,3,metric+percentile+window,,177271,56576,44852,132419,11724,0.2373,0.3836,25.3,79.28,0.3191,0.6675
TX,MHI_P95_2D__month,TMAX_P95_3D__w05,MHI_P95_2D,TMAX_P95_3D,month,w05,3,duration+metric+window,,53273,43977,18650,34623,25327,0.2373,0.3835,35.01,42.41,0.8255,0.7142
TX,TMAX_P90_2D__month_pm7,TMIN_P90_3D__month,TMAX_P90_2D,TMIN_P90_3D,month_pm7,month,3,duration+metric+window,,97478,93161,36566,60912,56595,0.2373,0.3836,37.51,39.25,0.9557,0.4139
TX,TMAX_P90_2D__month,TMIN_P85_2D__w05,TMAX_P90_2D,TMIN_P85_2D,month,w05,3,metric+percentile+window,,106769,187198,56410,50359,130788,0.2375,0.3838,52.83,30.13,1.7533,0.4139
TX,TMAX_P85_2D__w15,TMAX_P95_3D__month,TMAX_P85_2D,TMAX_P95_3D,w15,month,3,duration+percentile+window,,161004,38426,38359,122645,67,0.2381,0.3847,23.82,99.83,0.2387,0.9018
TX,TMIN_P85_2D__w15,TMIN_P95_3D__month,TMIN_P85_2D,TMIN_P95_3D,w15,month,3,duration+percentile+window,,181444,43309,43280,138164,29,0.2385,0.3851,23.85,99.93,0.2387,0.9309
TX,TMIN_P90_2D__month_pm7,TMAX_P90_3D__month,TMIN_P90_2D,TMAX_P90_3D,month_pm7,month,3,duration+metric+window,,115028,80451,37657,77371,42794,0.2386,0.3853,32.74,46.81,0.6994,0.5122
TX,TMAX_P95_3D__w15,MHI_P90_3D__month_pm7,TMAX_P95_3D,MHI_P90_3D,w15,month_pm7,3,metric+percentile+window,,38876,71012,21176,17700,49836,0.2387,0.3854,54.47,29.82,1.8266,0.7133
TX,MHI_P85_2D__month_pm7,TMAX_P95_2D__w15,MHI_P85_2D,TMAX_P95_2D,month_pm7,w15,3,metric+percentile+window,,159534,56576,41672,117862,14904,0.2389,0.3857,26.12,73.66,0.3546,0.6911
TX,TMAX_P90_3D__month,TMIN_P85_3D__month_pm7,TMAX_P90_3D,TMIN_P85_3D,month,month_pm7,3,metric+percentile+window,,80451,138124,42148,38303,95976,0.2389,0.3857,52.39,30.51,1.7169,0.4404
TX,TMAX_P90_2D__w15,TMIN_P85_2D__month_pm7,TMAX_P90_2D,TMIN_P85_2D,w15,month_pm7,3,metric+percentile+window,,108359,174134,54676,53683,119458,0.24,0.3871,50.46,31.4,1.607,0.4018
TX,TMAX_P90_2D__month,TMIN_P85_2D__w15,TMAX_P90_2D,TMIN_P85_2D,month,w15,3,metric+percentile+window,,106769,181444,55780,50989,125664,0.24,0.3871,52.24,30.74,1.6994,0.415
TX,TMAX_P90_2D__w15,TMIN_P85_2D__month,TMAX_P90_2D,TMIN_P85_2D,w15,month,3,metric+percentile+window,,108359,182251,56349,52010,125902,0.2405,0.3878,52.0,30.92,1.6819,0.388
TX,TMAX_P85_2D__month,TMAX_P95_3D__w15,TMAX_P85_2D,TMAX_P95_3D,month,w15,3,duration+percentile+window,,158349,38876,38265,120084,611,0.2407,0.388,24.16,98.43,0.2455,0.9104
TX,TMAX_P90_2D__w05,TMIN_P85_2D__month_pm7,TMAX_P90_2D,TMIN_P85_2D,w05,month_pm7,3,metric+percentile+window,,114603,174134,56350,58253,117784,0.2425,0.3903,49.17,32.36,1.5195,0.4042
TX,MHI_P95_2D__w15,TMAX_P85_2D__month,MHI_P95_2D,TMAX_P85_2D,w15,month,3,metric+percentile+window,,52786,158349,41219,11567,117130,0.2426,0.3905,78.09,26.03,2.9998,0.7676
TX,MHI_P95_2D__month_pm7,TMAX_P90_2D__w15,MHI_P95_2D,TMAX_P90_2D,month_pm7,w15,3,metric+percentile+window,,45107,108359,29962,15145,78397,0.2426,0.3905,66.42,27.65,2.4023,0.7319
TX,TMIN_P90_3D__w15,TMAX_P85_3D__month,TMIN_P90_3D,TMAX_P85_3D,w15,month,3,metric+percentile+window,,91133,124531,42100,49033,82431,0.2426,0.3904,46.2,33.81,1.3665,0.505
TX,TMIN_P85_2D__month_pm7,TMIN_P95_3D__w15,TMIN_P85_2D,TMIN_P95_3D,month_pm7,w15,3,duration+percentile+window,,174134,42638,42386,131748,252,0.2431,0.3911,24.34,99.41,0.2449,0.9225
TX,TMIN_P90_3D__w15,TMAX_P85_3D__month_pm7,TMIN_P90_3D,TMAX_P85_3D,w15,month_pm7,3,metric+percentile+window,,91133,115678,40473,50660,75205,0.2433,0.3914,44.41,34.99,1.2693,0.4969
TX,TMAX_P90_2D__w05,TMIN_P85_2D__month,TMAX_P90_2D,TMIN_P85_2D,w05,month,3,metric+percentile+window,,114603,182251,58143,56460,124108,0.2436,0.3917,50.73,31.9,1.5903,0.3863
TX,TMAX_P85_2D__month_pm7,TMIN_P90_3D__month_pm7,TMAX_P85_2D,TMIN_P90_3D,month_pm7,month_pm7,3,duration+metric+percentile,,148222,87272,46161,102061,41111,0.2438,0.392,31.14,52.89,0.5888,0.4426
TX,TMIN_P90_3D__w05,TMAX_P85_3D__month,TMIN_P90_3D,TMAX_P85_3D,w05,month,3,metric+percentile+window,,95876,124531,43284,52592,81247,0.2444,0.3928,45.15,34.76,1.2989,0.5035
TX,TMIN_P90_3D__w05,TMAX_P85_3D__month_pm7,TMIN_P90_3D,TMAX_P85_3D,w05,month_pm7,3,metric+percentile+window,,95876,115678,41569,54307,74109,0.2445,0.393,43.36,35.94,1.2065,0.4956
TX,TMAX_P95_3D__w05,MHI_P90_3D__month,TMAX_P95_3D,MHI_P90_3D,w05,month,3,metric+percentile+window,,43977,79886,24413,19564,55473,0.2455,0.3942,55.51,30.56,1.8165,0.7209
TX,TMIN_P90_3D__w15,TMAX_P85_3D__w05,TMIN_P90_3D,TMAX_P85_3D,w15,w05,3,metric+percentile+window,,91133,130118,43658,47475,86460,0.2458,0.3946,47.91,33.55,1.4278,0.497
TX,TMAX_P90_2D__w15,TMIN_P85_3D__w15,TMAX_P90_2D,TMIN_P85_3D,w15,w15,3,duration+metric+percentile,,108359,143020,49606,58753,93414,0.2459,0.3947,45.78,34.68,1.3199,0.3836
TX,TMAX_P90_2D__month_pm7,TMIN_P85_3D__month_pm7,TMAX_P90_2D,TMIN_P85_3D,month_pm7,month_pm7,3,duration+metric+percentile,,97478,138124,46609,50869,91515,0.2466,0.3957,47.81,33.74,1.417,0.3503
TX,TMIN_P90_2D__month_pm7,TMAX_P85_2D__w05,TMIN_P90_2D,TMAX_P85_2D,month_pm7,w05,3,metric+percentile+window,,115028,166682,55828,59200,110854,0.2472,0.3964,48.53,33.49,1.4491,0.4646
TX,TMAX_P90_2D__month_pm7,TMIN_P85_2D__month,TMAX_P90_2D,TMIN_P85_2D,month_pm7,month,3,metric+percentile+window,,97478,182251,55544,41934,126707,0.2478,0.3971,56.98,30.48,1.8697,0.3753
TX,MHI_P85_2D__month,TMAX_P95_2D__w05,MHI_P85_2D,TMAX_P95_2D,month,w05,3,metric+percentile+window,,171115,62917,46504,124611,16413,0.248,0.3974,27.18,73.91,0.3677,0.6984
TX,TMAX_P85_2D__month,TMIN_P90_3D__month,TMAX_P85_2D,TMIN_P90_3D,month,month,3,duration+metric+percentile,,158349,93161,49991,108358,43170,0.2481,0.3975,31.57,53.66,0.5883,0.4497
TX,MHI_P95_2D__w15,TMAX_P85_2D__w05,MHI_P95_2D,TMAX_P85_2D,w15,w05,3,metric+percentile+window,,52786,166682,43681,9105,123001,0.2485,0.3981,82.75,26.21,3.1577,0.7487
TX,TMAX_P90_2D__w05,TMIN_P85_3D__w05,TMAX_P90_2D,TMIN_P85_3D,w05,w05,3,duration+metric+percentile,,114603,148116,52315,62288,95801,0.2486,0.3983,45.65,35.32,1.2924,0.3798
TX,TMIN_P85_2D__month_pm7,TMIN_P95_3D__month,TMIN_P85_2D,TMIN_P95_3D,month_pm7,month,3,duration+percentile+window,,174134,43309,43309,130825,0,0.2487,0.3983,24.87,100.0,0.2487,0.9233
TX,MHI_P95_2D__w15,TMAX_P85_2D__month_pm7,MHI_P95_2D,TMAX_P85_2D,w15,month_pm7,3,metric+percentile+window,,52786,148222,40060,12726,108162,0.2489,0.3986,75.89,27.03,2.808,0.7656
TX,TMIN_P90_2D__month_pm7,TMAX_P85_2D__w15,TMIN_P90_2D,TMAX_P85_2D,month_pm7,w15,3,metric+percentile+window,,115028,161004,55179,59849,105825,0.2498,0.3998,47.97,34.27,1.3997,0.4526
TX,TMAX_P90_2D__w15,TMIN_P85_2D__w05,TMAX_P90_2D,TMIN_P85_2D,w15,w05,3,metric+percentile+window,,108359,187198,59097,49262,128101,0.2499,0.3999,54.54,31.57,1.7276,0.4001
TX,TMAX_P95_3D__w05,MHI_P90_3D__month_pm7,TMAX_P95_3D,MHI_P90_3D,w05,month_pm7,3,metric+percentile+window,,43977,71012,23008,20969,48004,0.2501,0.4002,52.32,32.4,1.6148,0.7355
TX,MHI_P95_2D__month,TMIN_P85_2D__w05,MHI_P95_2D,TMIN_P85_2D,month,w05,3,metric+percentile+window,,53273,187198,48221,5052,138977,0.2508,0.4011,90.52,25.76,3.5139,0.7593
TX,TMAX_P95_2D__month,MHI_P90_2D__w05,TMAX_P95_2D,MHI_P90_2D,month,w05,3,metric+percentile+window,,55270,116802,34550,20720,82252,0.2512,0.4016,62.51,29.58,2.1133,0.6646
TX,TMIN_P90_3D__w05,TMAX_P85_3D__w15,TMIN_P90_3D,TMAX_P85_3D,w05,w15,3,metric+percentile+window,,95876,124812,44483,51393,80329,0.2525,0.4031,46.4,35.64,1.3018,0.4902
