definition_id,metric,percentile,minimum_duration,window,month,heatwave_days,eligible_days,heatwave_days_per_1000_eligible_county_days,month_share_pct_of_all_heatwave_days,is_jun_sep
TMIN_P95_2D,TMIN,95,2,month,2,3943,78994,49.915,6.37,False
TMIN_P95_2D,TMIN,95,2,month,3,3350,86614,38.677,5.41,False
TMIN_P95_2D,TMIN,95,2,month,4,3622,83820,43.212,5.85,False
TMIN_P95_2D,TMIN,95,2,month,5,4716,86614,54.448,7.62,False
TMIN_P95_2D,TMIN,95,2,month,6,6175,83820,73.67,9.98,True
TMIN_P95_2D,TMIN,95,2,month,7,7534,86614,86.984,12.17,True
TMIN_P95_2D,TMIN,95,2,month,8,8695,86614,100.388,14.05,True
TMIN_P95_2D,TMIN,95,2,month,9,5460,83820,65.14,8.82,True
TMIN_P95_2D,TMIN,95,2,month,10,4551,86614,52.543,7.35,False
TMIN_P95_2D,TMIN,95,2,month,11,4521,83820,53.937,7.3,False
TMIN_P95_2D,TMIN,95,2,month,12,6788,86614,78.371,10.97,False
TMIN_P95_2D,TMIN,95,2,month_pm7,1,2133,86614,24.627,3.77,False
TMIN_P95_2D,TMIN,95,2,month_pm7,2,3761,78994,47.611,6.65,False
TMIN_P95_2D,TMIN,95,2,month_pm7,3,3061,86614,35.341,5.41,False
TMIN_P95_2D,TMIN,95,2,month_pm7,4,2804,83820,33.453,4.95,False
TMIN_P95_2D,TMIN,95,2,month_pm7,5,4009,86614,46.286,7.08,False
TMIN_P95_2D,TMIN,95,2,month_pm7,6,6373,83820,76.032,11.26,True
TMIN_P95_2D,TMIN,95,2,month_pm7,7,7335,86614,84.686,12.96,True
TMIN_P95_2D,TMIN,95,2,month_pm7,8,9188,86614,106.08,16.24,True
TMIN_P95_2D,TMIN,95,2,month_pm7,9,4225,83820,50.406,7.47,True
TMIN_P95_2D,TMIN,95,2,month_pm7,10,3908,86614,45.12,6.91,False
TMIN_P95_2D,TMIN,95,2,month_pm7,11,3612,83820,43.092,6.38,False
TMIN_P95_2D,TMIN,95,2,month_pm7,12,6181,86614,71.363,10.92,False
TMIN_P95_2D,TMIN,95,2,w05,1,2900,86614,33.482,4.29,False
TMIN_P95_2D,TMIN,95,2,w05,2,4869,78994,61.638,7.21,False
TMIN_P95_2D,TMIN,95,2,w05,3,3827,86614,44.185,5.67,False
TMIN_P95_2D,TMIN,95,2,w05,4,3682,83820,43.927,5.45,False
TMIN_P95_2D,TMIN,95,2,w05,5,5530,86614,63.846,8.19,False
TMIN_P95_2D,TMIN,95,2,w05,6,6332,83820,75.543,9.38,True
TMIN_P95_2D,TMIN,95,2,w05,7,8313,86614,95.978,12.31,True
TMIN_P95_2D,TMIN,95,2,w05,8,8778,86614,101.346,13.0,True
TMIN_P95_2D,TMIN,95,2,w05,9,6297,83820,75.125,9.33,True
TMIN_P95_2D,TMIN,95,2,w05,10,4695,86614,54.206,6.95,False
TMIN_P95_2D,TMIN,95,2,w05,11,4323,83820,51.575,6.4,False
TMIN_P95_2D,TMIN,95,2,w05,12,7979,86614,92.121,11.82,False
TMIN_P95_2D,TMIN,95,2,w15,1,2569,86614,29.66,4.18,False
TMIN_P95_2D,TMIN,95,2,w15,2,4650,78994,58.865,7.56,False
TMIN_P95_2D,TMIN,95,2,w15,3,3254,86614,37.569,5.29,False
TMIN_P95_2D,TMIN,95,2,w15,4,3233,83820,38.571,5.26,False
TMIN_P95_2D,TMIN,95,2,w15,5,4827,86614,55.73,7.85,False
TMIN_P95_2D,TMIN,95,2,w15,6,5879,83820,70.138,9.56,True
TMIN_P95_2D,TMIN,95,2,w15,7,7673,86614,88.588,12.48,True
TMIN_P95_2D,TMIN,95,2,w15,8,8370,86614,96.636,13.61,True
TMIN_P95_2D,TMIN,95,2,w15,9,5754,83820,68.647,9.36,True
TMIN_P95_2D,TMIN,95,2,w15,10,4427,86614,51.112,7.2,False
TMIN_P95_2D,TMIN,95,2,w15,11,3497,83820,41.72,5.69,False
TMIN_P95_2D,TMIN,95,2,w15,12,7363,86614,85.009,11.97,False
TMIN_P95_3D,TMIN,95,3,month,1,1368,86614,15.794,3.16,False
TMIN_P95_3D,TMIN,95,3,month,2,2245,78994,28.42,5.18,False
TMIN_P95_3D,TMIN,95,3,month,3,1617,86614,18.669,3.73,False
TMIN_P95_3D,TMIN,95,3,month,4,2063,83820,24.612,4.76,False
TMIN_P95_3D,TMIN,95,3,month,5,2927,86614,33.794,6.76,False
TMIN_P95_3D,TMIN,95,3,month,6,4338,83820,51.754,10.02,True
TMIN_P95_3D,TMIN,95,3,month,7,5885,86614,67.945,13.59,True
TMIN_P95_3D,TMIN,95,3,month,8,6894,86614,79.595,15.92,True
TMIN_P95_3D,TMIN,95,3,month,9,4044,83820,48.246,9.34,True
TMIN_P95_3D,TMIN,95,3,month,10,3412,86614,39.393,7.88,False
TMIN_P95_3D,TMIN,95,3,month,11,3173,83820,37.855,7.33,False
TMIN_P95_3D,TMIN,95,3,month,12,5343,86614,61.687,12.34,False
TMIN_P95_3D,TMIN,95,3,month_pm7,1,1087,86614,12.55,2.76,False
TMIN_P95_3D,TMIN,95,3,month_pm7,2,2143,78994,27.129,5.44,False
TMIN_P95_3D,TMIN,95,3,month_pm7,3,1391,86614,16.06,3.53,False
TMIN_P95_3D,TMIN,95,3,month_pm7,4,1494,83820,17.824,3.79,False
TMIN_P95_3D,TMIN,95,3,month_pm7,5,2474,86614,28.564,6.28,False
TMIN_P95_3D,TMIN,95,3,month_pm7,6,4524,83820,53.973,11.48,True
TMIN_P95_3D,TMIN,95,3,month_pm7,7,5703,86614,65.844,14.47,True
TMIN_P95_3D,TMIN,95,3,month_pm7,8,7359,86614,84.963,18.67,True
TMIN_P95_3D,TMIN,95,3,month_pm7,9,2984,83820,35.6,7.57,True
TMIN_P95_3D,TMIN,95,3,month_pm7,10,2919,86614,33.701,7.41,False
TMIN_P95_3D,TMIN,95,3,month_pm7,11,2518,83820,30.041,6.39,False
TMIN_P95_3D,TMIN,95,3,month_pm7,12,4816,86614,55.603,12.22,False
TMIN_P95_3D,TMIN,95,3,w05,1,1619,86614,18.692,3.44,False
TMIN_P95_3D,TMIN,95,3,w05,2,3073,78994,38.902,6.52,False
TMIN_P95_3D,TMIN,95,3,w05,3,1674,86614,19.327,3.55,False
TMIN_P95_3D,TMIN,95,3,w05,4,1878,83820,22.405,3.99,False
TMIN_P95_3D,TMIN,95,3,w05,5,3602,86614,41.587,7.65,False
TMIN_P95_3D,TMIN,95,3,w05,6,4368,83820,52.112,9.27,True
TMIN_P95_3D,TMIN,95,3,w05,7,6576,86614,75.923,13.96,True
TMIN_P95_3D,TMIN,95,3,w05,8,6889,86614,79.537,14.63,True
TMIN_P95_3D,TMIN,95,3,w05,9,4694,83820,56.001,9.97,True
TMIN_P95_3D,TMIN,95,3,w05,10,3349,86614,38.666,7.11,False
TMIN_P95_3D,TMIN,95,3,w05,11,2774,83820,33.095,5.89,False
TMIN_P95_3D,TMIN,95,3,w05,12,6603,86614,76.235,14.02,False
TMIN_P95_3D,TMIN,95,3,w15,1,1430,86614,16.51,3.35,False
TMIN_P95_3D,TMIN,95,3,w15,2,2857,78994,36.167,6.7,False
TMIN_P95_3D,TMIN,95,3,w15,3,1507,86614,17.399,3.53,False
TMIN_P95_3D,TMIN,95,3,w15,4,1612,83820,19.232,3.78,False
TMIN_P95_3D,TMIN,95,3,w15,5,3106,86614,35.86,7.28,False
TMIN_P95_3D,TMIN,95,3,w15,6,4059,83820,48.425,9.52,True
TMIN_P95_3D,TMIN,95,3,w15,7,6038,86614,69.712,14.16,True
TMIN_P95_3D,TMIN,95,3,w15,8,6552,86614,75.646,15.37,True
TMIN_P95_3D,TMIN,95,3,w15,9,4158,83820,49.606,9.75,True
TMIN_P95_3D,TMIN,95,3,w15,10,3121,86614,36.033,7.32,False
TMIN_P95_3D,TMIN,95,3,w15,11,2178,83820,25.984,5.11,False
TMIN_P95_3D,TMIN,95,3,w15,12,6020,86614,69.504,14.12,False
