pair,county_fips,a_only,b_only,shared,total_classified_by_either,disagreement_rate_pct,county_name,climate_division,temperature_imputation_pct,fully_imputed_county,data_complete
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48413,226,267,145,638,77.27,Schleicher,Edwards Plateau,1.1,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48415,170,359,233,762,69.42,Scurry,Low Rolling Plains,0.3,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48417,268,135,158,561,71.84,Shackelford,North Central,0.1,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48419,158,281,155,594,73.91,Shelby,East Texas,54.8,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48421,172,496,332,1000,66.8,Sherman,High Plains,58.9,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48423,214,308,186,708,73.73,Smith,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48425,113,340,120,573,79.06,Somervell,North Central,18.3,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48427,367,346,296,1009,70.66,Starr,South Texas,2.1,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48429,234,191,165,590,72.03,Stephens,North Central,1.7,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48431,159,277,173,609,71.59,Sterling,Edwards Plateau,72.4,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48433,233,221,151,605,75.04,Stonewall,Low Rolling Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48435,243,306,126,675,81.33,Sutton,Edwards Plateau,67.7,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48437,254,238,142,634,77.6,Swisher,High Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48439,205,311,269,785,65.73,Tarrant,North Central,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48441,238,108,200,546,63.37,Taylor,Low Rolling Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48443,390,437,219,1046,79.06,Terrell,Trans-Pecos,2.6,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48445,232,307,152,691,78.0,Terry,High Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48447,194,196,108,498,78.31,Throckmorton,North Central,41.0,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48449,353,289,127,769,83.49,Titus,East Texas,2.4,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48451,382,258,255,895,71.51,Tom Green,Edwards Plateau,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48453,328,175,146,649,77.5,Travis,South Central,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48455,104,386,176,666,73.57,Trinity,East Texas,100.0,True,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48457,313,325,219,857,74.45,Tyler,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48459,165,390,168,723,76.76,Upshur,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48461,275,291,159,725,78.07,Upton,Edwards Plateau,13.9,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48463,261,329,98,688,85.76,Uvalde,Edwards Plateau,2.8,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48465,390,439,332,1161,71.4,Val Verde,Edwards Plateau,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48467,213,218,146,577,74.7,Van Zandt,East Texas,1.7,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48469,433,240,160,833,80.79,Victoria,Upper Coast,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48471,158,219,238,615,61.3,Walker,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48473,279,423,303,1005,69.85,Waller,East Texas,100.0,True,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48475,143,574,171,888,80.74,Ward,Trans-Pecos,0.4,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48477,161,438,187,786,76.21,Washington,South Central,0.3,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48479,248,382,272,902,69.84,Webb,South Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48481,287,329,181,797,77.29,Wharton,Upper Coast,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48483,198,287,162,647,74.96,Wheeler,Low Rolling Plains,67.4,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48485,212,140,101,453,77.7,Wichita,Low Rolling Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48487,143,246,164,553,70.34,Wilbarger,Low Rolling Plains,100.0,True,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48489,396,266,161,823,80.44,Willacy,Lower Valley,30.0,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48491,229,377,229,835,72.57,Williamson,North Central,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48493,133,247,91,471,80.68,Wilson,South Central,61.7,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48495,195,237,110,542,79.7,Winkler,Trans-Pecos,6.7,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48497,136,359,171,666,74.32,Wise,North Central,0.1,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48499,119,370,114,603,81.09,Wood,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48501,241,371,226,838,73.03,Yoakum,High Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48503,146,343,186,675,72.44,Young,North Central,7.3,False,True
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48505,86,85,51,222,77.03,Zapata,South Texas,78.0,False,False
TMAX_P90_2D_w15_vs_TMIN_P90_2D_w15,48507,179,60,32,271,88.19,Zavala,South Texas,100.0,True,False
