pair,county_fips,a_only,shared,b_only,total_classified_by_either,disagreement_rate_pct,county_name,climate_division,temperature_imputation_pct,fully_imputed_county,data_complete
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48427,124,539,0,663,18.7,Starr,South Texas,2.1,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48429,124,275,0,399,31.08,Stephens,North Central,1.7,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48431,78,254,0,332,23.49,Sterling,Edwards Plateau,72.4,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48433,152,232,0,384,39.58,Stonewall,Low Rolling Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48435,80,289,0,369,21.68,Sutton,Edwards Plateau,67.7,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48437,148,248,0,396,37.37,Swisher,High Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48439,106,368,0,474,22.36,Tarrant,North Central,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48441,80,358,0,438,18.26,Taylor,Low Rolling Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48443,172,437,0,609,28.24,Terrell,Trans-Pecos,2.6,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48445,144,240,0,384,37.5,Terry,High Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48447,86,216,0,302,28.48,Throckmorton,North Central,41.0,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48449,116,364,0,480,24.17,Titus,East Texas,2.4,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48451,140,497,0,637,21.98,Tom Green,Edwards Plateau,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48453,84,390,0,474,17.72,Travis,South Central,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48455,52,228,0,280,18.57,Trinity,East Texas,100.0,True,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48457,92,440,0,532,17.29,Tyler,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48459,84,249,0,333,25.23,Upshur,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48461,130,304,0,434,29.95,Upton,Edwards Plateau,13.9,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48463,118,241,0,359,32.87,Uvalde,Edwards Plateau,2.8,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48465,134,588,0,722,18.56,Val Verde,Edwards Plateau,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48467,98,261,0,359,27.3,Van Zandt,East Texas,1.7,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48469,106,487,0,593,17.88,Victoria,Upper Coast,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48471,98,298,0,396,24.75,Walker,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48473,88,494,0,582,15.12,Waller,East Texas,100.0,True,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48475,122,192,0,314,38.85,Ward,Trans-Pecos,0.4,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48477,62,286,0,348,17.82,Washington,South Central,0.3,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48479,126,394,0,520,24.23,Webb,South Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48481,86,382,0,468,18.38,Wharton,Upper Coast,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48483,134,226,0,360,37.22,Wheeler,Low Rolling Plains,67.4,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48485,118,195,0,313,37.7,Wichita,Low Rolling Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48487,88,219,0,307,28.66,Wilbarger,Low Rolling Plains,100.0,True,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48489,98,459,0,557,17.59,Willacy,Lower Valley,30.0,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48491,74,384,0,458,16.16,Williamson,North Central,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48493,38,186,0,224,16.96,Wilson,South Central,61.7,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48495,86,219,0,305,28.2,Winkler,Trans-Pecos,6.7,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48497,92,215,0,307,29.97,Wise,North Central,0.1,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48499,62,171,0,233,26.61,Wood,East Texas,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48501,170,297,0,467,36.4,Yoakum,High Plains,0.0,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48503,118,214,0,332,35.54,Young,North Central,7.3,False,True
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48505,42,95,0,137,30.66,Zapata,South Texas,78.0,False,False
TMAX_P90_2D_w15_vs_TMAX_P90_3D_w15,48507,52,159,0,211,24.64,Zavala,South Texas,100.0,True,False
