county_fips,year,classified_dates,events_started
48269,2020,4,1
48269,2022,13,4
48269,2023,6,2
48269,2024,13,3
48269,2025,6,1
48271,2023,23,4
48271,2024,3,1
48271,2025,7,2
48273,2015,3,1
48273,2016,3,1
48273,2017,12,4
48273,2020,3,1
48273,2021,5,1
48273,2022,7,2
48273,2023,57,9
48273,2024,7,2
48273,2025,11,3
48275,2016,8,2
48275,2018,5,1
48275,2020,5,1
48275,2021,4,1
48275,2022,18,5
48275,2023,12,3
48275,2024,19,4
48275,2025,9,2
48277,2018,3,1
48277,2020,3,1
48277,2021,4,1
48277,2023,3,1
48277,2024,7,2
48277,2025,11,2
48279,2016,3,1
48279,2018,3,1
48279,2019,4,1
48279,2020,14,3
48279,2022,3,1
48279,2023,3,1
48279,2024,8,2
48279,2025,12,3
48281,2015,4,1
48281,2018,7,1
48281,2020,6,2
48281,2021,7,1
48281,2022,19,4
48281,2023,39,7
48281,2024,3,1
48281,2025,13,3
48283,2016,3,1
48283,2017,4,1
48283,2019,4,1
48283,2020,9,2
48283,2021,15,4
48283,2022,27,5
48283,2023,45,8
48283,2024,11,3
48283,2025,14,4
48285,2015,8,2
48285,2016,5,1
48285,2017,11,3
48285,2018,13,3
48285,2019,10,3
48285,2020,5,1
48285,2021,3,1
48285,2022,35,6
48285,2023,57,8
48285,2024,9,2
48285,2025,24,5
48287,2015,5,1
48287,2016,3,1
48287,2017,3,1
48287,2019,9,2
48287,2020,3,1
48287,2021,3,1
48287,2022,9,2
48287,2023,3,1
48287,2024,3,1
48287,2025,9,3
48289,2015,6,1
48289,2022,6,2
48289,2023,19,4
48289,2024,11,3
48289,2025,4,1
48291,2015,11,3
48291,2016,11,3
48291,2017,10,3
48291,2018,4,1
48291,2020,3,1
48291,2021,11,2
48291,2022,15,4
48291,2023,34,4
48291,2024,6,2
48291,2025,21,5
48293,2018,4,1
48293,2020,3,1
48293,2021,7,1
48293,2022,8,2
48293,2023,14,3
48293,2025,7,1
48295,2015,4,1
48295,2017,3,1
48295,2018,3,1
48295,2019,3,1
48295,2020,3,1
48295,2021,6,2
48295,2022,3,1
48295,2024,6,2
48295,2025,6,1
48297,2017,3,1
48297,2021,5,1
48297,2023,21,4
48297,2024,6,2
48297,2025,34,7
48299,2015,7,2
48299,2017,3,1
48299,2018,6,1
48299,2022,18,4
48299,2023,34,7
48299,2024,3,1
48299,2025,18,5
48301,2016,9,3
48301,2017,3,1
48301,2018,3,1
48301,2019,3,1
48301,2020,13,3
48301,2021,8,2
48301,2022,14,4
48301,2023,33,8
48301,2024,9,2
48301,2025,19,3
48303,2016,7,2
48303,2017,3,1
48303,2018,3,1
48303,2019,4,1
48303,2020,8,2
48303,2022,3,1
48303,2023,10,3
48303,2024,8,2
48303,2025,9,3
48305,2016,10,3
48305,2017,3,1
48305,2018,7,2
48305,2019,4,1
48305,2020,8,2
48305,2022,3,1
48305,2023,10,3
48305,2024,8,2
48305,2025,9,3
48307,2016,3,1
48307,2021,4,1
48307,2022,3,1
48307,2023,3,1
48307,2024,3,1
48307,2025,11,3
48309,2015,9,2
48309,2016,4,1
48309,2018,8,1
48309,2019,8,1
48309,2020,4,1
48309,2021,11,2
48309,2022,42,8
48309,2023,36,7
48309,2024,8,2
48309,2025,17,5
48311,2017,3,1
48311,2021,3,1
48311,2022,3,1
48311,2023,15,3
48311,2024,3,1
48311,2025,9,3
48313,2015,3,1
48313,2021,1,1
48313,2022,7,1
48313,2023,4,1
48313,2025,9,3
48315,2015,5,1
48315,2017,3,1
48315,2018,3,1
48315,2022,3,1
48315,2023,8,2
48315,2025,4,1
48317,2015,3,1
48317,2016,10,3
48317,2017,3,1
48317,2018,9,2
48317,2019,3,1
48317,2020,16,4
48317,2021,5,1
48317,2022,19,5
48317,2023,27,6
48317,2024,9,2
48317,2025,17,4
48319,2015,7,2
48319,2017,8,2
48319,2018,7,1
48319,2020,11,3
48319,2021,8,2
48319,2022,27,5
48319,2023,54,9
48319,2024,10,2
48319,2025,22,6
48321,2015,16,3
48321,2016,4,1
48321,2017,15,5
48321,2018,3,1
48321,2019,7,2
48321,2020,15,4
48321,2021,9,2
48321,2022,22,5
48321,2023,68,8
48321,2024,7,2
48321,2025,22,4
48323,2018,3,1
48323,2023,3,1
48325,2015,4,1
48325,2016,7,2
48325,2017,11,3
48325,2018,8,1
48325,2019,3,1
48325,2020,15,4
48325,2021,6,2
48325,2022,30,5
48325,2023,36,5
48325,2024,6,2
48325,2025,10,3
48327,2016,3,1
48327,2017,5,1
48327,2021,8,2
48327,2022,9,2
48327,2023,24,5
48327,2025,13,4
48329,2016,11,3
48329,2017,6,2
48329,2018,9,2
48329,2019,6,2
