event_label,county_fips,county_name,start_date,end_date,event_duration_days,peak_mean_hi_f,peak_day_date,peak_day_tmax_f,peak_day_tmean_f,peak_day_rmin_pct,peak_day_threshold_f,tmax_max_f,tmean_mean_f,peak_exceedance_f,cumulative_exceedance_f,n_imputed_days,event_contains_imputed_day,onset_year
48369_2015_006,48369,Parmer,2015-09-07,2015-09-09,3.0,82.92,2015-09-07,97.0,82.0,24.6,79.6,96.98,80.99,3.36,7.36,0,False,2015
48369_2015_007,48369,Parmer,2015-09-14,2015-09-19,6.0,81.32,2015-09-18,96.1,80.5,19.3,76.2,96.98,79.1,5.12,14.61,0,False,2015
48369_2015_008,48369,Parmer,2015-10-15,2015-10-16,2.0,67.92,2015-10-16,88.0,68.4,42.0,66.8,87.98,68.5,1.1,1.12,0,False,2015
48369_2015_009,48369,Parmer,2015-12-11,2015-12-12,2.0,52.72,2015-12-11,69.1,55.6,14.8,49.3,71.96,54.54,3.46,5.7,0,False,2015
48369_2016_001,48369,Parmer,2016-01-30,2016-01-31,2.0,50.15,2016-01-30,71.1,53.5,10.8,47.4,73.04,52.52,2.79,4.15,0,False,2016
48369_2016_002,48369,Parmer,2016-02-18,2016-02-21,4.0,60.73,2016-02-19,82.9,62.5,24.4,53.0,82.94,59.36,7.73,17.92,0,False,2016
48369_2016_003,48369,Parmer,2016-07-07,2016-07-08,2.0,85.36,2016-07-08,102.9,86.0,16.4,83.4,102.92,86.5,1.99,3.25,0,False,2016
48369_2016_004,48369,Parmer,2016-10-16,2016-10-18,3.0,69.15,2016-10-17,91.9,71.0,5.4,67.0,91.94,70.13,2.16,4.42,0,False,2016
48369_2016_005,48369,Parmer,2016-10-29,2016-10-30,2.0,66.25,2016-10-30,87.1,67.6,24.0,62.2,87.08,67.55,4.06,6.98,0,False,2016
48369_2016_006,48369,Parmer,2016-11-01,2016-11-02,2.0,65.83,2016-11-02,82.0,67.0,36.1,61.2,82.94,67.24,4.62,8.42,0,False,2016
48369_2016_007,48369,Parmer,2016-11-16,2016-11-17,2.0,57.02,2016-11-16,81.0,59.4,13.1,56.8,80.96,58.96,0.32,0.53,0,False,2016
48369_2017_001,48369,Parmer,2017-02-07,2017-02-12,6.0,60.34,2017-02-11,82.9,63.0,7.2,50.5,82.94,58.08,9.83,30.3,0,False,2017
48369_2017_002,48369,Parmer,2017-03-19,2017-03-22,4.0,64.84,2017-03-21,88.0,67.0,6.3,60.1,89.06,64.24,4.75,8.26,0,False,2017
48369_2017_003,48369,Parmer,2017-04-15,2017-04-16,2.0,66.47,2017-04-16,82.9,67.5,22.2,65.5,82.94,67.5,0.94,1.83,0,False,2017
48369_2018_001,48369,Parmer,2018-01-10,2018-01-11,2.0,52.56,2018-01-10,71.1,55.0,20.5,46.9,71.06,52.03,5.65,5.68,0,False,2018
48369_2018_002,48369,Parmer,2018-04-12,2018-04-13,2.0,68.84,2018-04-13,90.0,70.5,12.6,65.2,89.96,69.53,3.66,4.57,0,False,2018
48369_2018_003,48369,Parmer,2018-05-08,2018-05-15,8.0,77.13,2018-05-13,95.0,78.5,2.3,73.2,96.08,76.17,3.9,15.59,0,False,2018
48369_2018_004,48369,Parmer,2018-05-27,2018-05-28,2.0,81.36,2018-05-28,98.1,81.5,10.6,77.4,98.06,81.0,3.93,6.09,0,False,2018
48369_2018_005,48369,Parmer,2018-06-07,2018-06-08,2.0,81.91,2018-06-08,100.0,81.5,17.9,80.8,100.04,82.26,1.12,1.72,0,False,2018
48369_2018_006,48369,Parmer,2018-07-20,2018-07-21,2.0,85.54,2018-07-21,102.0,86.5,11.5,83.6,102.92,86.27,1.97,2.64,0,False,2018
48369_2018_007,48369,Parmer,2018-10-03,2018-10-04,2.0,73.76,2018-10-04,90.0,73.5,42.0,72.3,89.96,73.26,1.48,1.91,0,False,2018
48369_2019_001,48369,Parmer,2019-02-03,2019-02-06,4.0,51.9,2019-02-06,66.9,54.0,21.0,49.7,69.98,53.24,2.24,5.1,0,False,2019
48369_2019_002,48369,Parmer,2019-07-17,2019-07-22,6.0,85.88,2019-07-22,98.1,82.5,34.0,83.6,104.0,84.56,2.25,6.91,0,False,2019
48369_2019_003,48369,Parmer,2019-08-07,2019-08-12,6.0,88.08,2019-08-08,100.0,86.5,20.8,82.7,100.94,84.06,5.36,15.56,0,False,2019
48369_2019_004,48369,Parmer,2019-08-18,2019-08-21,4.0,85.2,2019-08-19,105.1,86.5,14.1,82.6,105.08,85.12,2.63,6.04,0,False,2019
48369_2019_005,48369,Parmer,2019-08-30,2019-09-01,3.0,84.05,2019-08-31,100.0,83.0,20.7,81.5,100.04,81.68,2.53,3.61,0,False,2019
48369_2019_006,48369,Parmer,2019-09-19,2019-09-20,2.0,78.59,2019-09-19,95.0,78.5,25.7,76.4,95.0,78.04,2.19,4.13,0,False,2019
48369_2019_007,48369,Parmer,2019-09-25,2019-09-28,4.0,75.65,2019-09-25,90.0,76.0,21.5,75.3,91.04,75.27,0.81,1.92,0,False,2019
48369_2020_001,48369,Parmer,2020-05-02,2020-05-03,2.0,71.94,2020-05-02,93.9,73.9,1.0,69.9,93.92,73.22,2.03,2.38,0,False,2020
48369_2020_002,48369,Parmer,2020-06-05,2020-06-06,2.0,82.03,2020-06-06,100.0,82.0,16.7,80.4,100.04,81.77,1.62,2.93,0,False,2020
48369_2020_003,48369,Parmer,2020-07-10,2020-07-15,6.0,88.66,2020-07-14,105.1,91.0,4.5,83.7,107.06,88.12,5.06,16.77,0,False,2020
48369_2020_004,48369,Parmer,2020-08-12,2020-08-13,2.0,83.96,2020-08-13,102.9,86.4,8.2,83.1,102.92,85.73,0.9,1.12,0,False,2020
48369_2020_005,48369,Parmer,2020-10-10,2020-10-11,2.0,70.72,2020-10-10,93.9,73.0,1.0,69.2,95.0,72.46,1.5,2.48,0,False,2020
48369_2020_006,48369,Parmer,2020-11-19,2020-11-20,2.0,60.7,2020-11-20,81.0,62.5,26.6,55.1,80.96,61.3,5.62,7.72,0,False,2020
48369_2021_001,48369,Parmer,2021-02-03,2021-02-04,2.0,53.66,2021-02-04,75.0,55.5,32.2,49.9,75.02,55.49,3.8,7.05,0,False,2021
48369_2021_002,48369,Parmer,2021-06-10,2021-06-12,3.0,86.97,2021-06-12,97.0,83.5,26.3,81.5,104.0,84.68,5.49,10.15,0,False,2021
48369_2021_003,48369,Parmer,2021-06-24,2021-06-25,2.0,87.63,2021-06-25,100.0,85.0,19.3,84.0,102.92,85.24,3.67,4.29,0,False,2021
48369_2021_004,48369,Parmer,2021-10-23,2021-10-24,2.0,67.46,2021-10-24,84.9,69.4,11.7,64.8,84.92,68.45,2.63,3.49,0,False,2021
48369_2021_005,48369,Parmer,2021-12-24,2021-12-27,4.0,52.57,2021-12-25,73.9,55.0,26.4,46.6,73.94,53.76,5.99,17.52,0,False,2021
48369_2022_001,48369,Parmer,2022-04-22,2022-04-23,2.0,69.37,2022-04-22,91.0,70.5,15.9,66.5,91.04,70.52,2.84,4.85,0,False,2022
48369_2022_002,48369,Parmer,2022-05-08,2022-05-09,2.0,77.71,2022-05-08,97.0,79.5,1.0,72.2,96.98,78.8,5.52,9.42,0,False,2022
48369_2022_003,48369,Parmer,2022-05-11,2022-05-12,2.0,78.11,2022-05-11,98.1,78.5,16.7,72.7,98.06,77.76,5.4,8.42,0,False,2022
48369_2022_004,48369,Parmer,2022-06-11,2022-06-14,4.0,86.4,2022-06-13,105.1,89.1,6.9,82.0,105.98,86.65,4.4,8.53,0,False,2022
48369_2022_005,48369,Parmer,2022-07-07,2022-07-08,2.0,85.29,2022-07-08,98.1,85.0,17.0,83.7,98.06,85.01,1.63,1.77,0,False,2022
48369_2022_006,48369,Parmer,2022-07-20,2022-07-23,4.0,88.45,2022-07-20,106.0,90.0,9.7,84.1,105.98,86.25,4.38,9.59,0,False,2022
48369_2022_007,48369,Parmer,2022-07-27,2022-07-28,2.0,85.6,2022-07-28,102.0,84.5,20.1,83.7,102.02,84.52,1.86,2.64,0,False,2022
48369_2022_008,48369,Parmer,2022-09-17,2022-09-21,5.0,79.09,2022-09-19,95.0,78.5,34.5,76.6,95.0,78.03,2.74,8.83,0,False,2022
48369_2022_009,48369,Parmer,2022-11-09,2022-11-10,2.0,63.82,2022-11-09,72.0,64.5,37.3,59.6,75.02,63.77,4.21,7.13,0,False,2022
48369_2022_010,48369,Parmer,2022-12-06,2022-12-07,2.0,52.91,2022-12-06,68.0,55.0,29.4,50.4,68.0,53.74,2.51,3.3,0,False,2022
48369_2023_001,48369,Parmer,2023-01-01,2023-01-02,2.0,51.81,2023-01-01,66.9,54.5,27.0,46.9,66.92,54.0,4.96,9.14,0,False,2023
48369_2023_002,48369,Parmer,2023-01-15,2023-01-16,2.0,48.39,2023-01-15,70.0,52.0,14.7,46.8,69.98,51.22,1.62,2.09,0,False,2023
48369_2023_003,48369,Parmer,2023-02-21,2023-02-22,2.0,53.9,2023-02-21,66.0,56.5,22.6,53.6,69.08,56.26,0.32,0.33,0,False,2023
48369_2023_004,48369,Parmer,2023-04-12,2023-04-14,3.0,66.21,2023-04-13,88.0,68.0,10.7,65.1,87.98,67.67,1.07,1.82,0,False,2023
48369_2023_005,48369,Parmer,2023-06-29,2023-06-30,2.0,86.54,2023-06-30,99.0,83.5,30.3,83.9,104.0,85.01,2.63,3.7,0,False,2023
48369_2023_006,48369,Parmer,2023-07-12,2023-07-15,4.0,90.02,2023-07-13,104.0,88.0,19.0,84.0,104.0,85.39,6.01,11.72,0,False,2023
48369_2023_007,48369,Parmer,2023-07-19,2023-07-21,3.0,91.16,2023-07-20,106.0,89.5,18.2,84.3,105.98,86.84,6.88,9.37,0,False,2023
48369_2023_008,48369,Parmer,2023-07-29,2023-07-30,2.0,84.0,2023-07-30,100.0,84.6,15.7,83.8,100.04,84.29,0.21,0.24,0,False,2023
48369_2023_009,48369,Parmer,2023-08-04,2023-08-06,3.0,85.56,2023-08-06,102.9,85.5,18.3,83.2,102.92,85.67,2.35,4.13,0,False,2023
48369_2023_010,48369,Parmer,2023-08-18,2023-08-19,2.0,84.57,2023-08-18,106.0,86.4,8.6,83.0,105.98,86.22,1.6,2.2,0,False,2023
48369_2023_011,48369,Parmer,2023-09-08,2023-09-10,3.0,82.46,2023-09-08,104.0,84.5,9.4,79.5,104.0,81.17,2.92,4.77,0,False,2023
48369_2023_012,48369,Parmer,2023-09-28,2023-09-30,3.0,79.12,2023-09-30,95.0,79.0,30.6,73.8,95.0,77.33,5.37,10.11,0,False,2023
48369_2023_013,48369,Parmer,2023-10-22,2023-10-25,4.0,70.17,2023-10-23,88.0,71.0,29.3,65.2,89.06,69.62,4.95,14.71,0,False,2023
48369_2023_014,48369,Parmer,2023-11-07,2023-11-09,3.0,62.96,2023-11-07,84.9,65.5,7.7,60.5,84.92,63.83,2.49,4.29,0,False,2023
48369_2024_001,48369,Parmer,2024-02-21,2024-02-22,2.0,55.24,2024-02-22,80.1,58.0,12.1,53.6,80.06,58.01,1.6,2.27,0,False,2024
48369_2024_002,48369,Parmer,2024-02-26,2024-02-27,2.0,63.28,2024-02-27,79.0,64.5,24.1,54.9,78.98,63.73,8.42,14.97,0,False,2024
48369_2024_003,48369,Parmer,2024-04-15,2024-04-16,2.0,66.58,2024-04-15,84.9,69.0,2.6,65.6,87.08,68.76,0.99,1.3,0,False,2024
48369_2024_004,48369,Parmer,2024-06-07,2024-06-09,3.0,88.07,2024-06-09,100.9,84.5,26.4,81.5,102.02,84.5,6.6,13.13,0,False,2024
48369_2024_005,48369,Parmer,2024-06-18,2024-06-19,2.0,88.91,2024-06-19,96.1,82.6,50.5,83.6,96.08,82.58,5.29,5.31,0,False,2024
48369_2024_006,48369,Parmer,2024-06-26,2024-06-27,2.0,90.88,2024-06-26,100.9,87.0,20.7,84.1,102.92,85.96,6.82,10.39,0,False,2024
48369_2024_007,48369,Parmer,2024-06-29,2024-06-30,2.0,90.02,2024-06-30,100.9,86.0,26.3,84.0,100.94,85.78,6.01,9.2,0,False,2024
48369_2024_008,48369,Parmer,2024-07-30,2024-08-01,3.0,88.74,2024-08-01,104.0,86.5,17.8,84.0,104.0,85.19,4.78,7.18,0,False,2024
48369_2024_009,48369,Parmer,2024-08-17,2024-08-18,2.0,86.76,2024-08-17,104.0,86.0,17.2,83.1,104.0,85.24,3.68,4.4,0,False,2024
48369_2024_010,48369,Parmer,2024-08-22,2024-08-26,5.0,87.31,2024-08-26,100.9,84.5,23.5,82.6,105.98,86.09,4.72,13.0,0,False,2024
48369_2024_011,48369,Parmer,2024-09-15,2024-09-16,2.0,79.59,2024-09-15,97.0,80.0,14.5,78.0,96.98,79.25,1.59,2.64,0,False,2024
48369_2024_012,48369,Parmer,2024-09-18,2024-09-21,4.0,81.62,2024-09-20,97.0,81.0,23.5,76.7,96.98,78.12,4.96,6.43,0,False,2024
48369_2024_013,48369,Parmer,2024-10-10,2024-10-13,4.0,72.12,2024-10-11,93.0,74.0,3.5,69.1,93.92,73.49,3.77,10.83,0,False,2024
48369_2024_014,48369,Parmer,2024-10-28,2024-10-30,3.0,71.05,2024-10-29,88.0,72.5,15.8,63.9,87.98,70.31,7.13,15.25,0,False,2024
48369_2025_001,48369,Parmer,2025-02-03,2025-02-04,2.0,55.72,2025-02-03,79.0,58.5,3.8,49.5,84.92,57.47,6.21,10.95,0,False,2025
48369_2025_002,48369,Parmer,2025-02-06,2025-02-08,3.0,54.86,2025-02-08,79.0,57.5,9.8,50.9,78.98,57.5,4.39,11.63,0,False,2025
48369_2025_003,48369,Parmer,2025-03-28,2025-03-29,2.0,63.29,2025-03-29,84.9,65.5,9.1,61.3,84.92,64.49,1.98,2.4,0,False,2025
48369_2025_004,48369,Parmer,2025-04-13,2025-04-14,2.0,67.14,2025-04-13,91.0,69.5,2.0,65.3,91.04,68.5,1.84,2.11,0,False,2025
48369_2025_005,48369,Parmer,2025-08-09,2025-08-10,2.0,86.92,2025-08-10,100.0,86.0,18.5,83.6,102.92,86.0,3.29,3.45,0,False,2025
48369_2025_006,48369,Parmer,2025-10-02,2025-10-03,2.0,73.97,2025-10-03,93.9,74.9,14.0,73.0,93.92,74.71,0.96,1.21,0,False,2025
48369_2025_007,48369,Parmer,2025-11-15,2025-11-16,2.0,59.3,2025-11-16,82.9,61.4,14.3,57.3,82.94,61.48,1.95,2.83,0,False,2025
48369_2025_008,48369,Parmer,2025-12-20,2025-12-21,2.0,53.67,2025-12-20,75.0,56.5,7.6,47.3,75.02,53.46,6.33,6.74,0,False,2025
48369_2025_009,48369,Parmer,2025-12-23,2025-12-28,6.0,58.2,2025-12-25,79.0,60.5,16.1,47.3,78.98,57.94,10.85,48.93,0,False,2025
48371_2015_001,48371,Pecos,2015-08-07,2015-08-09,3.0,91.2,2015-08-09,103.7,89.9,18.6,90.0,103.7,89.77,1.21,2.5,0,False,2015
48371_2015_002,48371,Pecos,2015-09-18,2015-09-19,2.0,84.98,2015-09-18,98.0,84.2,22.6,84.7,98.0,83.02,0.27,0.34,0,False,2015
48371_2015_003,48371,Pecos,2015-12-11,2015-12-12,2.0,62.71,2015-12-11,79.7,65.2,10.3,58.5,80.3,63.52,4.18,5.55,0,False,2015
48371_2016_001,48371,Pecos,2016-02-18,2016-02-20,3.0,69.87,2016-02-20,84.5,70.2,30.7,64.0,87.53,69.65,5.91,16.76,0,False,2016
48371_2016_002,48371,Pecos,2016-07-05,2016-07-06,2.0,92.61,2016-07-05,106.0,91.2,17.3,90.4,105.98,90.76,2.25,3.66,0,False,2016
48371_2016_003,48371,Pecos,2016-07-11,2016-07-14,4.0,91.31,2016-07-14,104.7,90.6,16.2,90.0,104.66,90.0,1.27,3.51,0,False,2016
48371_2016_004,48371,Pecos,2016-10-15,2016-10-18,4.0,80.05,2016-10-17,95.0,80.5,14.4,75.2,95.0,78.92,4.87,12.6,0,False,2016
48371_2016_005,48371,Pecos,2016-10-29,2016-11-02,5.0,73.45,2016-10-31,89.4,74.5,16.3,70.7,89.36,72.9,2.72,6.02,0,False,2016
48371_2017_001,48371,Pecos,2017-01-09,2017-01-12,4.0,64.3,2017-01-11,84.3,66.3,10.2,56.0,84.32,64.22,8.32,23.42,0,False,2017
48371_2017_002,48371,Pecos,2017-02-06,2017-02-08,3.0,62.46,2017-02-08,79.0,64.5,10.8,60.9,81.32,63.89,1.53,4.11,0,False,2017
48371_2017_003,48371,Pecos,2017-02-10,2017-02-11,2.0,70.81,2017-02-11,90.0,72.5,6.0,62.1,89.96,70.24,8.67,12.98,0,False,2017
48371_2017_004,48371,Pecos,2017-02-22,2017-02-23,2.0,66.67,2017-02-23,87.7,69.0,3.9,64.5,87.74,68.34,2.12,3.01,0,False,2017
48371_2017_005,48371,Pecos,2017-03-17,2017-03-22,6.0,75.79,2017-03-22,94.0,76.7,13.6,71.0,93.98,73.86,4.8,13.34,0,False,2017
48371_2017_006,48371,Pecos,2017-11-05,2017-11-06,2.0,72.43,2017-11-06,88.3,73.7,13.8,69.0,88.34,73.25,3.46,5.56,0,False,2017
48371_2018_001,48371,Pecos,2018-03-23,2018-03-26,4.0,72.41,2018-03-23,90.9,73.6,12.7,71.1,90.92,73.26,1.32,2.64,0,False,2018
48371_2018_002,48371,Pecos,2018-05-27,2018-05-28,2.0,87.35,2018-05-27,104.0,90.2,6.4,85.8,104.0,89.4,1.51,1.61,0,False,2018
48371_2018_003,48371,Pecos,2018-05-31,2018-06-03,4.0,91.48,2018-06-03,99.4,86.5,23.9,86.9,105.98,88.99,4.59,8.69,0,False,2018
48371_2018_004,48371,Pecos,2018-11-29,2018-11-30,2.0,65.19,2018-11-29,82.0,67.3,10.5,61.4,82.04,66.56,3.78,6.16,0,False,2018
48371_2019_001,48371,Pecos,2019-02-03,2019-02-06,4.0,67.4,2019-02-06,79.7,68.2,22.5,59.9,79.7,64.99,7.55,15.61,0,False,2019
48371_2019_002,48371,Pecos,2019-04-09,2019-04-10,2.0,76.79,2019-04-10,95.7,78.3,1.0,75.7,95.66,78.18,1.06,2.06,0,False,2019
48371_2019_003,48371,Pecos,2019-08-08,2019-08-10,3.0,91.7,2019-08-10,101.7,89.0,22.7,90.1,102.92,89.29,1.57,4.68,0,False,2019
48371_2019_004,48371,Pecos,2019-08-12,2019-08-13,2.0,91.37,2019-08-12,104.4,91.0,16.6,90.1,104.66,90.58,1.28,1.99,0,False,2019
48371_2019_005,48371,Pecos,2019-08-17,2019-08-18,2.0,92.42,2019-08-18,107.1,91.8,16.4,89.7,107.06,91.38,2.71,3.81,0,False,2019
48371_2019_006,48371,Pecos,2019-08-25,2019-08-27,3.0,95.19,2019-08-27,105.3,91.0,23.4,89.3,107.36,91.01,5.89,9.49,0,False,2019
48371_2019_007,48371,Pecos,2019-12-14,2019-12-15,2.0,62.69,2019-12-15,83.3,64.6,9.2,58.1,83.3,63.98,4.61,7.18,0,False,2019
48371_2020_001,48371,Pecos,2020-03-25,2020-03-27,3.0,74.11,2020-03-26,95.0,75.6,6.3,71.6,95.0,74.68,2.48,4.65,0,False,2020
48371_2020_002,48371,Pecos,2020-05-02,2020-05-04,3.0,83.62,2020-05-04,101.5,86.5,4.5,80.8,101.48,85.12,2.78,5.67,0,False,2020
48371_2020_003,48371,Pecos,2020-07-09,2020-07-11,3.0,92.84,2020-07-09,106.5,91.2,16.4,90.2,106.52,90.82,2.63,4.99,0,False,2020
48371_2020_004,48371,Pecos,2020-08-30,2020-09-01,3.0,90.44,2020-08-31,102.0,90.3,16.8,88.7,103.46,89.08,1.74,2.46,0,False,2020
48371_2020_005,48371,Pecos,2020-10-10,2020-10-11,2.0,80.01,2020-10-10,97.0,82.2,2.7,78.9,96.98,81.5,1.15,2.02,0,False,2020
48371_2020_006,48371,Pecos,2020-10-20,2020-10-22,3.0,78.92,2020-10-22,93.0,79.0,23.5,74.1,93.02,77.9,4.84,9.67,0,False,2020
48371_2020_007,48371,Pecos,2020-11-08,2020-11-09,2.0,71.45,2020-11-09,86.0,72.2,21.2,68.0,86.0,71.6,3.42,4.93,0,False,2020
48371_2021_001,48371,Pecos,2021-02-03,2021-02-04,2.0,67.47,2021-02-03,84.9,69.4,8.1,59.4,84.92,68.09,8.06,13.07,0,False,2021
48371_2021_002,48371,Pecos,2021-03-12,2021-03-13,2.0,72.7,2021-03-12,87.5,73.5,22.4,68.7,89.06,72.79,4.01,6.57,0,False,2021
48371_2021_003,48371,Pecos,2021-06-25,2021-06-26,2.0,95.74,2021-06-25,104.0,89.7,26.0,90.4,104.0,89.49,5.34,7.92,0,False,2021
48371_2021_004,48371,Pecos,2021-10-09,2021-10-10,2.0,80.04,2021-10-09,99.5,81.5,10.0,79.3,99.5,80.62,0.75,0.98,0,False,2021
48371_2021_005,48371,Pecos,2021-10-22,2021-10-23,2.0,77.89,2021-10-23,93.9,78.2,22.4,73.5,93.92,76.62,4.41,4.95,0,False,2021
48371_2021_006,48371,Pecos,2021-10-25,2021-10-26,2.0,78.85,2021-10-26,96.1,79.8,9.1,72.3,96.08,78.12,6.58,9.3,0,False,2021
48371_2021_007,48371,Pecos,2021-11-15,2021-11-17,3.0,69.96,2021-11-16,87.5,72.0,4.8,65.9,87.53,69.74,4.08,4.81,0,False,2021
48371_2021_008,48371,Pecos,2021-12-02,2021-12-03,2.0,67.93,2021-12-03,82.5,69.2,15.9,61.1,82.49,67.98,6.78,10.51,0,False,2021
48371_2021_009,48371,Pecos,2021-12-08,2021-12-10,3.0,65.11,2021-12-10,78.5,66.8,14.2,59.4,80.96,66.48,5.69,13.76,0,False,2021
48371_2021_010,48371,Pecos,2021-12-14,2021-12-15,2.0,67.5,2021-12-15,84.9,68.7,19.0,58.3,85.46,66.72,9.18,12.97,0,False,2021
48371_2021_011,48371,Pecos,2021-12-22,2021-12-28,7.0,70.4,2021-12-24,86.5,72.2,9.4,57.1,86.54,68.01,13.35,60.41,0,False,2021
48371_2022_001,48371,Pecos,2022-05-16,2022-05-17,2.0,87.47,2022-05-17,105.0,90.7,4.2,83.4,104.99,88.5,4.04,4.06,0,False,2022
48371_2022_002,48371,Pecos,2022-06-07,2022-06-08,2.0,89.24,2022-06-08,107.0,90.5,9.4,87.9,109.04,90.75,1.38,1.51,0,False,2022
48371_2022_003,48371,Pecos,2022-06-13,2022-06-14,2.0,91.95,2022-06-14,105.1,90.0,16.7,88.6,105.08,90.41,3.34,4.54,0,False,2022
48371_2022_004,48371,Pecos,2022-07-21,2022-07-22,2.0,91.74,2022-07-21,101.5,90.0,21.8,90.0,101.48,89.26,1.73,1.97,0,False,2022
48371_2022_005,48371,Pecos,2022-11-08,2022-11-09,2.0,73.12,2022-11-09,83.5,73.2,36.4,68.1,83.48,72.75,5.02,8.85,0,False,2022
48371_2022_006,48371,Pecos,2022-12-05,2022-12-09,5.0,67.51,2022-12-06,74.5,68.5,37.9,61.0,78.53,65.09,6.49,16.74,0,False,2022
48371_2022_007,48371,Pecos,2022-12-11,2022-12-12,2.0,64.62,2022-12-12,78.1,65.6,26.3,59.1,78.08,63.66,5.52,6.72,0,False,2022
48371_2022_008,48371,Pecos,2022-12-31,2023-01-02,3.0,64.45,2023-01-01,79.0,66.5,14.6,57.8,78.98,63.48,6.69,11.24,0,False,2022
48371_2023_001,48371,Pecos,2023-01-10,2023-01-11,2.0,64.1,2023-01-10,81.0,66.5,7.0,57.0,80.96,65.97,7.05,12.95,0,False,2023
48371_2023_002,48371,Pecos,2023-03-11,2023-03-12,2.0,71.68,2023-03-11,86.5,73.3,9.2,68.4,86.54,72.52,3.25,4.79,0,False,2023
48371_2023_003,48371,Pecos,2023-06-19,2023-06-26,8.0,94.32,2023-06-24,109.5,94.3,10.2,90.4,111.47,94.31,3.97,16.23,0,False,2023
48371_2023_004,48371,Pecos,2023-07-09,2023-07-15,7.0,96.86,2023-07-13,108.5,95.0,14.2,90.1,109.04,92.65,6.73,27.74,0,False,2023
48371_2023_005,48371,Pecos,2023-07-18,2023-07-20,3.0,91.3,2023-07-18,107.1,92.5,10.7,90.2,107.06,91.76,1.13,1.97,0,False,2023
48371_2023_006,48371,Pecos,2023-07-31,2023-08-01,2.0,90.91,2023-08-01,100.9,89.5,21.3,90.0,100.94,89.22,0.92,1.63,0,False,2023
48371_2023_007,48371,Pecos,2023-08-03,2023-08-12,10.0,93.34,2023-08-11,107.1,92.6,15.6,90.4,109.04,91.94,2.98,15.79,0,False,2023
48371_2023_008,48371,Pecos,2023-09-05,2023-09-08,4.0,88.96,2023-09-06,103.0,89.2,16.4,86.8,105.08,88.68,2.13,5.2,0,False,2023
48371_2023_009,48371,Pecos,2023-09-22,2023-09-24,3.0,87.3,2023-09-23,102.0,88.0,14.5,83.6,102.02,87.1,3.69,8.14,0,False,2023
48371_2023_010,48371,Pecos,2023-09-27,2023-09-29,3.0,84.57,2023-09-28,98.1,83.8,22.9,82.4,98.96,83.27,2.14,4.68,0,False,2023
48371_2023_011,48371,Pecos,2023-10-21,2023-10-22,2.0,78.49,2023-10-21,95.0,79.7,8.4,74.8,95.0,78.12,3.66,4.48,0,False,2023
48371_2023_012,48371,Pecos,2023-10-27,2023-10-28,2.0,75.53,2023-10-28,87.5,75.0,42.4,72.3,87.53,73.98,3.19,3.58,0,False,2023
48371_2023_013,48371,Pecos,2023-11-06,2023-11-08,3.0,78.33,2023-11-07,93.0,79.2,10.6,68.9,93.02,77.51,9.39,22.43,0,False,2023
48371_2024_001,48371,Pecos,2024-02-20,2024-02-22,3.0,70.53,2024-02-21,92.5,72.5,4.3,64.5,92.48,69.84,6.03,9.41,0,False,2024
48371_2024_002,48371,Pecos,2024-02-25,2024-02-27,3.0,74.48,2024-02-27,88.1,75.3,20.4,64.7,89.51,74.36,9.74,24.68,0,False,2024
48371_2024_003,48371,Pecos,2024-03-31,2024-04-01,2.0,73.3,2024-03-31,85.5,74.7,13.2,72.2,87.53,74.23,1.06,1.3,0,False,2024
48371_2024_004,48371,Pecos,2024-06-06,2024-06-09,4.0,91.96,2024-06-06,103.0,89.5,20.3,87.8,104.0,89.63,4.16,10.88,0,False,2024
48371_2024_005,48371,Pecos,2024-06-13,2024-06-18,6.0,94.43,2024-06-16,106.5,91.0,19.4,89.0,106.52,88.73,5.43,18.95,0,False,2024
48371_2024_006,48371,Pecos,2024-06-25,2024-06-26,2.0,95.59,2024-06-25,105.5,90.2,24.2,90.8,105.53,89.6,4.77,7.85,0,False,2024
48371_2024_007,48371,Pecos,2024-06-28,2024-06-29,2.0,93.22,2024-06-29,100.5,88.5,27.6,90.9,105.53,89.24,2.29,2.8,0,False,2024
48371_2024_008,48371,Pecos,2024-07-03,2024-07-04,2.0,93.98,2024-07-04,103.5,90.2,21.2,90.8,105.08,90.25,3.18,3.32,0,False,2024
48371_2024_009,48371,Pecos,2024-07-29,2024-07-31,3.0,94.41,2024-07-30,105.1,90.0,24.1,90.0,105.08,88.73,4.4,8.27,0,False,2024
48371_2024_010,48371,Pecos,2024-08-21,2024-08-23,3.0,91.28,2024-08-23,105.1,91.8,14.1,89.7,105.98,92.12,1.59,2.52,0,False,2024
48371_2024_011,48371,Pecos,2024-09-18,2024-09-21,4.0,88.58,2024-09-19,100.0,86.0,26.8,84.4,100.04,84.75,4.18,10.51,0,False,2024
48371_2024_012,48371,Pecos,2024-10-12,2024-10-13,2.0,78.62,2024-10-12,93.9,79.9,5.4,78.0,93.92,79.81,0.83,1.47,0,False,2024
48371_2024_013,48371,Pecos,2024-10-22,2024-10-24,3.0,78.75,2024-10-24,96.0,79.2,16.1,74.1,95.99,77.26,4.62,7.23,0,False,2024
48371_2024_014,48371,Pecos,2024-10-27,2024-10-30,4.0,75.34,2024-10-29,89.5,76.3,19.3,71.8,93.02,75.5,3.51,9.0,0,False,2024
