county_fips,year,classified_assessment_dates
48109,1995,6
48109,1996,4
48109,1998,10
48109,1999,6
48109,2001,5
48109,2002,13
48109,2003,10
48109,2004,8
48109,2005,14
48109,2006,11
48109,2007,1
48109,2008,6
48109,2009,1
48109,2010,6
48109,2011,20
48109,2012,10
48109,2013,6
48109,2014,11
48109,2015,4
48109,2016,19
48109,2017,8
48109,2018,18
48109,2019,22
48109,2020,27
48109,2021,13
48109,2022,18
48109,2023,46
48109,2024,20
48109,2025,7
48111,1979,8
48111,1980,41
48111,1981,23
48111,1982,11
48111,1983,30
48111,1984,2
48111,1985,3
48111,1986,10
48111,1987,6
48111,1988,5
48111,1989,2
48111,1990,19
48111,1992,3
48111,1993,9
48111,1994,14
48111,1995,10
48111,1996,15
48111,1997,8
48111,1998,32
48111,1999,14
48111,2000,34
48111,2001,33
48111,2002,7
48111,2003,25
48111,2004,1
48111,2005,7
48111,2006,28
48111,2007,9
48111,2008,5
48111,2009,5
48111,2010,14
48111,2011,60
48111,2012,35
48111,2013,22
48111,2014,6
48111,2015,12
48111,2016,26
48111,2017,22
48111,2018,15
48111,2019,26
48111,2020,35
48111,2021,13
48111,2022,47
48111,2023,45
48111,2024,47
48111,2025,14
48113,1979,1
48113,1980,53
48113,1981,13
48113,1982,12
48113,1983,5
48113,1984,14
48113,1985,26
48113,1986,10
48113,1987,26
48113,1988,24
48113,1990,6
48113,1993,19
48113,1994,1
48113,1995,7
48113,1996,10
48113,1997,10
48113,1998,50
48113,1999,23
48113,2000,36
48113,2001,11
48113,2003,8
48113,2005,4
48113,2006,34
48113,2007,3
48113,2008,16
48113,2009,15
48113,2010,28
48113,2011,68
48113,2012,30
48113,2013,24
48113,2014,11
48113,2015,17
48113,2016,17
48113,2017,6
48113,2018,27
48113,2019,14
48113,2020,13
48113,2021,2
48113,2022,40
48113,2023,45
48113,2024,21
48113,2025,3
48115,1979,16
48115,1980,42
48115,1981,22
48115,1982,16
48115,1983,30
48115,1984,8
48115,1985,19
48115,1986,2
48115,1987,8
48115,1989,10
48115,1990,15
48115,1993,14
48115,1994,17
48115,1995,10
48115,1996,15
48115,1997,3
48115,1998,47
48115,1999,12
48115,2000,14
48115,2001,33
48115,2002,10
48115,2003,15
48115,2004,3
48115,2005,2
48115,2006,26
48115,2008,10
48115,2009,7
48115,2010,8
48115,2011,69
48115,2012,19
48115,2013,13
48115,2014,8
48115,2015,15
48115,2016,25
48115,2017,15
48115,2018,35
48115,2019,39
48115,2020,43
48115,2021,15
48115,2022,66
48115,2023,72
48115,2024,55
48115,2025,25
48117,1980,29
48117,1981,12
48117,1982,4
48117,1983,12
48117,1985,2
48117,1986,9
48117,1987,8
48117,1988,6
48117,1989,2
48117,1990,17
48117,1991,4
48117,1992,5
48117,1993,10
48117,1994,18
48117,1995,10
48117,1996,18
48117,1997,13
48117,1998,34
48117,1999,17
48117,2000,26
48117,2001,29
48117,2002,13
48117,2003,23
48117,2004,6
48117,2005,4
48117,2006,27
48117,2007,6
48117,2008,7
48117,2009,15
48117,2010,26
48117,2011,76
48117,2012,31
48117,2013,21
48117,2014,9
48117,2015,16
48117,2016,34
48117,2017,22
48117,2018,27
48117,2019,30
48117,2020,41
48117,2021,22
48117,2022,57
48117,2023,53
48117,2024,41
48117,2025,16
48119,1980,45
48119,1981,9
48119,1982,5
48119,1984,9
48119,1985,21
48119,1986,10
48119,1987,24
48119,1988,6
48119,1990,12
48119,1993,19
48119,1995,13
48119,1996,9
48119,1997,8
48119,1998,59
48119,1999,27
48119,2000,38
48119,2001,22
48119,2003,10
48119,2005,11
48119,2006,42
48119,2007,4
48119,2008,12
48119,2009,14
48119,2010,30
48119,2011,78
48119,2012,31
48119,2013,23
48119,2014,5
48119,2015,26
48119,2016,29
48119,2017,6
48119,2018,29
48119,2019,15
48119,2020,15
48119,2021,2
48119,2022,51
48119,2023,47
48119,2024,24
48119,2025,9
48121,1979,2
48121,1980,30
48121,1982,8
48121,1983,5
48121,1984,9
48121,1985,12
48121,1986,11
48121,1987,19
48121,1988,16
48121,1989,9
48121,1990,11
48121,1993,9
48121,1994,4
48121,1995,6
48121,1996,11
48121,1997,9
48121,1998,53
48121,1999,25
48121,2000,42
48121,2001,25
48121,2002,3
48121,2003,16
48121,2005,6
48121,2006,41
48121,2007,2
48121,2008,19
48121,2009,14
48121,2010,31
48121,2011,66
48121,2012,32
48121,2013,20
48121,2014,6
48121,2015,18
48121,2016,14
48121,2017,4
48121,2018,24
48121,2019,13
48121,2020,17
48121,2021,3
48121,2022,52
48121,2023,53
48121,2024,33
48121,2025,12
48123,1980,43
48123,1982,21
48123,1983,1
48123,1984,1
48123,1985,11
48123,1986,12
48123,1987,2
48123,1988,25
48123,1989,31
48123,1990,10
48123,1992,1
48123,1994,10
48123,1995,9
48123,1996,18
48123,1997,13
48123,1998,55
48123,1999,6
48123,2000,21
48123,2001,24
48123,2003,4
48123,2004,1
48123,2005,24
48123,2006,12
48123,2007,1
48123,2008,13
48123,2009,65
48123,2010,9
48123,2011,63
48123,2012,25
48123,2013,44
48123,2014,33
48123,2015,26
48123,2016,32
48123,2017,37
48123,2018,52
48123,2019,59
48123,2020,49
48123,2022,67
48123,2023,98
48123,2024,69
48123,2025,59
48125,1979,7
48125,1980,55
48125,1981,20
48125,1982,8
48125,1983,12
48125,1984,4
48125,1985,9
48125,1986,13
48125,1987,8
48125,1988,3
48125,1989,3
48125,1990,5
48125,1993,22
48125,1994,27
48125,1995,7
48125,1996,22
48125,1997,2
48125,1998,47
48125,1999,16
48125,2000,26
48125,2001,31
48125,2002,10
48125,2003,15
48125,2005,1
48125,2006,17
48125,2008,4
48125,2009,6
48125,2010,1
48125,2011,76
48125,2012,24
48125,2013,14
48125,2014,8
48125,2015,7
48125,2016,23
48125,2017,9
48125,2018,18
48125,2019,26
48125,2020,35
48125,2021,7
48125,2022,50
48125,2023,51
48125,2024,45
48125,2025,19
48127,1979,5
48127,1980,42
48127,1982,16
48127,1983,18
48127,1984,40
48127,1985,2
48127,1986,14
48127,1987,9
48127,1988,11
48127,1989,13
48127,1990,14
48127,1991,2
48127,1992,2
48127,1993,2
48127,1995,8
48127,1996,15
48127,1997,7
48127,1998,76
48127,1999,23
48127,2000,42
48127,2001,44
48127,2002,8
48127,2003,5
48127,2005,27
48127,2006,25
48127,2008,6
48127,2009,49
48127,2010,7
48127,2011,37
48127,2012,9
48127,2013,3
48127,2014,4
48127,2015,3
48127,2016,22
48127,2017,22
48127,2018,39
48127,2019,37
48127,2020,28
48127,2022,43
48127,2023,62
48127,2024,42
48127,2025,22
48129,1979,4
48129,1980,43
48129,1981,20
48129,1982,4
48129,1983,26
48129,1984,3
48129,1986,7
48129,1988,5
48129,1989,1
48129,1990,7
48129,1992,4
48129,1993,11
48129,1994,19
48129,1995,5
48129,1996,8
48129,1997,1
48129,1998,43
48129,1999,9
48129,2000,16
48129,2001,31
48129,2002,3
48129,2003,19
48129,2004,3
48129,2005,4
48129,2006,40
48129,2007,5
48129,2008,18
48129,2009,18
48129,2010,15
48129,2011,76
48129,2012,32
48129,2013,11
48129,2014,3
48129,2015,5
48129,2016,17
48129,2017,7
48129,2018,15
48129,2019,22
48129,2020,28
48129,2021,6
48129,2022,46
48129,2023,46
48129,2024,41
48129,2025,10
48131,1980,28
48131,1982,2
48131,1983,7
48131,1984,2
48131,1985,7
48131,1986,15
48131,1987,12
48131,1988,7
48131,1989,42
48131,1990,6
48131,1991,32
48131,1992,2
48131,1993,6
48131,1994,10
48131,1995,9
48131,1996,12
48131,1997,29
48131,1998,57
48131,1999,9
48131,2000,16
48131,2001,29
48131,2002,6
48131,2003,7
48131,2004,4
48131,2005,23
48131,2006,5
48131,2008,3
48131,2009,72
48131,2011,53
48131,2012,44
48131,2013,17
48131,2014,15
48131,2015,15
48131,2016,17
48131,2017,22
48131,2018,3
48131,2019,46
48131,2020,17
48131,2022,44
48131,2023,84
48131,2024,40
48131,2025,56
48133,1979,3
48133,1980,53
48133,1981,14
48133,1982,3
48133,1983,8
48133,1984,25
48133,1985,16
48133,1986,5
48133,1987,5
48133,1988,5
48133,1989,4
48133,1990,4
48133,1991,2
48133,1993,16
48133,1994,11
48133,1995,8
48133,1996,13
48133,1997,3
48133,1998,43
48133,1999,26
48133,2000,43
48133,2001,33
48133,2002,3
48133,2003,12
48133,2006,40
48133,2008,10
48133,2009,11
48133,2010,12
48133,2011,85
48133,2012,39
48133,2013,28
48133,2014,16
48133,2015,27
48133,2016,36
48133,2017,12
48133,2018,46
48133,2019,29
48133,2020,29
48133,2021,10
48133,2022,67
48133,2023,73
48133,2024,40
48133,2025,12
48135,1979,2
48135,1980,38
48135,1981,8
48135,1982,11
48135,1983,10
48135,1985,2
48135,1988,1
48135,1989,11
48135,1990,20
48135,1991,2
48135,1992,3
48135,1993,3
